MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7607.0,n/e,6913.0,1076.0,n/e,n/e,n/e,n/e,4598.0,2022-03-28,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8256.0,n/e,6972.0,1133.0,n/e,n/e,n/e,n/e,4243.0,2022-03-29,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8259.0,n/e,6973.0,1152.0,n/e,n/e,n/e,n/e,4032.0,2022-03-29,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8327.0,n/e,6973.0,1158.0,n/e,n/e,n/e,n/e,3891.0,2022-03-29,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8465.0,n/e,6974.0,1186.0,n/e,n/e,n/e,n/e,3825.0,2022-03-29,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8615.0,n/e,6973.0,1266.0,n/e,n/e,n/e,n/e,3796.0,2022-03-29,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8638.0,n/e,6973.0,1367.0,n/e,n/e,n/e,n/e,3732.0,2022-03-29,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8848.0,n/e,6973.0,1445.0,n/e,n/e,n/e,n/e,3730.0,2022-03-29,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9099.0,n/e,6973.0,1465.0,n/e,n/e,n/e,n/e,3610.0,2022-03-29,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9309.0,n/e,6975.0,1482.0,n/e,n/e,n/e,n/e,3362.0,2022-03-29,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9933.0,n/e,6974.0,1489.0,n/e,n/e,n/e,n/e,2964.0,2022-03-29,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9956.0,n/e,6974.0,1462.0,n/e,n/e,n/e,n/e,2497.0,2022-03-29,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9769.0,n/e,6974.0,1473.0,n/e,n/e,n/e,n/e,2400.0,2022-03-29,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9485.0,n/e,6974.0,1492.0,n/e,n/e,n/e,n/e,2434.0,2022-03-29,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8888.0,n/e,6975.0,1498.0,n/e,n/e,n/e,n/e,2556.0,2022-03-29,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8605.0,n/e,6969.0,1495.0,n/e,n/e,n/e,n/e,2813.0,2022-03-29,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8403.0,n/e,6963.0,1481.0,n/e,n/e,n/e,n/e,3067.0,2022-03-29,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8311.0,n/e,6962.0,1474.0,n/e,n/e,n/e,n/e,3381.0,2022-03-29,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8208.0,n/e,6962.0,1464.0,n/e,n/e,n/e,n/e,3514.0,2022-03-29,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8410.0,n/e,6962.0,1463.0,n/e,n/e,n/e,n/e,3664.0,2022-03-29,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8419.0,n/e,6963.0,1463.0,n/e,n/e,n/e,n/e,4012.0,2022-03-29,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8231.0,n/e,6965.0,1482.0,n/e,n/e,n/e,n/e,4319.0,2022-03-29,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7972.0,n/e,6967.0,1476.0,n/e,n/e,n/e,n/e,4517.0,2022-03-29,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7631.0,n/e,6969.0,1477.0,n/e,n/e,n/e,n/e,4791.0,2022-03-29,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7429.0,n/e,6912.0,1455.0,n/e,n/e,n/e,n/e,5054.0,2022-03-29,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7082.0,n/e,6972.0,1477.0,n/e,n/e,n/e,n/e,5197.0,2022-03-30,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7059.0,n/e,6972.0,1467.0,n/e,n/e,n/e,n/e,5221.0,2022-03-30,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7010.0,n/e,6973.0,1482.0,n/e,n/e,n/e,n/e,5263.0,2022-03-30,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6971.0,n/e,6972.0,1493.0,n/e,n/e,n/e,n/e,5299.0,2022-03-30,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7016.0,n/e,6971.0,1551.0,n/e,n/e,n/e,n/e,5350.0,2022-03-30,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7215.0,n/e,6969.0,1746.0,n/e,n/e,n/e,n/e,5411.0,2022-03-30,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7422.0,n/e,6969.0,1825.0,n/e,n/e,n/e,n/e,5424.0,2022-03-30,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7824.0,n/e,6971.0,1830.0,n/e,n/e,n/e,n/e,5187.0,2022-03-30,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8075.0,n/e,6974.0,1869.0,n/e,n/e,n/e,n/e,4643.0,2022-03-30,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8431.0,n/e,6974.0,1886.0,n/e,n/e,n/e,n/e,4244.0,2022-03-30,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8481.0,n/e,6973.0,1939.0,n/e,n/e,n/e,n/e,3872.0,2022-03-30,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8385.0,n/e,6976.0,1983.0,n/e,n/e,n/e,n/e,3592.0,2022-03-30,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8388.0,n/e,6975.0,1967.0,n/e,n/e,n/e,n/e,3292.0,2022-03-30,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8369.0,n/e,6973.0,1963.0,n/e,n/e,n/e,n/e,3273.0,2022-03-30,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8410.0,n/e,6975.0,1939.0,n/e,n/e,n/e,n/e,3344.0,2022-03-30,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8428.0,n/e,6970.0,1935.0,n/e,n/e,n/e,n/e,3352.0,2022-03-30,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8544.0,n/e,6970.0,1902.0,n/e,n/e,n/e,n/e,3180.0,2022-03-30,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8782.0,n/e,6966.0,1876.0,n/e,n/e,n/e,n/e,2858.0,2022-03-30,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9366.0,n/e,6967.0,1866.0,n/e,n/e,n/e,n/e,2453.0,2022-03-30,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9476.0,n/e,6968.0,1861.0,n/e,n/e,n/e,n/e,2559.0,2022-03-30,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9378.0,n/e,6969.0,1861.0,n/e,n/e,n/e,n/e,2631.0,2022-03-30,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9115.0,n/e,6969.0,1852.0,n/e,n/e,n/e,n/e,2670.0,2022-03-30,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8877.0,n/e,6970.0,1845.0,n/e,n/e,n/e,n/e,2678.0,2022-03-30,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8785.0,n/e,6912.0,1843.0,n/e,n/e,n/e,n/e,2724.0,2022-03-30,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8484.0,n/e,6970.0,1689.0,n/e,n/e,n/e,n/e,2750.0,2022-03-31,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8517.0,n/e,6971.0,1602.0,n/e,n/e,n/e,n/e,2689.0,2022-03-31,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8569.0,n/e,6972.0,1599.0,n/e,n/e,n/e,n/e,2604.0,2022-03-31,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8632.0,n/e,6972.0,1629.0,n/e,n/e,n/e,n/e,2681.0,2022-03-31,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8841.0,n/e,6971.0,1650.0,n/e,n/e,n/e,n/e,2666.0,2022-03-31,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9036.0,n/e,6972.0,1727.0,n/e,n/e,n/e,n/e,2631.0,2022-03-31,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9683.0,n/e,6970.0,1923.0,n/e,n/e,n/e,n/e,2541.0,2022-03-31,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10015.0,n/e,6965.0,1950.0,n/e,n/e,n/e,n/e,2340.0,2022-03-31,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10435.0,n/e,6967.0,2013.0,n/e,n/e,n/e,n/e,1942.0,2022-03-31,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10818.0,n/e,6968.0,2054.0,n/e,n/e,n/e,n/e,1257.0,2022-03-31,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10911.0,n/e,6971.0,2065.0,n/e,n/e,n/e,n/e,839.0,2022-03-31,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10891.0,n/e,6970.0,2049.0,n/e,n/e,n/e,n/e,608.0,2022-03-31,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10838.0,n/e,6965.0,1996.0,n/e,n/e,n/e,n/e,616.0,2022-03-31,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10808.0,n/e,6969.0,1984.0,n/e,n/e,n/e,n/e,623.0,2022-03-31,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10860.0,n/e,6970.0,1946.0,n/e,n/e,n/e,n/e,572.0,2022-03-31,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10914.0,n/e,6968.0,1947.0,n/e,n/e,n/e,n/e,556.0,2022-03-31,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10979.0,n/e,6969.0,1910.0,n/e,n/e,n/e,n/e,527.0,2022-03-31,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11083.0,n/e,6969.0,1901.0,n/e,n/e,n/e,n/e,565.0,2022-03-31,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11059.0,n/e,6970.0,1807.0,n/e,n/e,n/e,n/e,593.0,2022-03-31,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11143.0,n/e,6970.0,1802.0,n/e,n/e,n/e,n/e,682.0,2022-03-31,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11101.0,n/e,6970.0,1797.0,n/e,n/e,n/e,n/e,695.0,2022-03-31,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10848.0,n/e,6970.0,1629.0,n/e,n/e,n/e,n/e,647.0,2022-03-31,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10680.0,n/e,6971.0,1494.0,n/e,n/e,n/e,n/e,632.0,2022-03-31,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10427.0,n/e,6911.0,1456.0,n/e,n/e,n/e,n/e,592.0,2022-03-31,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10214.0,n/e,6973.0,1437.0,n/e,n/e,n/e,n/e,541.0,2022-04-01,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10162.0,n/e,6972.0,1414.0,n/e,n/e,n/e,n/e,507.0,2022-04-01,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10133.0,n/e,6972.0,1421.0,n/e,n/e,n/e,n/e,555.0,2022-04-01,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10211.0,n/e,6972.0,1450.0,n/e,n/e,n/e,n/e,613.0,2022-04-01,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10537.0,n/e,6972.0,1478.0,n/e,n/e,n/e,n/e,667.0,2022-04-01,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11054.0,n/e,6972.0,1525.0,n/e,n/e,n/e,n/e,726.0,2022-04-01,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11283.0,n/e,6972.0,1562.0,n/e,n/e,n/e,n/e,794.0,2022-04-01,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11387.0,n/e,6971.0,1577.0,n/e,n/e,n/e,n/e,793.0,2022-04-01,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11380.0,n/e,6970.0,1609.0,n/e,n/e,n/e,n/e,696.0,2022-04-01,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11463.0,n/e,6967.0,1619.0,n/e,n/e,n/e,n/e,628.0,2022-04-01,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11410.0,n/e,6966.0,1615.0,n/e,n/e,n/e,n/e,614.0,2022-04-01,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11446.0,n/e,6964.0,1615.0,n/e,n/e,n/e,n/e,645.0,2022-04-01,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11210.0,n/e,6967.0,1596.0,n/e,n/e,n/e,n/e,713.0,2022-04-01,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11125.0,n/e,6965.0,1596.0,n/e,n/e,n/e,n/e,835.0,2022-04-01,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10810.0,n/e,6963.0,1551.0,n/e,n/e,n/e,n/e,961.0,2022-04-01,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10643.0,n/e,6963.0,1535.0,n/e,n/e,n/e,n/e,1061.0,2022-04-01,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10597.0,n/e,6965.0,1522.0,n/e,n/e,n/e,n/e,1115.0,2022-04-01,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10726.0,n/e,6968.0,1529.0,n/e,n/e,n/e,n/e,1159.0,2022-04-01,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10706.0,n/e,6966.0,1513.0,n/e,n/e,n/e,n/e,1237.0,2022-04-01,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10414.0,n/e,6965.0,1518.0,n/e,n/e,n/e,n/e,1476.0,2022-04-01,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10074.0,n/e,6965.0,1530.0,n/e,n/e,n/e,n/e,1685.0,2022-04-01,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9620.0,n/e,6967.0,1493.0,n/e,n/e,n/e,n/e,1898.0,2022-04-01,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9384.0,n/e,6969.0,1452.0,n/e,n/e,n/e,n/e,2267.0,2022-04-01,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9050.0,n/e,6910.0,1399.0,n/e,n/e,n/e,n/e,2450.0,2022-04-01,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8858.0,n/e,6968.0,1319.0,n/e,n/e,n/e,n/e,2687.0,2022-04-02,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8640.0,n/e,6970.0,1288.0,n/e,n/e,n/e,n/e,3054.0,2022-04-02,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8068.0,n/e,6971.0,1292.0,n/e,n/e,n/e,n/e,3534.0,2022-04-02,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7770.0,n/e,6971.0,1304.0,n/e,n/e,n/e,n/e,4079.0,2022-04-02,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7326.0,n/e,6972.0,1307.0,n/e,n/e,n/e,n/e,4504.0,2022-04-02,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7165.0,n/e,6972.0,1314.0,n/e,n/e,n/e,n/e,4812.0,2022-04-02,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7000.0,n/e,6972.0,1327.0,n/e,n/e,n/e,n/e,5029.0,2022-04-02,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7069.0,n/e,6972.0,1361.0,n/e,n/e,n/e,n/e,5111.0,2022-04-02,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7180.0,n/e,6970.0,1430.0,n/e,n/e,n/e,n/e,4993.0,2022-04-02,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7675.0,n/e,6966.0,1451.0,n/e,n/e,n/e,n/e,4478.0,2022-04-02,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7924.0,n/e,6967.0,1483.0,n/e,n/e,n/e,n/e,3852.0,2022-04-02,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7634.0,n/e,6966.0,1432.0,n/e,n/e,n/e,n/e,3805.0,2022-04-02,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7038.0,n/e,6965.0,1370.0,n/e,n/e,n/e,n/e,3992.0,2022-04-02,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6735.0,n/e,6965.0,1339.0,n/e,n/e,n/e,n/e,4153.0,2022-04-02,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6709.0,n/e,6965.0,1329.0,n/e,n/e,n/e,n/e,4525.0,2022-04-02,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6768.0,n/e,6948.0,1326.0,n/e,n/e,n/e,n/e,4574.0,2022-04-02,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7268.0,n/e,6945.0,1319.0,n/e,n/e,n/e,n/e,4634.0,2022-04-02,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7655.0,n/e,6943.0,1298.0,n/e,n/e,n/e,n/e,4529.0,2022-04-02,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7752.0,n/e,6958.0,1301.0,n/e,n/e,n/e,n/e,4626.0,2022-04-02,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7734.0,n/e,6966.0,1337.0,n/e,n/e,n/e,n/e,4641.0,2022-04-02,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7631.0,n/e,6968.0,1331.0,n/e,n/e,n/e,n/e,4692.0,2022-04-02,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7469.0,n/e,6969.0,1314.0,n/e,n/e,n/e,n/e,4817.0,2022-04-02,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7252.0,n/e,6968.0,1243.0,n/e,n/e,n/e,n/e,4868.0,2022-04-02,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7003.0,n/e,6908.0,1216.0,n/e,n/e,n/e,n/e,4771.0,2022-04-02,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7040.0,n/e,6969.0,1182.0,n/e,n/e,n/e,n/e,4640.0,2022-04-03,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6971.0,n/e,6970.0,1169.0,n/e,n/e,n/e,n/e,4362.0,2022-04-03,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7057.0,n/e,6971.0,1176.0,n/e,n/e,n/e,n/e,4176.0,2022-04-03,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7311.0,n/e,6969.0,1182.0,n/e,n/e,n/e,n/e,4076.0,2022-04-03,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7601.0,n/e,6969.0,1213.0,n/e,n/e,n/e,n/e,3900.0,2022-04-03,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7822.0,n/e,6969.0,1237.0,n/e,n/e,n/e,n/e,3688.0,2022-04-03,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8187.0,n/e,6970.0,1261.0,n/e,n/e,n/e,n/e,3491.0,2022-04-03,SE
