MTU,Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
15:00 - 16:00,252.0,5411.0,32.0,2003.0,10495.0,317.0,n/e,n/e,n/e,39.0,,262.0,50.0,n/e,n/e,n/e,n/e,199.0,n/e,n/e,1287.0,2023-01-18,PL
16:00 - 17:00,260.0,5179.0,33.0,2006.0,11005.0,317.0,n/e,n/e,n/e,335.0,,265.0,57.0,n/e,n/e,n/e,n/e,27.0,n/e,n/e,1554.0,2023-01-18,PL
17:00 - 18:00,260.0,5358.0,34.0,2016.0,10744.0,317.0,n/e,n/e,n/e,634.0,,267.0,58.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1630.0,2023-01-18,PL
18:00 - 19:00,262.0,5513.0,34.0,2041.0,10772.0,317.0,n/e,n/e,n/e,541.0,,275.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1392.0,2023-01-18,PL
19:00 - 20:00,256.0,5479.0,34.0,2034.0,10378.0,316.0,n/e,n/e,n/e,303.0,,275.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1176.0,2023-01-18,PL
20:00 - 21:00,259.0,5290.0,34.0,2019.0,9968.0,313.0,n/e,n/e,n/e,47.0,,269.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1060.0,2023-01-18,PL
21:00 - 22:00,257.0,5253.0,35.0,1971.0,9453.0,311.0,n/e,n/e,n/e,5.0,,250.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1004.0,2023-01-18,PL
22:00 - 23:00,250.0,5210.0,34.0,2003.0,9032.0,313.0,n/e,n/e,n/e,0.0,,213.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1081.0,2023-01-18,PL
23:00 - 00:00,251.0,4978.0,34.0,1992.0,8678.0,313.0,n/e,n/e,n/e,14.0,,209.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1180.0,2023-01-18,PL
00:00 - 01:00,253.0,4517.0,32.0,1719.0,8395.0,310.0,n/e,n/e,n/e,2.0,,212.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1141.0,2023-01-19,PL
01:00 - 02:00,248.0,4491.0,32.0,1662.0,8419.0,308.0,n/e,n/e,n/e,0.0,,212.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1043.0,2023-01-19,PL
02:00 - 03:00,251.0,4578.0,32.0,1656.0,8291.0,306.0,n/e,n/e,n/e,0.0,,212.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,905.0,2023-01-19,PL
03:00 - 04:00,252.0,4460.0,32.0,1608.0,8115.0,304.0,n/e,n/e,n/e,0.0,,212.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,918.0,2023-01-19,PL
04:00 - 05:00,251.0,4325.0,34.0,1628.0,8062.0,303.0,n/e,n/e,n/e,0.0,,212.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,874.0,2023-01-19,PL
05:00 - 06:00,250.0,4485.0,36.0,1655.0,8201.0,302.0,n/e,n/e,n/e,0.0,,212.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,853.0,2023-01-19,PL
06:00 - 07:00,252.0,5051.0,35.0,1993.0,9524.0,301.0,n/e,n/e,n/e,72.0,,214.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,782.0,2023-01-19,PL
07:00 - 08:00,258.0,5260.0,36.0,2029.0,11009.0,305.0,n/e,n/e,n/e,43.0,,226.0,50.0,n/e,n/e,n/e,n/e,13.0,n/e,n/e,900.0,2023-01-19,PL
08:00 - 09:00,258.0,5408.0,39.0,2019.0,11460.0,306.0,n/e,n/e,n/e,20.0,,238.0,57.0,n/e,n/e,n/e,n/e,132.0,n/e,n/e,1030.0,2023-01-19,PL
09:00 - 10:00,257.0,5492.0,38.0,2044.0,11437.0,306.0,n/e,n/e,n/e,22.0,,260.0,57.0,n/e,n/e,n/e,n/e,408.0,n/e,n/e,985.0,2023-01-19,PL
10:00 - 11:00,261.0,5279.0,36.0,2049.0,11411.0,304.0,n/e,n/e,n/e,41.0,,260.0,57.0,n/e,n/e,n/e,n/e,754.0,n/e,n/e,817.0,2023-01-19,PL
11:00 - 12:00,256.0,5272.0,38.0,2004.0,11429.0,302.0,n/e,n/e,n/e,227.0,,256.0,7.0,n/e,n/e,n/e,n/e,1139.0,n/e,n/e,674.0,2023-01-19,PL
12:00 - 13:00,258.0,5224.0,40.0,2031.0,11520.0,303.0,n/e,n/e,n/e,55.0,,239.0,0.0,n/e,n/e,n/e,n/e,1341.0,n/e,n/e,664.0,2023-01-19,PL
13:00 - 14:00,258.0,5258.0,40.0,2048.0,11581.0,306.0,n/e,n/e,n/e,37.0,,232.0,0.0,n/e,n/e,n/e,n/e,1282.0,n/e,n/e,671.0,2023-01-19,PL
14:00 - 15:00,259.0,5306.0,39.0,2063.0,11429.0,307.0,n/e,n/e,n/e,0.0,,253.0,0.0,n/e,n/e,n/e,n/e,837.0,n/e,n/e,682.0,2023-01-19,PL
15:00 - 16:00,259.0,5281.0,39.0,2049.0,11538.0,309.0,n/e,n/e,n/e,137.0,,255.0,0.0,n/e,n/e,n/e,n/e,261.0,n/e,n/e,689.0,2023-01-19,PL
16:00 - 17:00,259.0,5237.0,39.0,2032.0,11786.0,309.0,n/e,n/e,n/e,624.0,,270.0,50.0,n/e,n/e,n/e,n/e,20.0,n/e,n/e,738.0,2023-01-19,PL
17:00 - 18:00,259.0,5251.0,37.0,2037.0,12126.0,310.0,n/e,n/e,n/e,899.0,,274.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,747.0,2023-01-19,PL
18:00 - 19:00,259.0,5206.0,37.0,2020.0,12042.0,310.0,n/e,n/e,n/e,839.0,,288.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,853.0,2023-01-19,PL
19:00 - 20:00,259.0,5224.0,41.0,2031.0,11579.0,310.0,n/e,n/e,n/e,581.0,,297.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,937.0,2023-01-19,PL
20:00 - 21:00,260.0,5233.0,44.0,2038.0,11070.0,311.0,n/e,n/e,n/e,223.0,,286.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1061.0,2023-01-19,PL
21:00 - 22:00,256.0,5262.0,45.0,2039.0,10505.0,311.0,n/e,n/e,n/e,219.0,,270.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,996.0,2023-01-19,PL
22:00 - 23:00,252.0,5268.0,45.0,1984.0,9106.0,311.0,n/e,n/e,n/e,131.0,,239.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,925.0,2023-01-19,PL
23:00 - 00:00,250.0,4948.0,46.0,1708.0,8648.0,311.0,n/e,n/e,n/e,35.0,,227.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,797.0,2023-01-19,PL
00:00 - 01:00,252.0,4665.0,50.0,1663.0,8542.0,310.0,n/e,n/e,n/e,57.0,,222.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,706.0,2023-01-20,PL
01:00 - 02:00,250.0,4708.0,51.0,1669.0,8658.0,307.0,n/e,n/e,n/e,60.0,,220.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,569.0,2023-01-20,PL
02:00 - 03:00,252.0,4682.0,49.0,1657.0,8866.0,306.0,n/e,n/e,n/e,60.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,500.0,2023-01-20,PL
03:00 - 04:00,251.0,4682.0,50.0,1656.0,9121.0,307.0,n/e,n/e,n/e,60.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,414.0,2023-01-20,PL
04:00 - 05:00,251.0,4684.0,49.0,1665.0,9316.0,307.0,n/e,n/e,n/e,60.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,312.0,2023-01-20,PL
05:00 - 06:00,249.0,4747.0,50.0,1718.0,9482.0,305.0,n/e,n/e,n/e,60.0,,224.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,256.0,2023-01-20,PL
06:00 - 07:00,250.0,5242.0,52.0,2046.0,11127.0,306.0,n/e,n/e,n/e,189.0,,226.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,162.0,2023-01-20,PL
07:00 - 08:00,258.0,5302.0,52.0,2024.0,12914.0,301.0,n/e,n/e,n/e,431.0,,234.0,50.0,n/e,n/e,n/e,n/e,13.0,n/e,n/e,118.0,2023-01-20,PL
08:00 - 09:00,260.0,5350.0,53.0,2044.0,13340.0,301.0,n/e,n/e,n/e,769.0,,259.0,57.0,n/e,n/e,n/e,n/e,205.0,n/e,n/e,82.0,2023-01-20,PL
09:00 - 10:00,261.0,5394.0,55.0,2058.0,13489.0,304.0,n/e,n/e,n/e,644.0,,283.0,57.0,n/e,n/e,n/e,n/e,667.0,n/e,n/e,63.0,2023-01-20,PL
10:00 - 11:00,259.0,5401.0,56.0,2063.0,13490.0,311.0,n/e,n/e,n/e,396.0,,283.0,57.0,n/e,n/e,n/e,n/e,1010.0,n/e,n/e,52.0,2023-01-20,PL
11:00 - 12:00,257.0,5221.0,66.0,2037.0,13402.0,311.0,n/e,n/e,n/e,517.0,,281.0,57.0,n/e,n/e,n/e,n/e,1258.0,n/e,n/e,48.0,2023-01-20,PL
12:00 - 13:00,258.0,5233.0,70.0,2059.0,12933.0,308.0,n/e,n/e,n/e,132.0,,266.0,57.0,n/e,n/e,n/e,n/e,1016.0,n/e,n/e,64.0,2023-01-20,PL
13:00 - 14:00,259.0,5306.0,71.0,2051.0,12876.0,305.0,n/e,n/e,n/e,118.0,,263.0,57.0,n/e,n/e,n/e,n/e,745.0,n/e,n/e,121.0,2023-01-20,PL
14:00 - 15:00,259.0,5362.0,68.0,2015.0,12653.0,304.0,n/e,n/e,n/e,68.0,,269.0,57.0,n/e,n/e,n/e,n/e,369.0,n/e,n/e,197.0,2023-01-20,PL
15:00 - 16:00,258.0,5416.0,58.0,2009.0,12628.0,306.0,n/e,n/e,n/e,119.0,,275.0,57.0,n/e,n/e,n/e,n/e,125.0,n/e,n/e,305.0,2023-01-20,PL
16:00 - 17:00,257.0,5509.0,54.0,2006.0,13010.0,307.0,n/e,n/e,n/e,299.0,,303.0,57.0,n/e,n/e,n/e,n/e,15.0,n/e,n/e,414.0,2023-01-20,PL
17:00 - 18:00,258.0,5716.0,54.0,2010.0,13247.0,311.0,n/e,n/e,n/e,642.0,,311.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,560.0,2023-01-20,PL
18:00 - 19:00,260.0,5769.0,45.0,2003.0,12735.0,311.0,n/e,n/e,n/e,609.0,,317.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,752.0,2023-01-20,PL
19:00 - 20:00,258.0,5666.0,53.0,2001.0,11933.0,311.0,n/e,n/e,n/e,465.0,,313.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,937.0,2023-01-20,PL
20:00 - 21:00,259.0,5607.0,55.0,1998.0,10911.0,312.0,n/e,n/e,n/e,264.0,,300.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1265.0,2023-01-20,PL
21:00 - 22:00,259.0,5399.0,56.0,1824.0,10184.0,311.0,n/e,n/e,n/e,121.0,,278.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1809.0,2023-01-20,PL
22:00 - 23:00,252.0,5277.0,54.0,1733.0,8801.0,314.0,n/e,n/e,n/e,72.0,,245.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2314.0,2023-01-20,PL
23:00 - 00:00,253.0,4987.0,55.0,1483.0,7658.0,314.0,n/e,n/e,n/e,68.0,,242.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2971.0,2023-01-20,PL
00:00 - 01:00,255.0,4467.0,56.0,1473.0,7225.0,314.0,n/e,n/e,n/e,68.0,,241.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3400.0,2023-01-21,PL
01:00 - 02:00,254.0,4299.0,57.0,1467.0,7159.0,316.0,n/e,n/e,n/e,68.0,,240.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3839.0,2023-01-21,PL
02:00 - 03:00,255.0,3938.0,57.0,1401.0,7192.0,315.0,n/e,n/e,n/e,67.0,,240.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,4124.0,2023-01-21,PL
03:00 - 04:00,256.0,3698.0,56.0,1391.0,7216.0,315.0,n/e,n/e,n/e,67.0,,240.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,4451.0,2023-01-21,PL
04:00 - 05:00,256.0,3715.0,56.0,1388.0,7202.0,315.0,n/e,n/e,n/e,68.0,,240.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,4839.0,2023-01-21,PL
05:00 - 06:00,255.0,3451.0,57.0,1382.0,7207.0,317.0,n/e,n/e,n/e,68.0,,240.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,5200.0,2023-01-21,PL
06:00 - 07:00,254.0,4239.0,57.0,1374.0,7441.0,321.0,n/e,n/e,n/e,102.0,,240.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,5532.0,2023-01-21,PL
07:00 - 08:00,256.0,4613.0,57.0,1374.0,7574.0,323.0,n/e,n/e,n/e,125.0,,240.0,0.0,n/e,n/e,n/e,n/e,7.0,n/e,n/e,5992.0,2023-01-21,PL
08:00 - 09:00,255.0,4597.0,61.0,1458.0,7433.0,323.0,n/e,n/e,n/e,120.0,,249.0,0.0,n/e,n/e,n/e,n/e,66.0,n/e,n/e,6252.0,2023-01-21,PL
09:00 - 10:00,257.0,4497.0,64.0,1459.0,7695.0,331.0,n/e,n/e,n/e,129.0,,253.0,50.0,n/e,n/e,n/e,n/e,213.0,n/e,n/e,6420.0,2023-01-21,PL
10:00 - 11:00,255.0,4408.0,65.0,1450.0,8031.0,330.0,n/e,n/e,n/e,129.0,,253.0,57.0,n/e,n/e,n/e,n/e,366.0,n/e,n/e,6627.0,2023-01-21,PL
11:00 - 12:00,254.0,4492.0,66.0,1518.0,8171.0,328.0,n/e,n/e,n/e,178.0,,252.0,57.0,n/e,n/e,n/e,n/e,447.0,n/e,n/e,6623.0,2023-01-21,PL
12:00 - 13:00,256.0,4366.0,66.0,1759.0,8336.0,328.0,n/e,n/e,n/e,137.0,,252.0,7.0,n/e,n/e,n/e,n/e,433.0,n/e,n/e,6474.0,2023-01-21,PL
13:00 - 14:00,257.0,4373.0,65.0,1779.0,8336.0,329.0,n/e,n/e,n/e,366.0,,252.0,0.0,n/e,n/e,n/e,n/e,359.0,n/e,n/e,6334.0,2023-01-21,PL
14:00 - 15:00,256.0,4366.0,61.0,1788.0,8401.0,329.0,n/e,n/e,n/e,468.0,,260.0,0.0,n/e,n/e,n/e,n/e,235.0,n/e,n/e,6168.0,2023-01-21,PL
15:00 - 16:00,254.0,4292.0,59.0,1783.0,8395.0,330.0,n/e,n/e,n/e,424.0,,280.0,0.0,n/e,n/e,n/e,n/e,117.0,n/e,n/e,6033.0,2023-01-21,PL
16:00 - 17:00,256.0,4486.0,58.0,1799.0,8299.0,328.0,n/e,n/e,n/e,492.0,,282.0,50.0,n/e,n/e,n/e,n/e,15.0,n/e,n/e,5777.0,2023-01-21,PL
17:00 - 18:00,255.0,4597.0,60.0,1812.0,8259.0,328.0,n/e,n/e,n/e,631.0,,284.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,5404.0,2023-01-21,PL
18:00 - 19:00,256.0,4591.0,60.0,1806.0,8547.0,325.0,n/e,n/e,n/e,577.0,,290.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,5066.0,2023-01-21,PL
19:00 - 20:00,255.0,4582.0,59.0,1808.0,8713.0,327.0,n/e,n/e,n/e,449.0,,295.0,58.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,4707.0,2023-01-21,PL
20:00 - 21:00,258.0,4637.0,59.0,1806.0,8508.0,325.0,n/e,n/e,n/e,229.0,,255.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,4427.0,2023-01-21,PL
21:00 - 22:00,254.0,4731.0,59.0,1676.0,8277.0,325.0,n/e,n/e,n/e,287.0,,236.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,4070.0,2023-01-21,PL
22:00 - 23:00,255.0,4763.0,57.0,1617.0,8037.0,324.0,n/e,n/e,n/e,153.0,,231.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3748.0,2023-01-21,PL
23:00 - 00:00,257.0,4752.0,56.0,1471.0,8028.0,324.0,n/e,n/e,n/e,79.0,,231.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3314.0,2023-01-21,PL
00:00 - 01:00,257.0,4474.0,55.0,1456.0,7517.0,322.0,n/e,n/e,n/e,68.0,,228.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2966.0,2023-01-22,PL
01:00 - 02:00,255.0,4516.0,55.0,1398.0,7550.0,320.0,n/e,n/e,n/e,68.0,,228.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2634.0,2023-01-22,PL
02:00 - 03:00,256.0,4452.0,55.0,1388.0,7514.0,321.0,n/e,n/e,n/e,68.0,,228.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2483.0,2023-01-22,PL
03:00 - 04:00,256.0,4221.0,54.0,1377.0,7401.0,319.0,n/e,n/e,n/e,68.0,,227.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2219.0,2023-01-22,PL
04:00 - 05:00,257.0,4298.0,57.0,1383.0,7532.0,319.0,n/e,n/e,n/e,68.0,,226.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2056.0,2023-01-22,PL
05:00 - 06:00,255.0,4419.0,56.0,1482.0,7963.0,319.0,n/e,n/e,n/e,68.0,,222.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1866.0,2023-01-22,PL
06:00 - 07:00,258.0,4754.0,56.0,1637.0,8158.0,318.0,n/e,n/e,n/e,68.0,,222.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1724.0,2023-01-22,PL
07:00 - 08:00,255.0,4861.0,56.0,1509.0,8065.0,318.0,n/e,n/e,n/e,73.0,,221.0,0.0,n/e,n/e,n/e,n/e,7.0,n/e,n/e,1594.0,2023-01-22,PL
08:00 - 09:00,259.0,4570.0,57.0,1699.0,8438.0,317.0,n/e,n/e,n/e,106.0,,226.0,0.0,n/e,n/e,n/e,n/e,89.0,n/e,n/e,1563.0,2023-01-22,PL
09:00 - 10:00,257.0,4638.0,57.0,1879.0,8861.0,315.0,n/e,n/e,n/e,569.0,,231.0,50.0,n/e,n/e,n/e,n/e,271.0,n/e,n/e,1542.0,2023-01-22,PL
10:00 - 11:00,256.0,4546.0,56.0,1872.0,9143.0,319.0,n/e,n/e,n/e,453.0,,236.0,57.0,n/e,n/e,n/e,n/e,481.0,n/e,n/e,1495.0,2023-01-22,PL
11:00 - 12:00,257.0,4663.0,54.0,1897.0,9464.0,317.0,n/e,n/e,n/e,396.0,,236.0,57.0,n/e,n/e,n/e,n/e,618.0,n/e,n/e,1469.0,2023-01-22,PL
12:00 - 13:00,257.0,4516.0,52.0,1854.0,9458.0,319.0,n/e,n/e,n/e,179.0,,236.0,7.0,n/e,n/e,n/e,n/e,589.0,n/e,n/e,1422.0,2023-01-22,PL
13:00 - 14:00,256.0,4479.0,54.0,1848.0,9480.0,320.0,n/e,n/e,n/e,66.0,,236.0,0.0,n/e,n/e,n/e,n/e,506.0,n/e,n/e,1358.0,2023-01-22,PL
14:00 - 15:00,258.0,4487.0,55.0,1851.0,8763.0,317.0,n/e,n/e,n/e,1.0,,234.0,0.0,n/e,n/e,n/e,n/e,409.0,n/e,n/e,1399.0,2023-01-22,PL
15:00 - 16:00,256.0,4492.0,56.0,1848.0,8837.0,318.0,n/e,n/e,n/e,38.0,,239.0,0.0,n/e,n/e,n/e,n/e,179.0,n/e,n/e,1445.0,2023-01-22,PL
16:00 - 17:00,256.0,4468.0,56.0,1845.0,9150.0,318.0,n/e,n/e,n/e,178.0,,252.0,50.0,n/e,n/e,n/e,n/e,22.0,n/e,n/e,1478.0,2023-01-22,PL
17:00 - 18:00,258.0,4455.0,56.0,1841.0,9362.0,319.0,n/e,n/e,n/e,482.0,,254.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1649.0,2023-01-22,PL
18:00 - 19:00,255.0,4480.0,58.0,1848.0,9118.0,322.0,n/e,n/e,n/e,726.0,,257.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1580.0,2023-01-22,PL
19:00 - 20:00,254.0,4501.0,58.0,1852.0,9237.0,322.0,n/e,n/e,n/e,728.0,,257.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1387.0,2023-01-22,PL
20:00 - 21:00,256.0,4517.0,58.0,1860.0,9070.0,322.0,n/e,n/e,n/e,655.0,,249.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1174.0,2023-01-22,PL
21:00 - 22:00,256.0,4449.0,57.0,1854.0,9155.0,322.0,n/e,n/e,n/e,163.0,,238.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1048.0,2023-01-22,PL
22:00 - 23:00,257.0,4434.0,55.0,1855.0,9067.0,324.0,n/e,n/e,n/e,161.0,,225.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,923.0,2023-01-22,PL
23:00 - 00:00,256.0,4424.0,55.0,1866.0,9023.0,324.0,n/e,n/e,n/e,4.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,824.0,2023-01-22,PL
00:00 - 01:00,259.0,4322.0,55.0,1700.0,8335.0,324.0,n/e,n/e,n/e,0.0,,221.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,707.0,2023-01-23,PL
01:00 - 02:00,256.0,4413.0,56.0,1551.0,8399.0,322.0,n/e,n/e,n/e,0.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,539.0,2023-01-23,PL
02:00 - 03:00,257.0,4454.0,56.0,1717.0,8617.0,318.0,n/e,n/e,n/e,0.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,435.0,2023-01-23,PL
03:00 - 04:00,255.0,4413.0,57.0,1703.0,8579.0,319.0,n/e,n/e,n/e,0.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,407.0,2023-01-23,PL
04:00 - 05:00,257.0,4459.0,57.0,1753.0,9269.0,321.0,n/e,n/e,n/e,0.0,,223.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,400.0,2023-01-23,PL
05:00 - 06:00,257.0,4560.0,57.0,1744.0,9552.0,319.0,n/e,n/e,n/e,0.0,,220.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,357.0,2023-01-23,PL
06:00 - 07:00,257.0,5165.0,61.0,1955.0,10929.0,322.0,n/e,n/e,n/e,107.0,,219.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,386.0,2023-01-23,PL
07:00 - 08:00,262.0,5524.0,65.0,2021.0,12157.0,320.0,n/e,n/e,n/e,52.0,,221.0,0.0,n/e,n/e,n/e,n/e,14.0,n/e,n/e,403.0,2023-01-23,PL
08:00 - 09:00,266.0,5690.0,62.0,2052.0,12471.0,319.0,n/e,n/e,n/e,397.0,,242.0,50.0,n/e,n/e,n/e,n/e,117.0,n/e,n/e,357.0,2023-01-23,PL
09:00 - 10:00,266.0,5590.0,59.0,2027.0,13156.0,315.0,n/e,n/e,n/e,631.0,,263.0,57.0,n/e,n/e,n/e,n/e,378.0,n/e,n/e,260.0,2023-01-23,PL
10:00 - 11:00,264.0,5526.0,58.0,2014.0,13388.0,296.0,n/e,n/e,n/e,592.0,,275.0,57.0,n/e,n/e,n/e,n/e,530.0,n/e,n/e,197.0,2023-01-23,PL
11:00 - 12:00,262.0,5630.0,59.0,2031.0,13563.0,310.0,n/e,n/e,n/e,425.0,,276.0,57.0,n/e,n/e,n/e,n/e,651.0,n/e,n/e,143.0,2023-01-23,PL
12:00 - 13:00,264.0,5567.0,59.0,2018.0,13718.0,316.0,n/e,n/e,n/e,401.0,,277.0,7.0,n/e,n/e,n/e,n/e,724.0,n/e,n/e,116.0,2023-01-23,PL
13:00 - 14:00,264.0,5528.0,59.0,2013.0,13708.0,316.0,n/e,n/e,n/e,629.0,,273.0,0.0,n/e,n/e,n/e,n/e,639.0,n/e,n/e,161.0,2023-01-23,PL
14:00 - 15:00,264.0,5584.0,58.0,2010.0,13694.0,318.0,n/e,n/e,n/e,242.0,,266.0,0.0,n/e,n/e,n/e,n/e,396.0,n/e,n/e,235.0,2023-01-23,PL
15:00 - 16:00,264.0,5612.0,60.0,2012.0,13650.0,320.0,n/e,n/e,n/e,123.0,,262.0,0.0,n/e,n/e,n/e,n/e,145.0,n/e,n/e,295.0,2023-01-23,PL
16:00 - 17:00,267.0,5734.0,60.0,2017.0,13683.0,320.0,n/e,n/e,n/e,158.0,,268.0,50.0,n/e,n/e,n/e,n/e,24.0,n/e,n/e,339.0,2023-01-23,PL
17:00 - 18:00,273.0,5690.0,60.0,2020.0,13579.0,319.0,n/e,n/e,n/e,201.0,,269.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,360.0,2023-01-23,PL
18:00 - 19:00,271.0,5519.0,57.0,2017.0,13538.0,320.0,n/e,n/e,n/e,166.0,,277.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,339.0,2023-01-23,PL
19:00 - 20:00,264.0,5459.0,57.0,2015.0,13585.0,320.0,n/e,n/e,n/e,140.0,,292.0,57.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,320.0,2023-01-23,PL
20:00 - 21:00,263.0,5310.0,58.0,2017.0,13337.0,321.0,n/e,n/e,n/e,91.0,,294.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,286.0,2023-01-23,PL
21:00 - 22:00,264.0,5177.0,59.0,2011.0,12250.0,321.0,n/e,n/e,n/e,15.0,,264.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,290.0,2023-01-23,PL
