MTU,Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
00:00 - 01:00,234.0,5034.0,70.0,1575.0,8010.0,188.0,n/e,n/e,n/e,0.0,,140.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1986.0,2022-06-01,PL
01:00 - 02:00,237.0,5020.0,73.0,1254.0,8082.0,189.0,n/e,n/e,n/e,0.0,,141.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1898.0,2022-06-01,PL
02:00 - 03:00,235.0,5085.0,79.0,1223.0,8423.0,190.0,n/e,n/e,n/e,0.0,,141.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1685.0,2022-06-01,PL
03:00 - 04:00,237.0,4940.0,80.0,1246.0,8604.0,189.0,n/e,n/e,n/e,0.0,,141.0,5.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1674.0,2022-06-01,PL
04:00 - 05:00,245.0,4946.0,78.0,1209.0,8616.0,190.0,n/e,n/e,n/e,0.0,,141.0,5.0,n/e,n/e,n/e,n/e,44.0,n/e,n/e,1637.0,2022-06-01,PL
05:00 - 06:00,248.0,4986.0,79.0,1348.0,8628.0,187.0,n/e,n/e,n/e,0.0,,139.0,0.0,n/e,n/e,n/e,n/e,149.0,n/e,n/e,1485.0,2022-06-01,PL
06:00 - 07:00,248.0,5408.0,79.0,1304.0,8524.0,190.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,429.0,n/e,n/e,1562.0,2022-06-01,PL
07:00 - 08:00,248.0,5559.0,80.0,1674.0,8841.0,192.0,n/e,n/e,n/e,320.0,,132.0,0.0,n/e,n/e,n/e,n/e,997.0,n/e,n/e,1180.0,2022-06-01,PL
08:00 - 09:00,247.0,5640.0,80.0,1562.0,8770.0,192.0,n/e,n/e,n/e,509.0,,134.0,0.0,n/e,n/e,n/e,n/e,1633.0,n/e,n/e,939.0,2022-06-01,PL
09:00 - 10:00,248.0,5630.0,78.0,1272.0,8524.0,191.0,n/e,n/e,n/e,202.0,,144.0,0.0,n/e,n/e,n/e,n/e,2285.0,n/e,n/e,1030.0,2022-06-01,PL
10:00 - 11:00,248.0,5544.0,74.0,1095.0,8255.0,191.0,n/e,n/e,n/e,0.0,,144.0,0.0,n/e,n/e,n/e,n/e,3256.0,n/e,n/e,1120.0,2022-06-01,PL
11:00 - 12:00,248.0,5516.0,72.0,1093.0,8033.0,198.0,n/e,n/e,n/e,0.0,,145.0,0.0,n/e,n/e,n/e,n/e,4018.0,n/e,n/e,1193.0,2022-06-01,PL
12:00 - 13:00,249.0,5479.0,68.0,1087.0,7789.0,195.0,n/e,n/e,n/e,0.0,,142.0,0.0,n/e,n/e,n/e,n/e,4268.0,n/e,n/e,1445.0,2022-06-01,PL
13:00 - 14:00,246.0,5325.0,62.0,1123.0,7629.0,192.0,n/e,n/e,n/e,107.0,,138.0,0.0,n/e,n/e,n/e,n/e,4312.0,n/e,n/e,1676.0,2022-06-01,PL
14:00 - 15:00,248.0,5241.0,62.0,1040.0,7445.0,192.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,4270.0,n/e,n/e,1918.0,2022-06-01,PL
15:00 - 16:00,248.0,5375.0,60.0,887.0,7577.0,195.0,n/e,n/e,n/e,0.0,,132.0,0.0,n/e,n/e,n/e,n/e,3885.0,n/e,n/e,1940.0,2022-06-01,PL
16:00 - 17:00,247.0,5474.0,60.0,882.0,8100.0,189.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,3056.0,n/e,n/e,1810.0,2022-06-01,PL
17:00 - 18:00,247.0,5591.0,61.0,896.0,8492.0,190.0,n/e,n/e,n/e,0.0,,145.0,0.0,n/e,n/e,n/e,n/e,2384.0,n/e,n/e,1515.0,2022-06-01,PL
18:00 - 19:00,249.0,5822.0,61.0,1200.0,8859.0,189.0,n/e,n/e,n/e,300.0,,180.0,0.0,n/e,n/e,n/e,n/e,1216.0,n/e,n/e,1032.0,2022-06-01,PL
19:00 - 20:00,247.0,5853.0,61.0,1461.0,9247.0,188.0,n/e,n/e,n/e,918.0,,185.0,46.0,n/e,n/e,n/e,n/e,519.0,n/e,n/e,792.0,2022-06-01,PL
20:00 - 21:00,249.0,5855.0,56.0,1639.0,9446.0,193.0,n/e,n/e,n/e,788.0,,192.0,53.0,n/e,n/e,n/e,n/e,190.0,n/e,n/e,883.0,2022-06-01,PL
21:00 - 22:00,246.0,5911.0,58.0,1674.0,9167.0,196.0,n/e,n/e,n/e,499.0,,193.0,53.0,n/e,n/e,n/e,n/e,31.0,n/e,n/e,876.0,2022-06-01,PL
22:00 - 23:00,248.0,5833.0,57.0,1599.0,8781.0,193.0,n/e,n/e,n/e,322.0,,172.0,52.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,685.0,2022-06-01,PL
23:00 - 00:00,247.0,5551.0,59.0,1500.0,8432.0,193.0,n/e,n/e,n/e,233.0,,138.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,756.0,2022-06-01,PL
00:00 - 01:00,240.0,5233.0,63.0,1335.0,7774.0,192.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1015.0,2022-06-02,PL
01:00 - 02:00,233.0,5100.0,65.0,1089.0,7581.0,193.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1104.0,2022-06-02,PL
02:00 - 03:00,234.0,4985.0,67.0,1057.0,7750.0,194.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1080.0,2022-06-02,PL
03:00 - 04:00,235.0,4937.0,67.0,1090.0,7901.0,193.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1118.0,2022-06-02,PL
04:00 - 05:00,240.0,4772.0,68.0,1064.0,7864.0,193.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,37.0,n/e,n/e,1313.0,2022-06-02,PL
05:00 - 06:00,247.0,4753.0,68.0,1040.0,8045.0,192.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,142.0,n/e,n/e,1312.0,2022-06-02,PL
06:00 - 07:00,248.0,5146.0,67.0,1261.0,8531.0,192.0,n/e,n/e,n/e,17.0,,136.0,0.0,n/e,n/e,n/e,n/e,415.0,n/e,n/e,1244.0,2022-06-02,PL
07:00 - 08:00,248.0,5404.0,72.0,1555.0,8984.0,190.0,n/e,n/e,n/e,227.0,,153.0,0.0,n/e,n/e,n/e,n/e,952.0,n/e,n/e,1067.0,2022-06-02,PL
08:00 - 09:00,231.0,5348.0,75.0,1611.0,8767.0,190.0,n/e,n/e,n/e,490.0,,156.0,0.0,n/e,n/e,n/e,n/e,1866.0,n/e,n/e,899.0,2022-06-02,PL
09:00 - 10:00,220.0,5259.0,78.0,1383.0,8349.0,190.0,n/e,n/e,n/e,81.0,,148.0,0.0,n/e,n/e,n/e,n/e,3200.0,n/e,n/e,1142.0,2022-06-02,PL
10:00 - 11:00,237.0,5120.0,75.0,1004.0,7467.0,191.0,n/e,n/e,n/e,0.0,,142.0,0.0,n/e,n/e,n/e,n/e,3703.0,n/e,n/e,1399.0,2022-06-02,PL
11:00 - 12:00,246.0,5071.0,68.0,993.0,7533.0,192.0,n/e,n/e,n/e,0.0,,138.0,0.0,n/e,n/e,n/e,n/e,3955.0,n/e,n/e,1611.0,2022-06-02,PL
12:00 - 13:00,249.0,4839.0,65.0,990.0,7339.0,191.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,4325.0,n/e,n/e,1870.0,2022-06-02,PL
13:00 - 14:00,246.0,4651.0,65.0,996.0,6993.0,191.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,4697.0,n/e,n/e,2169.0,2022-06-02,PL
14:00 - 15:00,248.0,4709.0,66.0,996.0,6980.0,192.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,4521.0,n/e,n/e,2311.0,2022-06-02,PL
15:00 - 16:00,247.0,4878.0,65.0,1012.0,7159.0,191.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,4217.0,n/e,n/e,2092.0,2022-06-02,PL
16:00 - 17:00,247.0,5010.0,66.0,999.0,7569.0,193.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,3629.0,n/e,n/e,1860.0,2022-06-02,PL
17:00 - 18:00,246.0,5082.0,66.0,1021.0,8189.0,191.0,n/e,n/e,n/e,0.0,,141.0,0.0,n/e,n/e,n/e,n/e,2482.0,n/e,n/e,1672.0,2022-06-02,PL
18:00 - 19:00,247.0,5157.0,67.0,1196.0,8794.0,191.0,n/e,n/e,n/e,74.0,,160.0,0.0,n/e,n/e,n/e,n/e,1299.0,n/e,n/e,1335.0,2022-06-02,PL
19:00 - 20:00,248.0,5380.0,65.0,1655.0,9113.0,195.0,n/e,n/e,n/e,691.0,,161.0,46.0,n/e,n/e,n/e,n/e,509.0,n/e,n/e,912.0,2022-06-02,PL
20:00 - 21:00,247.0,5383.0,68.0,1707.0,8914.0,194.0,n/e,n/e,n/e,957.0,,182.0,53.0,n/e,n/e,n/e,n/e,188.0,n/e,n/e,755.0,2022-06-02,PL
21:00 - 22:00,246.0,5459.0,67.0,1668.0,9122.0,194.0,n/e,n/e,n/e,1046.0,,191.0,52.0,n/e,n/e,n/e,n/e,39.0,n/e,n/e,710.0,2022-06-02,PL
22:00 - 23:00,245.0,5427.0,67.0,1515.0,8986.0,193.0,n/e,n/e,n/e,902.0,,148.0,52.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,649.0,2022-06-02,PL
23:00 - 00:00,247.0,5327.0,68.0,1395.0,8701.0,192.0,n/e,n/e,n/e,294.0,,138.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,707.0,2022-06-02,PL
00:00 - 01:00,238.0,4990.0,68.0,1479.0,8396.0,192.0,n/e,n/e,n/e,0.0,,132.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,716.0,2022-06-03,PL
01:00 - 02:00,235.0,4924.0,68.0,1336.0,8455.0,192.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,723.0,2022-06-03,PL
02:00 - 03:00,235.0,4892.0,68.0,1220.0,8506.0,193.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,680.0,2022-06-03,PL
03:00 - 04:00,236.0,4933.0,75.0,1274.0,8402.0,193.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,634.0,2022-06-03,PL
04:00 - 05:00,242.0,4920.0,80.0,1373.0,8362.0,193.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,42.0,n/e,n/e,590.0,2022-06-03,PL
05:00 - 06:00,245.0,4920.0,78.0,1470.0,8509.0,190.0,n/e,n/e,n/e,14.0,,131.0,0.0,n/e,n/e,n/e,n/e,206.0,n/e,n/e,530.0,2022-06-03,PL
06:00 - 07:00,248.0,5179.0,75.0,1647.0,8756.0,190.0,n/e,n/e,n/e,155.0,,129.0,0.0,n/e,n/e,n/e,n/e,802.0,n/e,n/e,404.0,2022-06-03,PL
07:00 - 08:00,248.0,5245.0,75.0,1568.0,8801.0,196.0,n/e,n/e,n/e,394.0,,147.0,0.0,n/e,n/e,n/e,n/e,2141.0,n/e,n/e,293.0,2022-06-03,PL
08:00 - 09:00,248.0,5209.0,76.0,1374.0,8612.0,188.0,n/e,n/e,n/e,66.0,,154.0,0.0,n/e,n/e,n/e,n/e,3580.0,n/e,n/e,367.0,2022-06-03,PL
09:00 - 10:00,246.0,5110.0,77.0,976.0,7909.0,188.0,n/e,n/e,n/e,0.0,,140.0,0.0,n/e,n/e,n/e,n/e,4618.0,n/e,n/e,448.0,2022-06-03,PL
10:00 - 11:00,248.0,5078.0,74.0,963.0,7696.0,190.0,n/e,n/e,n/e,0.0,,135.0,0.0,n/e,n/e,n/e,n/e,5238.0,n/e,n/e,458.0,2022-06-03,PL
11:00 - 12:00,249.0,5001.0,72.0,817.0,7514.0,189.0,n/e,n/e,n/e,0.0,,128.0,0.0,n/e,n/e,n/e,n/e,5511.0,n/e,n/e,476.0,2022-06-03,PL
12:00 - 13:00,247.0,5043.0,72.0,800.0,7297.0,190.0,n/e,n/e,n/e,0.0,,128.0,0.0,n/e,n/e,n/e,n/e,5786.0,n/e,n/e,465.0,2022-06-03,PL
13:00 - 14:00,247.0,4719.0,73.0,800.0,7181.0,189.0,n/e,n/e,n/e,0.0,,128.0,0.0,n/e,n/e,n/e,n/e,5729.0,n/e,n/e,436.0,2022-06-03,PL
14:00 - 15:00,250.0,4875.0,72.0,799.0,7187.0,187.0,n/e,n/e,n/e,0.0,,127.0,0.0,n/e,n/e,n/e,n/e,5513.0,n/e,n/e,363.0,2022-06-03,PL
15:00 - 16:00,246.0,5109.0,67.0,799.0,7373.0,187.0,n/e,n/e,n/e,26.0,,127.0,0.0,n/e,n/e,n/e,n/e,5014.0,n/e,n/e,318.0,2022-06-03,PL
16:00 - 17:00,247.0,5113.0,64.0,827.0,8345.0,186.0,n/e,n/e,n/e,78.0,,127.0,0.0,n/e,n/e,n/e,n/e,4060.0,n/e,n/e,312.0,2022-06-03,PL
17:00 - 18:00,248.0,5225.0,64.0,1063.0,8616.0,185.0,n/e,n/e,n/e,0.0,,127.0,0.0,n/e,n/e,n/e,n/e,2878.0,n/e,n/e,267.0,2022-06-03,PL
18:00 - 19:00,246.0,5237.0,64.0,1323.0,9061.0,188.0,n/e,n/e,n/e,173.0,,148.0,0.0,n/e,n/e,n/e,n/e,1585.0,n/e,n/e,250.0,2022-06-03,PL
19:00 - 20:00,249.0,5100.0,67.0,1408.0,9137.0,189.0,n/e,n/e,n/e,455.0,,156.0,46.0,n/e,n/e,n/e,n/e,578.0,n/e,n/e,326.0,2022-06-03,PL
20:00 - 21:00,247.0,5115.0,68.0,1464.0,9263.0,190.0,n/e,n/e,n/e,492.0,,185.0,52.0,n/e,n/e,n/e,n/e,196.0,n/e,n/e,551.0,2022-06-03,PL
21:00 - 22:00,250.0,5146.0,68.0,1355.0,8879.0,192.0,n/e,n/e,n/e,392.0,,191.0,52.0,n/e,n/e,n/e,n/e,25.0,n/e,n/e,1001.0,2022-06-03,PL
22:00 - 23:00,248.0,5142.0,66.0,889.0,7857.0,198.0,n/e,n/e,n/e,18.0,,174.0,52.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1381.0,2022-06-03,PL
23:00 - 00:00,249.0,4883.0,64.0,552.0,7318.0,197.0,n/e,n/e,n/e,0.0,,172.0,6.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1712.0,2022-06-03,PL
00:00 - 01:00,239.0,4443.0,65.0,609.0,6866.0,196.0,n/e,n/e,n/e,0.0,,166.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1886.0,2022-06-04,PL
01:00 - 02:00,239.0,4584.0,68.0,665.0,6791.0,197.0,n/e,n/e,n/e,0.0,,165.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1808.0,2022-06-04,PL
02:00 - 03:00,237.0,4579.0,70.0,642.0,6771.0,198.0,n/e,n/e,n/e,0.0,,165.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1589.0,2022-06-04,PL
03:00 - 04:00,235.0,4578.0,71.0,569.0,6543.0,197.0,n/e,n/e,n/e,0.0,,165.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1378.0,2022-06-04,PL
04:00 - 05:00,238.0,4698.0,74.0,560.0,6447.0,198.0,n/e,n/e,n/e,0.0,,165.0,0.0,n/e,n/e,n/e,n/e,38.0,n/e,n/e,1106.0,2022-06-04,PL
05:00 - 06:00,246.0,4726.0,76.0,607.0,6527.0,198.0,n/e,n/e,n/e,0.0,,163.0,0.0,n/e,n/e,n/e,n/e,230.0,n/e,n/e,938.0,2022-06-04,PL
06:00 - 07:00,247.0,4809.0,82.0,611.0,6223.0,198.0,n/e,n/e,n/e,0.0,,157.0,0.0,n/e,n/e,n/e,n/e,681.0,n/e,n/e,784.0,2022-06-04,PL
07:00 - 08:00,245.0,5038.0,83.0,561.0,6116.0,195.0,n/e,n/e,n/e,0.0,,157.0,0.0,n/e,n/e,n/e,n/e,1289.0,n/e,n/e,485.0,2022-06-04,PL
08:00 - 09:00,248.0,5213.0,84.0,575.0,6315.0,197.0,n/e,n/e,n/e,0.0,,150.0,0.0,n/e,n/e,n/e,n/e,1932.0,n/e,n/e,330.0,2022-06-04,PL
09:00 - 10:00,247.0,5162.0,78.0,593.0,6381.0,197.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,2570.0,n/e,n/e,310.0,2022-06-04,PL
10:00 - 11:00,249.0,5305.0,74.0,737.0,6532.0,198.0,n/e,n/e,n/e,174.0,,129.0,0.0,n/e,n/e,n/e,n/e,3073.0,n/e,n/e,350.0,2022-06-04,PL
11:00 - 12:00,248.0,5270.0,72.0,875.0,6513.0,199.0,n/e,n/e,n/e,275.0,,127.0,0.0,n/e,n/e,n/e,n/e,3025.0,n/e,n/e,402.0,2022-06-04,PL
12:00 - 13:00,245.0,5254.0,76.0,874.0,6480.0,200.0,n/e,n/e,n/e,101.0,,129.0,0.0,n/e,n/e,n/e,n/e,3338.0,n/e,n/e,520.0,2022-06-04,PL
13:00 - 14:00,248.0,5253.0,75.0,645.0,6370.0,198.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,3273.0,n/e,n/e,636.0,2022-06-04,PL
14:00 - 15:00,247.0,5099.0,76.0,515.0,6156.0,199.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,3260.0,n/e,n/e,718.0,2022-06-04,PL
15:00 - 16:00,245.0,5144.0,76.0,517.0,6160.0,200.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,3049.0,n/e,n/e,791.0,2022-06-04,PL
16:00 - 17:00,247.0,5071.0,75.0,526.0,6154.0,200.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,2439.0,n/e,n/e,844.0,2022-06-04,PL
17:00 - 18:00,246.0,5042.0,74.0,586.0,6273.0,201.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,1666.0,n/e,n/e,879.0,2022-06-04,PL
18:00 - 19:00,246.0,5171.0,74.0,667.0,6394.0,201.0,n/e,n/e,n/e,152.0,,140.0,0.0,n/e,n/e,n/e,n/e,1015.0,n/e,n/e,857.0,2022-06-04,PL
19:00 - 20:00,247.0,5163.0,76.0,823.0,6545.0,199.0,n/e,n/e,n/e,477.0,,154.0,46.0,n/e,n/e,n/e,n/e,471.0,n/e,n/e,828.0,2022-06-04,PL
20:00 - 21:00,247.0,5129.0,76.0,584.0,6584.0,200.0,n/e,n/e,n/e,715.0,,178.0,52.0,n/e,n/e,n/e,n/e,216.0,n/e,n/e,827.0,2022-06-04,PL
21:00 - 22:00,247.0,5085.0,76.0,624.0,6515.0,200.0,n/e,n/e,n/e,736.0,,179.0,52.0,n/e,n/e,n/e,n/e,45.0,n/e,n/e,952.0,2022-06-04,PL
22:00 - 23:00,249.0,5111.0,78.0,555.0,6374.0,199.0,n/e,n/e,n/e,459.0,,164.0,6.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1134.0,2022-06-04,PL
23:00 - 00:00,245.0,4990.0,79.0,554.0,6394.0,199.0,n/e,n/e,n/e,221.0,,161.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1223.0,2022-06-04,PL
00:00 - 01:00,240.0,4547.0,82.0,560.0,6524.0,199.0,n/e,n/e,n/e,0.0,,148.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1187.0,2022-06-05,PL
01:00 - 02:00,235.0,4421.0,82.0,554.0,6304.0,199.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1224.0,2022-06-05,PL
02:00 - 03:00,236.0,4436.0,82.0,556.0,6188.0,199.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1193.0,2022-06-05,PL
03:00 - 04:00,235.0,4442.0,82.0,555.0,6133.0,200.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1105.0,2022-06-05,PL
04:00 - 05:00,238.0,4572.0,80.0,558.0,5714.0,198.0,n/e,n/e,n/e,98.0,,131.0,0.0,n/e,n/e,n/e,n/e,49.0,n/e,n/e,1033.0,2022-06-05,PL
05:00 - 06:00,246.0,4261.0,76.0,557.0,5367.0,193.0,n/e,n/e,n/e,163.0,,131.0,0.0,n/e,n/e,n/e,n/e,221.0,n/e,n/e,916.0,2022-06-05,PL
06:00 - 07:00,247.0,4349.0,76.0,521.0,5377.0,193.0,n/e,n/e,n/e,252.0,,128.0,0.0,n/e,n/e,n/e,n/e,759.0,n/e,n/e,566.0,2022-06-05,PL
07:00 - 08:00,247.0,4646.0,78.0,516.0,5460.0,193.0,n/e,n/e,n/e,252.0,,129.0,0.0,n/e,n/e,n/e,n/e,1821.0,n/e,n/e,243.0,2022-06-05,PL
08:00 - 09:00,247.0,4751.0,80.0,512.0,5369.0,194.0,n/e,n/e,n/e,242.0,,135.0,0.0,n/e,n/e,n/e,n/e,3155.0,n/e,n/e,143.0,2022-06-05,PL
09:00 - 10:00,250.0,4763.0,81.0,510.0,5110.0,193.0,n/e,n/e,n/e,128.0,,140.0,0.0,n/e,n/e,n/e,n/e,4438.0,n/e,n/e,150.0,2022-06-05,PL
10:00 - 11:00,249.0,4331.0,81.0,511.0,4883.0,195.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,5265.0,n/e,n/e,153.0,2022-06-05,PL
11:00 - 12:00,248.0,3950.0,80.0,515.0,5027.0,196.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,5727.0,n/e,n/e,155.0,2022-06-05,PL
12:00 - 13:00,246.0,4022.0,81.0,522.0,5176.0,195.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,5917.0,n/e,n/e,158.0,2022-06-05,PL
13:00 - 14:00,246.0,4073.0,80.0,514.0,5222.0,195.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,5919.0,n/e,n/e,196.0,2022-06-05,PL
14:00 - 15:00,247.0,3822.0,80.0,514.0,5156.0,193.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,5756.0,n/e,n/e,286.0,2022-06-05,PL
15:00 - 16:00,248.0,3750.0,84.0,523.0,5107.0,187.0,n/e,n/e,n/e,0.0,,135.0,0.0,n/e,n/e,n/e,n/e,5134.0,n/e,n/e,428.0,2022-06-05,PL
16:00 - 17:00,247.0,4000.0,84.0,542.0,5063.0,186.0,n/e,n/e,n/e,0.0,,151.0,0.0,n/e,n/e,n/e,n/e,4277.0,n/e,n/e,594.0,2022-06-05,PL
17:00 - 18:00,246.0,4614.0,85.0,547.0,5336.0,187.0,n/e,n/e,n/e,0.0,,154.0,0.0,n/e,n/e,n/e,n/e,3021.0,n/e,n/e,759.0,2022-06-05,PL
18:00 - 19:00,246.0,5042.0,87.0,554.0,5957.0,193.0,n/e,n/e,n/e,0.0,,174.0,0.0,n/e,n/e,n/e,n/e,1626.0,n/e,n/e,860.0,2022-06-05,PL
19:00 - 20:00,244.0,5193.0,86.0,610.0,6217.0,194.0,n/e,n/e,n/e,42.0,,184.0,46.0,n/e,n/e,n/e,n/e,626.0,n/e,n/e,965.0,2022-06-05,PL
20:00 - 21:00,247.0,5157.0,87.0,844.0,6217.0,194.0,n/e,n/e,n/e,155.0,,195.0,52.0,n/e,n/e,n/e,n/e,262.0,n/e,n/e,1340.0,2022-06-05,PL
21:00 - 22:00,245.0,5088.0,87.0,786.0,6204.0,194.0,n/e,n/e,n/e,140.0,,196.0,52.0,n/e,n/e,n/e,n/e,48.0,n/e,n/e,1925.0,2022-06-05,PL
22:00 - 23:00,245.0,5049.0,82.0,731.0,6174.0,196.0,n/e,n/e,n/e,29.0,,178.0,6.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2408.0,2022-06-05,PL
23:00 - 00:00,244.0,4705.0,81.0,561.0,5919.0,195.0,n/e,n/e,n/e,0.0,,165.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2901.0,2022-06-05,PL
00:00 - 01:00,239.0,4347.0,82.0,520.0,5437.0,196.0,n/e,n/e,n/e,0.0,,141.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3160.0,2022-06-06,PL
01:00 - 02:00,238.0,4007.0,81.0,538.0,5378.0,197.0,n/e,n/e,n/e,0.0,,138.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3143.0,2022-06-06,PL
02:00 - 03:00,242.0,3749.0,83.0,537.0,5436.0,196.0,n/e,n/e,n/e,0.0,,138.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3326.0,2022-06-06,PL
03:00 - 04:00,253.0,3419.0,81.0,515.0,5338.0,196.0,n/e,n/e,n/e,0.0,,138.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3627.0,2022-06-06,PL
04:00 - 05:00,264.0,3160.0,80.0,531.0,5506.0,194.0,n/e,n/e,n/e,0.0,,138.0,0.0,n/e,n/e,n/e,n/e,52.0,n/e,n/e,3431.0,2022-06-06,PL
05:00 - 06:00,270.0,3623.0,81.0,534.0,5844.0,191.0,n/e,n/e,n/e,0.0,,138.0,0.0,n/e,n/e,n/e,n/e,252.0,n/e,n/e,3209.0,2022-06-06,PL
06:00 - 07:00,271.0,4815.0,83.0,566.0,6572.0,190.0,n/e,n/e,n/e,0.0,,133.0,0.0,n/e,n/e,n/e,n/e,832.0,n/e,n/e,2737.0,2022-06-06,PL
