MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2466.0,n/e,4843.0,447.0,n/e,n/e,n/e,n/e,8868.0,2022-11-12,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2571.0,n/e,4842.0,450.0,n/e,n/e,n/e,n/e,9060.0,2022-11-12,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2731.0,n/e,4842.0,462.0,n/e,n/e,n/e,n/e,9019.0,2022-11-12,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2840.0,n/e,4873.0,464.0,n/e,n/e,n/e,n/e,8785.0,2022-11-12,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2947.0,n/e,4872.0,461.0,n/e,n/e,n/e,n/e,8329.0,2022-11-12,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3319.0,n/e,4902.0,471.0,n/e,n/e,n/e,n/e,7917.0,2022-11-12,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3491.0,n/e,4902.0,470.0,n/e,n/e,n/e,n/e,7720.0,2022-11-12,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3607.0,n/e,4902.0,452.0,n/e,n/e,n/e,n/e,7535.0,2022-11-12,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3998.0,n/e,4903.0,445.0,n/e,n/e,n/e,n/e,7490.0,2022-11-12,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4579.0,n/e,4935.0,452.0,n/e,n/e,n/e,n/e,7697.0,2022-11-12,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5231.0,n/e,4934.0,462.0,n/e,n/e,n/e,n/e,7424.0,2022-11-12,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5462.0,n/e,4936.0,473.0,n/e,n/e,n/e,n/e,7360.0,2022-11-12,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5878.0,n/e,4938.0,473.0,n/e,n/e,n/e,n/e,7179.0,2022-11-12,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5508.0,n/e,4968.0,480.0,n/e,n/e,n/e,n/e,6889.0,2022-11-12,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5412.0,n/e,4968.0,479.0,n/e,n/e,n/e,n/e,6497.0,2022-11-12,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5317.0,n/e,4970.0,475.0,n/e,n/e,n/e,n/e,5994.0,2022-11-12,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5266.0,n/e,4968.0,472.0,n/e,n/e,n/e,n/e,5468.0,2022-11-12,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5846.0,n/e,5225.0,475.0,n/e,n/e,n/e,n/e,4841.0,2022-11-13,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5951.0,n/e,5426.0,466.0,n/e,n/e,n/e,n/e,4290.0,2022-11-13,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6148.0,n/e,5430.0,468.0,n/e,n/e,n/e,n/e,3710.0,2022-11-13,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6654.0,n/e,5433.0,468.0,n/e,n/e,n/e,n/e,3353.0,2022-11-13,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6955.0,n/e,5433.0,473.0,n/e,n/e,n/e,n/e,3021.0,2022-11-13,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7163.0,n/e,5434.0,486.0,n/e,n/e,n/e,n/e,2757.0,2022-11-13,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7815.0,n/e,5485.0,516.0,n/e,n/e,n/e,n/e,2573.0,2022-11-13,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8308.0,n/e,5486.0,561.0,n/e,n/e,n/e,n/e,2452.0,2022-11-13,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8847.0,n/e,5489.0,586.0,n/e,n/e,n/e,n/e,2339.0,2022-11-13,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9247.0,n/e,5486.0,651.0,n/e,n/e,n/e,n/e,2061.0,2022-11-13,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9592.0,n/e,5497.0,684.0,n/e,n/e,n/e,n/e,1782.0,2022-11-13,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9805.0,n/e,5496.0,722.0,n/e,n/e,n/e,n/e,1392.0,2022-11-13,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10037.0,n/e,5497.0,718.0,n/e,n/e,n/e,n/e,993.0,2022-11-13,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10042.0,n/e,5495.0,745.0,n/e,n/e,n/e,n/e,831.0,2022-11-13,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9996.0,n/e,5496.0,748.0,n/e,n/e,n/e,n/e,863.0,2022-11-13,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10073.0,n/e,5496.0,773.0,n/e,n/e,n/e,n/e,1035.0,2022-11-13,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10348.0,n/e,5496.0,803.0,n/e,n/e,n/e,n/e,1236.0,2022-11-13,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10470.0,n/e,5505.0,810.0,n/e,n/e,n/e,n/e,1382.0,2022-11-13,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10495.0,n/e,5545.0,814.0,n/e,n/e,n/e,n/e,1496.0,2022-11-13,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10266.0,n/e,5545.0,807.0,n/e,n/e,n/e,n/e,1430.0,2022-11-13,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10007.0,n/e,5546.0,795.0,n/e,n/e,n/e,n/e,1458.0,2022-11-13,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9699.0,n/e,5546.0,787.0,n/e,n/e,n/e,n/e,1467.0,2022-11-13,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9344.0,n/e,5551.0,751.0,n/e,n/e,n/e,n/e,1380.0,2022-11-13,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9200.0,n/e,5606.0,726.0,n/e,n/e,n/e,n/e,1335.0,2022-11-13,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8852.0,n/e,5605.0,708.0,n/e,n/e,n/e,n/e,1286.0,2022-11-14,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8770.0,n/e,5605.0,673.0,n/e,n/e,n/e,n/e,1197.0,2022-11-14,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8886.0,n/e,5625.0,698.0,n/e,n/e,n/e,n/e,1079.0,2022-11-14,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8985.0,n/e,5631.0,710.0,n/e,n/e,n/e,n/e,974.0,2022-11-14,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9173.0,n/e,5649.0,725.0,n/e,n/e,n/e,n/e,873.0,2022-11-14,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9613.0,n/e,5658.0,882.0,n/e,n/e,n/e,n/e,807.0,2022-11-14,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10968.0,n/e,5659.0,964.0,n/e,n/e,n/e,n/e,727.0,2022-11-14,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11354.0,n/e,5677.0,1002.0,n/e,n/e,n/e,n/e,692.0,2022-11-14,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11359.0,n/e,5679.0,1000.0,n/e,n/e,n/e,n/e,687.0,2022-11-14,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11309.0,n/e,5685.0,1000.0,n/e,n/e,n/e,n/e,682.0,2022-11-14,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11360.0,n/e,5701.0,1022.0,n/e,n/e,n/e,n/e,642.0,2022-11-14,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11353.0,n/e,5702.0,999.0,n/e,n/e,n/e,n/e,627.0,2022-11-14,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11406.0,n/e,5702.0,967.0,n/e,n/e,n/e,n/e,631.0,2022-11-14,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11362.0,n/e,5563.0,977.0,n/e,n/e,n/e,n/e,658.0,2022-11-14,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11331.0,n/e,5021.0,976.0,n/e,n/e,n/e,n/e,763.0,2022-11-14,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11350.0,n/e,5173.0,1064.0,n/e,n/e,n/e,n/e,997.0,2022-11-14,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11107.0,n/e,5173.0,1211.0,n/e,n/e,n/e,n/e,1236.0,2022-11-14,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10746.0,n/e,5173.0,1292.0,n/e,n/e,n/e,n/e,1584.0,2022-11-14,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10436.0,n/e,5184.0,1254.0,n/e,n/e,n/e,n/e,2012.0,2022-11-14,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9949.0,n/e,5317.0,1102.0,n/e,n/e,n/e,n/e,2443.0,2022-11-14,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9300.0,n/e,5335.0,1045.0,n/e,n/e,n/e,n/e,2947.0,2022-11-14,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8772.0,n/e,5345.0,1076.0,n/e,n/e,n/e,n/e,3487.0,2022-11-14,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8107.0,n/e,5481.0,991.0,n/e,n/e,n/e,n/e,3743.0,2022-11-14,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7384.0,n/e,5533.0,888.0,n/e,n/e,n/e,n/e,3884.0,2022-11-14,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7664.0,n/e,5554.0,784.0,n/e,n/e,n/e,n/e,3956.0,2022-11-15,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7341.0,n/e,5562.0,770.0,n/e,n/e,n/e,n/e,3962.0,2022-11-15,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7122.0,n/e,5566.0,769.0,n/e,n/e,n/e,n/e,3802.0,2022-11-15,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7097.0,n/e,5567.0,779.0,n/e,n/e,n/e,n/e,3836.0,2022-11-15,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7101.0,n/e,5568.0,782.0,n/e,n/e,n/e,n/e,3836.0,2022-11-15,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7645.0,n/e,5568.0,846.0,n/e,n/e,n/e,n/e,3832.0,2022-11-15,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8558.0,n/e,5566.0,963.0,n/e,n/e,n/e,n/e,4015.0,2022-11-15,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9614.0,n/e,5567.0,1010.0,n/e,n/e,n/e,n/e,4070.0,2022-11-15,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9859.0,n/e,5638.0,1033.0,n/e,n/e,n/e,n/e,4046.0,2022-11-15,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10060.0,n/e,5655.0,1048.0,n/e,n/e,n/e,n/e,3889.0,2022-11-15,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10028.0,n/e,5669.0,1067.0,n/e,n/e,n/e,n/e,3825.0,2022-11-15,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10066.0,n/e,5681.0,1054.0,n/e,n/e,n/e,n/e,3737.0,2022-11-15,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9874.0,n/e,5689.0,1023.0,n/e,n/e,n/e,n/e,3662.0,2022-11-15,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9845.0,n/e,5698.0,1022.0,n/e,n/e,n/e,n/e,3558.0,2022-11-15,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10010.0,n/e,5706.0,1005.0,n/e,n/e,n/e,n/e,3453.0,2022-11-15,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10082.0,n/e,5712.0,1011.0,n/e,n/e,n/e,n/e,3493.0,2022-11-15,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10033.0,n/e,5715.0,1022.0,n/e,n/e,n/e,n/e,3533.0,2022-11-15,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10365.0,n/e,5720.0,1040.0,n/e,n/e,n/e,n/e,3536.0,2022-11-15,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10058.0,n/e,5719.0,1015.0,n/e,n/e,n/e,n/e,3519.0,2022-11-15,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9209.0,n/e,5718.0,1001.0,n/e,n/e,n/e,n/e,3548.0,2022-11-15,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8793.0,n/e,5717.0,1009.0,n/e,n/e,n/e,n/e,3546.0,2022-11-15,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8239.0,n/e,5717.0,969.0,n/e,n/e,n/e,n/e,3460.0,2022-11-15,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7759.0,n/e,5718.0,903.0,n/e,n/e,n/e,n/e,3384.0,2022-11-15,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7352.0,n/e,5720.0,854.0,n/e,n/e,n/e,n/e,3448.0,2022-11-15,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6420.0,n/e,5720.0,825.0,n/e,n/e,n/e,n/e,3422.0,2022-11-16,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6077.0,n/e,5722.0,806.0,n/e,n/e,n/e,n/e,3416.0,2022-11-16,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5998.0,n/e,5722.0,795.0,n/e,n/e,n/e,n/e,3383.0,2022-11-16,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5978.0,n/e,5721.0,818.0,n/e,n/e,n/e,n/e,3343.0,2022-11-16,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5988.0,n/e,5721.0,836.0,n/e,n/e,n/e,n/e,3334.0,2022-11-16,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6262.0,n/e,5721.0,883.0,n/e,n/e,n/e,n/e,3361.0,2022-11-16,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7618.0,n/e,5721.0,953.0,n/e,n/e,n/e,n/e,3350.0,2022-11-16,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9287.0,n/e,5721.0,1018.0,n/e,n/e,n/e,n/e,3304.0,2022-11-16,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9851.0,n/e,5722.0,1039.0,n/e,n/e,n/e,n/e,3220.0,2022-11-16,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9651.0,n/e,5721.0,1053.0,n/e,n/e,n/e,n/e,3215.0,2022-11-16,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9803.0,n/e,5722.0,1005.0,n/e,n/e,n/e,n/e,3214.0,2022-11-16,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9902.0,n/e,5720.0,1022.0,n/e,n/e,n/e,n/e,3160.0,2022-11-16,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9738.0,n/e,5721.0,979.0,n/e,n/e,n/e,n/e,3104.0,2022-11-16,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9924.0,n/e,5720.0,989.0,n/e,n/e,n/e,n/e,3058.0,2022-11-16,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9959.0,n/e,5720.0,984.0,n/e,n/e,n/e,n/e,2986.0,2022-11-16,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10064.0,n/e,5720.0,986.0,n/e,n/e,n/e,n/e,2940.0,2022-11-16,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10329.0,n/e,5721.0,1032.0,n/e,n/e,n/e,n/e,2918.0,2022-11-16,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10783.0,n/e,5720.0,1055.0,n/e,n/e,n/e,n/e,2949.0,2022-11-16,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10727.0,n/e,5721.0,1049.0,n/e,n/e,n/e,n/e,2890.0,2022-11-16,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9697.0,n/e,5722.0,1037.0,n/e,n/e,n/e,n/e,2820.0,2022-11-16,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9322.0,n/e,5721.0,995.0,n/e,n/e,n/e,n/e,2765.0,2022-11-16,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8516.0,n/e,5722.0,955.0,n/e,n/e,n/e,n/e,2692.0,2022-11-16,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8093.0,n/e,5723.0,836.0,n/e,n/e,n/e,n/e,2642.0,2022-11-16,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7474.0,n/e,5724.0,824.0,n/e,n/e,n/e,n/e,2565.0,2022-11-16,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7827.0,n/e,5723.0,779.0,n/e,n/e,n/e,n/e,2378.0,2022-11-17,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7098.0,n/e,5724.0,805.0,n/e,n/e,n/e,n/e,2345.0,2022-11-17,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6399.0,n/e,5724.0,781.0,n/e,n/e,n/e,n/e,2373.0,2022-11-17,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6157.0,n/e,5724.0,782.0,n/e,n/e,n/e,n/e,2350.0,2022-11-17,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6157.0,n/e,5724.0,822.0,n/e,n/e,n/e,n/e,2404.0,2022-11-17,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6701.0,n/e,5725.0,924.0,n/e,n/e,n/e,n/e,2450.0,2022-11-17,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9800.0,n/e,5725.0,1008.0,n/e,n/e,n/e,n/e,2454.0,2022-11-17,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10387.0,n/e,5724.0,1058.0,n/e,n/e,n/e,n/e,2460.0,2022-11-17,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10525.0,n/e,5723.0,1073.0,n/e,n/e,n/e,n/e,2448.0,2022-11-17,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10544.0,n/e,5724.0,1084.0,n/e,n/e,n/e,n/e,2470.0,2022-11-17,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10521.0,n/e,5716.0,1080.0,n/e,n/e,n/e,n/e,2481.0,2022-11-17,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10428.0,n/e,5719.0,1071.0,n/e,n/e,n/e,n/e,2484.0,2022-11-17,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10349.0,n/e,5719.0,1083.0,n/e,n/e,n/e,n/e,2449.0,2022-11-17,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10269.0,n/e,5719.0,1052.0,n/e,n/e,n/e,n/e,2388.0,2022-11-17,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10323.0,n/e,5718.0,1065.0,n/e,n/e,n/e,n/e,2344.0,2022-11-17,SE
