Time,Day-ahead Total Load Forecast,Actual Total Load,Date,Country
00:00 - 01:00,15450.0,14911.0,2022-01-01,PL
01:00 - 02:00,14750.0,14438.0,2022-01-01,PL
02:00 - 03:00,14100.0,13935.0,2022-01-01,PL
03:00 - 04:00,13700.0,13579.0,2022-01-01,PL
04:00 - 05:00,13450.0,13397.0,2022-01-01,PL
05:00 - 06:00,13500.0,13364.0,2022-01-01,PL
06:00 - 07:00,13650.0,13449.0,2022-01-01,PL
07:00 - 08:00,13600.0,13444.0,2022-01-01,PL
08:00 - 09:00,13800.0,13527.0,2022-01-01,PL
09:00 - 10:00,14450.0,14202.0,2022-01-01,PL
10:00 - 11:00,15150.0,14851.0,2022-01-01,PL
11:00 - 12:00,15600.0,15643.0,2022-01-01,PL
12:00 - 13:00,16150.0,16235.0,2022-01-01,PL
13:00 - 14:00,16450.0,16712.0,2022-01-01,PL
14:00 - 15:00,16500.0,16874.0,2022-01-01,PL
15:00 - 16:00,16850.0,17032.0,2022-01-01,PL
16:00 - 17:00,17750.0,17715.0,2022-01-01,PL
17:00 - 18:00,17850.0,17887.0,2022-01-01,PL
18:00 - 19:00,17800.0,17929.0,2022-01-01,PL
19:00 - 20:00,17900.0,17898.0,2022-01-01,PL
20:00 - 21:00,17700.0,17594.0,2022-01-01,PL
21:00 - 22:00,17000.0,16972.0,2022-01-01,PL
22:00 - 23:00,16350.0,16426.0,2022-01-01,PL
23:00 - 00:00,15450.0,15411.0,2022-01-01,PL
00:00 - 01:00,14150.0,14480.0,2022-01-02,PL
01:00 - 02:00,13550.0,13833.0,2022-01-02,PL
02:00 - 03:00,13300.0,13451.0,2022-01-02,PL
03:00 - 04:00,13250.0,13267.0,2022-01-02,PL
04:00 - 05:00,13500.0,13326.0,2022-01-02,PL
05:00 - 06:00,14050.0,13714.0,2022-01-02,PL
06:00 - 07:00,14800.0,14230.0,2022-01-02,PL
07:00 - 08:00,14850.0,14542.0,2022-01-02,PL
08:00 - 09:00,15950.0,14960.0,2022-01-02,PL
09:00 - 10:00,16950.0,15855.0,2022-01-02,PL
10:00 - 11:00,17600.0,16709.0,2022-01-02,PL
11:00 - 12:00,17950.0,17032.0,2022-01-02,PL
