MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4514.0,n/e,8162.0,1206.0,n/e,n/e,n/e,n/e,1530.0,2016-11-24,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3930.0,n/e,8162.0,1222.0,n/e,n/e,n/e,n/e,1328.0,2016-11-24,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3393.0,n/e,8164.0,1200.0,n/e,n/e,n/e,n/e,1138.0,2016-11-25,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3274.0,n/e,8164.0,1202.0,n/e,n/e,n/e,n/e,924.0,2016-11-25,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3281.0,n/e,8157.0,1112.0,n/e,n/e,n/e,n/e,800.0,2016-11-25,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3254.0,n/e,8152.0,1088.0,n/e,n/e,n/e,n/e,795.0,2016-11-25,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3392.0,n/e,8155.0,1124.0,n/e,n/e,n/e,n/e,1003.0,2016-11-25,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4586.0,n/e,8154.0,1148.0,n/e,n/e,n/e,n/e,1205.0,2016-11-25,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6999.0,n/e,8156.0,1230.0,n/e,n/e,n/e,n/e,1505.0,2016-11-25,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9562.0,n/e,8158.0,1255.0,n/e,n/e,n/e,n/e,1913.0,2016-11-25,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10018.0,n/e,8156.0,1265.0,n/e,n/e,n/e,n/e,2424.0,2016-11-25,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9858.0,n/e,8136.0,1274.0,n/e,n/e,n/e,n/e,2635.0,2016-11-25,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9300.0,n/e,8147.0,1272.0,n/e,n/e,n/e,n/e,2787.0,2016-11-25,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9210.0,n/e,8163.0,1283.0,n/e,n/e,n/e,n/e,2912.0,2016-11-25,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9117.0,n/e,8162.0,1305.0,n/e,n/e,n/e,n/e,3003.0,2016-11-25,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8667.0,n/e,8161.0,1322.0,n/e,n/e,n/e,n/e,3045.0,2016-11-25,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8612.0,n/e,8161.0,1301.0,n/e,n/e,n/e,n/e,3093.0,2016-11-25,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8706.0,n/e,8159.0,1317.0,n/e,n/e,n/e,n/e,3168.0,2016-11-25,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8846.0,n/e,8160.0,1316.0,n/e,n/e,n/e,n/e,3634.0,2016-11-25,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8516.0,n/e,8162.0,1350.0,n/e,n/e,n/e,n/e,4024.0,2016-11-25,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8035.0,n/e,8163.0,1288.0,n/e,n/e,n/e,n/e,4153.0,2016-11-25,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6673.0,n/e,8164.0,1291.0,n/e,n/e,n/e,n/e,4167.0,2016-11-25,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5789.0,n/e,8167.0,1254.0,n/e,n/e,n/e,n/e,4074.0,2016-11-25,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5020.0,n/e,8166.0,1219.0,n/e,n/e,n/e,n/e,4177.0,2016-11-25,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4022.0,n/e,8167.0,1222.0,n/e,n/e,n/e,n/e,4289.0,2016-11-25,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3444.0,n/e,8168.0,1171.0,n/e,n/e,n/e,n/e,4386.0,2016-11-25,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2468.0,n/e,8169.0,1142.0,n/e,n/e,n/e,n/e,4534.0,2016-11-26,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2352.0,n/e,8169.0,1114.0,n/e,n/e,n/e,n/e,4633.0,2016-11-26,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2301.0,n/e,8167.0,1100.0,n/e,n/e,n/e,n/e,4757.0,2016-11-26,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2294.0,n/e,8168.0,1100.0,n/e,n/e,n/e,n/e,4764.0,2016-11-26,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2269.0,n/e,8168.0,1102.0,n/e,n/e,n/e,n/e,4816.0,2016-11-26,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2341.0,n/e,8165.0,1105.0,n/e,n/e,n/e,n/e,4884.0,2016-11-26,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2535.0,n/e,8165.0,1114.0,n/e,n/e,n/e,n/e,4863.0,2016-11-26,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2730.0,n/e,8165.0,1101.0,n/e,n/e,n/e,n/e,4805.0,2016-11-26,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3345.0,n/e,8162.0,1098.0,n/e,n/e,n/e,n/e,4832.0,2016-11-26,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3610.0,n/e,8161.0,1109.0,n/e,n/e,n/e,n/e,4914.0,2016-11-26,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3852.0,n/e,8170.0,1105.0,n/e,n/e,n/e,n/e,4857.0,2016-11-26,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3855.0,n/e,8221.0,1111.0,n/e,n/e,n/e,n/e,4704.0,2016-11-26,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3913.0,n/e,8203.0,1092.0,n/e,n/e,n/e,n/e,4471.0,2016-11-26,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3866.0,n/e,8238.0,1132.0,n/e,n/e,n/e,n/e,4394.0,2016-11-26,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3970.0,n/e,8309.0,1142.0,n/e,n/e,n/e,n/e,4393.0,2016-11-26,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4392.0,n/e,8346.0,1201.0,n/e,n/e,n/e,n/e,4328.0,2016-11-26,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4878.0,n/e,8106.0,1239.0,n/e,n/e,n/e,n/e,4427.0,2016-11-26,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4885.0,n/e,7364.0,1217.0,n/e,n/e,n/e,n/e,4510.0,2016-11-26,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4546.0,n/e,7392.0,1232.0,n/e,n/e,n/e,n/e,4521.0,2016-11-26,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3881.0,n/e,7480.0,1234.0,n/e,n/e,n/e,n/e,4557.0,2016-11-26,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3129.0,n/e,7479.0,1233.0,n/e,n/e,n/e,n/e,4585.0,2016-11-26,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2883.0,n/e,7306.0,1236.0,n/e,n/e,n/e,n/e,4596.0,2016-11-26,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2627.0,n/e,7226.0,1225.0,n/e,n/e,n/e,n/e,4593.0,2016-11-26,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2490.0,n/e,7150.0,1194.0,n/e,n/e,n/e,n/e,4702.0,2016-11-26,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2378.0,n/e,7008.0,1205.0,n/e,n/e,n/e,n/e,4718.0,2016-11-27,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2284.0,n/e,7010.0,1212.0,n/e,n/e,n/e,n/e,4722.0,2016-11-27,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2294.0,n/e,7013.0,1217.0,n/e,n/e,n/e,n/e,4902.0,2016-11-27,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2299.0,n/e,7010.0,1227.0,n/e,n/e,n/e,n/e,4967.0,2016-11-27,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2330.0,n/e,7011.0,1240.0,n/e,n/e,n/e,n/e,4961.0,2016-11-27,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2408.0,n/e,7010.0,1236.0,n/e,n/e,n/e,n/e,5041.0,2016-11-27,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2569.0,n/e,7011.0,1259.0,n/e,n/e,n/e,n/e,5023.0,2016-11-27,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2689.0,n/e,7009.0,1285.0,n/e,n/e,n/e,n/e,4902.0,2016-11-27,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3000.0,n/e,7009.0,1343.0,n/e,n/e,n/e,n/e,4920.0,2016-11-27,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3279.0,n/e,7014.0,1341.0,n/e,n/e,n/e,n/e,4831.0,2016-11-27,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3558.0,n/e,7014.0,1357.0,n/e,n/e,n/e,n/e,4976.0,2016-11-27,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3769.0,n/e,7011.0,1398.0,n/e,n/e,n/e,n/e,5026.0,2016-11-27,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4179.0,n/e,7009.0,1373.0,n/e,n/e,n/e,n/e,5033.0,2016-11-27,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4193.0,n/e,7010.0,1425.0,n/e,n/e,n/e,n/e,5073.0,2016-11-27,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4288.0,n/e,7010.0,1400.0,n/e,n/e,n/e,n/e,5136.0,2016-11-27,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4876.0,n/e,7008.0,1405.0,n/e,n/e,n/e,n/e,5171.0,2016-11-27,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5547.0,n/e,7007.0,1431.0,n/e,n/e,n/e,n/e,5120.0,2016-11-27,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5819.0,n/e,7005.0,1429.0,n/e,n/e,n/e,n/e,5064.0,2016-11-27,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5671.0,n/e,7005.0,1419.0,n/e,n/e,n/e,n/e,5001.0,2016-11-27,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5283.0,n/e,7004.0,1409.0,n/e,n/e,n/e,n/e,4989.0,2016-11-27,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4137.0,n/e,7002.0,1391.0,n/e,n/e,n/e,n/e,4915.0,2016-11-27,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3425.0,n/e,7002.0,1355.0,n/e,n/e,n/e,n/e,4858.0,2016-11-27,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3034.0,n/e,7002.0,1351.0,n/e,n/e,n/e,n/e,4762.0,2016-11-27,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2946.0,n/e,6999.0,1345.0,n/e,n/e,n/e,n/e,4751.0,2016-11-27,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2881.0,n/e,7000.0,1359.0,n/e,n/e,n/e,n/e,4731.0,2016-11-28,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2896.0,n/e,7000.0,1372.0,n/e,n/e,n/e,n/e,4591.0,2016-11-28,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2880.0,n/e,6999.0,1412.0,n/e,n/e,n/e,n/e,4527.0,2016-11-28,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2918.0,n/e,6999.0,1380.0,n/e,n/e,n/e,n/e,4422.0,2016-11-28,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3166.0,n/e,6997.0,1415.0,n/e,n/e,n/e,n/e,4270.0,2016-11-28,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4475.0,n/e,6996.0,1382.0,n/e,n/e,n/e,n/e,4209.0,2016-11-28,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6530.0,n/e,6994.0,1402.0,n/e,n/e,n/e,n/e,3974.0,2016-11-28,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9106.0,n/e,6992.0,1411.0,n/e,n/e,n/e,n/e,3649.0,2016-11-28,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10309.0,n/e,6988.0,1443.0,n/e,n/e,n/e,n/e,3337.0,2016-11-28,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10372.0,n/e,6992.0,1458.0,n/e,n/e,n/e,n/e,2956.0,2016-11-28,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9481.0,n/e,6997.0,1431.0,n/e,n/e,n/e,n/e,2492.0,2016-11-28,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10000.0,n/e,7043.0,1432.0,n/e,n/e,n/e,n/e,2188.0,2016-11-28,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9376.0,n/e,7075.0,1408.0,n/e,n/e,n/e,n/e,2070.0,2016-11-28,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9958.0,n/e,7095.0,1421.0,n/e,n/e,n/e,n/e,2099.0,2016-11-28,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10519.0,n/e,7117.0,1458.0,n/e,n/e,n/e,n/e,2279.0,2016-11-28,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11229.0,n/e,7126.0,1470.0,n/e,n/e,n/e,n/e,2619.0,2016-11-28,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11686.0,n/e,7130.0,1504.0,n/e,n/e,n/e,n/e,2935.0,2016-11-28,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11609.0,n/e,7151.0,1510.0,n/e,n/e,n/e,n/e,3174.0,2016-11-28,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11379.0,n/e,7179.0,1531.0,n/e,n/e,n/e,n/e,3174.0,2016-11-28,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10228.0,n/e,7205.0,1477.0,n/e,n/e,n/e,n/e,3176.0,2016-11-28,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8198.0,n/e,7230.0,1465.0,n/e,n/e,n/e,n/e,3144.0,2016-11-28,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6573.0,n/e,7256.0,1417.0,n/e,n/e,n/e,n/e,3141.0,2016-11-28,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5604.0,n/e,7281.0,1394.0,n/e,n/e,n/e,n/e,3130.0,2016-11-28,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4736.0,n/e,7302.0,1381.0,n/e,n/e,n/e,n/e,3137.0,2016-11-28,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3738.0,n/e,7320.0,1375.0,n/e,n/e,n/e,n/e,3057.0,2016-11-29,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3366.0,n/e,7339.0,1370.0,n/e,n/e,n/e,n/e,2975.0,2016-11-29,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3315.0,n/e,7362.0,1399.0,n/e,n/e,n/e,n/e,2980.0,2016-11-29,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3269.0,n/e,7368.0,1412.0,n/e,n/e,n/e,n/e,2724.0,2016-11-29,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3442.0,n/e,7379.0,1415.0,n/e,n/e,n/e,n/e,2509.0,2016-11-29,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5196.0,n/e,7383.0,1431.0,n/e,n/e,n/e,n/e,2534.0,2016-11-29,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8369.0,n/e,7381.0,1459.0,n/e,n/e,n/e,n/e,2494.0,2016-11-29,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10454.0,n/e,7381.0,1467.0,n/e,n/e,n/e,n/e,2336.0,2016-11-29,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10876.0,n/e,7382.0,1489.0,n/e,n/e,n/e,n/e,2273.0,2016-11-29,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10700.0,n/e,7385.0,1494.0,n/e,n/e,n/e,n/e,2419.0,2016-11-29,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10134.0,n/e,7384.0,1493.0,n/e,n/e,n/e,n/e,2694.0,2016-11-29,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9879.0,n/e,7381.0,1490.0,n/e,n/e,n/e,n/e,2919.0,2016-11-29,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9592.0,n/e,7383.0,1495.0,n/e,n/e,n/e,n/e,3021.0,2016-11-29,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9578.0,n/e,7384.0,1438.0,n/e,n/e,n/e,n/e,3107.0,2016-11-29,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9605.0,n/e,7384.0,1408.0,n/e,n/e,n/e,n/e,3390.0,2016-11-29,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9943.0,n/e,7386.0,1323.0,n/e,n/e,n/e,n/e,3630.0,2016-11-29,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10203.0,n/e,7384.0,1327.0,n/e,n/e,n/e,n/e,3745.0,2016-11-29,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10096.0,n/e,7382.0,1340.0,n/e,n/e,n/e,n/e,3946.0,2016-11-29,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9281.0,n/e,7382.0,1385.0,n/e,n/e,n/e,n/e,4352.0,2016-11-29,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7498.0,n/e,7403.0,1382.0,n/e,n/e,n/e,n/e,4574.0,2016-11-29,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6479.0,n/e,7410.0,1452.0,n/e,n/e,n/e,n/e,4643.0,2016-11-29,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5302.0,n/e,7436.0,1433.0,n/e,n/e,n/e,n/e,4700.0,2016-11-29,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4676.0,n/e,7461.0,1390.0,n/e,n/e,n/e,n/e,4908.0,2016-11-29,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4080.0,n/e,7486.0,1356.0,n/e,n/e,n/e,n/e,5004.0,2016-11-29,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2790.0,n/e,7506.0,1355.0,n/e,n/e,n/e,n/e,5040.0,2016-11-30,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2695.0,n/e,7522.0,1342.0,n/e,n/e,n/e,n/e,5049.0,2016-11-30,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2701.0,n/e,7523.0,1341.0,n/e,n/e,n/e,n/e,5039.0,2016-11-30,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2673.0,n/e,7540.0,1359.0,n/e,n/e,n/e,n/e,4952.0,2016-11-30,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2903.0,n/e,7564.0,1380.0,n/e,n/e,n/e,n/e,4876.0,2016-11-30,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3917.0,n/e,7586.0,1435.0,n/e,n/e,n/e,n/e,4718.0,2016-11-30,SE
