Time,Day-ahead Total Load Forecast,Actual Total Load,Date,Country
00:00 - 00:15,40575.0,44019.0,2016-01-01,DE
00:15 - 00:30,40599.0,43827.0,2016-01-01,DE
00:30 - 00:45,39943.0,43654.0,2016-01-01,DE
00:45 - 01:00,39398.0,43427.0,2016-01-01,DE
01:00 - 01:15,38896.0,42782.0,2016-01-01,DE
01:15 - 01:30,38212.0,42057.0,2016-01-01,DE
01:30 - 01:45,37950.0,41647.0,2016-01-01,DE
01:45 - 02:00,37592.0,41362.0,2016-01-01,DE
02:00 - 02:15,37214.0,40897.0,2016-01-01,DE
02:15 - 02:30,36773.0,40440.0,2016-01-01,DE
02:30 - 02:45,36574.0,39978.0,2016-01-01,DE
02:45 - 03:00,36515.0,39575.0,2016-01-01,DE
03:00 - 03:15,36584.0,39805.0,2016-01-01,DE
03:15 - 03:30,36488.0,39301.0,2016-01-01,DE
03:30 - 03:45,36423.0,39049.0,2016-01-01,DE
03:45 - 04:00,36315.0,38817.0,2016-01-01,DE
04:00 - 04:15,36386.0,38964.0,2016-01-01,DE
04:15 - 04:30,36676.0,38785.0,2016-01-01,DE
04:30 - 04:45,36545.0,38628.0,2016-01-01,DE
04:45 - 05:00,36704.0,38621.0,2016-01-01,DE
05:00 - 05:15,37069.0,38653.0,2016-01-01,DE
05:15 - 05:30,37128.0,38227.0,2016-01-01,DE
05:30 - 05:45,37204.0,37930.0,2016-01-01,DE
05:45 - 06:00,37291.0,37430.0,2016-01-01,DE
06:00 - 06:15,37751.0,36838.0,2016-01-01,DE
06:15 - 06:30,38390.0,36527.0,2016-01-01,DE
06:30 - 06:45,39111.0,36682.0,2016-01-01,DE
06:45 - 07:00,39328.0,36709.0,2016-01-01,DE
07:00 - 07:15,40319.0,36714.0,2016-01-01,DE
07:15 - 07:30,41005.0,36957.0,2016-01-01,DE
07:30 - 07:45,42184.0,36892.0,2016-01-01,DE
07:45 - 08:00,42236.0,37137.0,2016-01-01,DE
08:00 - 08:15,43186.0,37165.0,2016-01-01,DE
08:15 - 08:30,43400.0,37136.0,2016-01-01,DE
08:30 - 08:45,43614.0,37678.0,2016-01-01,DE
08:45 - 09:00,44049.0,38437.0,2016-01-01,DE
