Time,Day-ahead Total Load Forecast,Actual Total Load,Date,Country
00:00 - 00:15,46215.0,43857.0,2020-01-01,DE
00:15 - 00:30,45703.0,43634.0,2020-01-01,DE
00:30 - 00:45,45226.0,43332.0,2020-01-01,DE
00:45 - 01:00,44742.0,43153.0,2020-01-01,DE
01:00 - 01:15,43915.0,43024.0,2020-01-01,DE
01:15 - 01:30,43770.0,42818.0,2020-01-01,DE
01:30 - 01:45,43267.0,42459.0,2020-01-01,DE
01:45 - 02:00,42934.0,42149.0,2020-01-01,DE
02:00 - 02:15,42718.0,41971.0,2020-01-01,DE
02:15 - 02:30,42578.0,41691.0,2020-01-01,DE
02:30 - 02:45,42492.0,41271.0,2020-01-01,DE
02:45 - 03:00,42434.0,41019.0,2020-01-01,DE
03:00 - 03:15,42454.0,40724.0,2020-01-01,DE
03:15 - 03:30,42516.0,40395.0,2020-01-01,DE
03:30 - 03:45,42435.0,40142.0,2020-01-01,DE
03:45 - 04:00,42388.0,39946.0,2020-01-01,DE
04:00 - 04:15,42479.0,40407.0,2020-01-01,DE
04:15 - 04:30,42587.0,40287.0,2020-01-01,DE
04:30 - 04:45,42568.0,40293.0,2020-01-01,DE
04:45 - 05:00,42637.0,40200.0,2020-01-01,DE
05:00 - 05:15,42653.0,40312.0,2020-01-01,DE
05:15 - 05:30,42372.0,40046.0,2020-01-01,DE
05:30 - 05:45,42076.0,40046.0,2020-01-01,DE
05:45 - 06:00,41735.0,39786.0,2020-01-01,DE
06:00 - 06:15,40790.0,39040.0,2020-01-01,DE
06:15 - 06:30,40615.0,38907.0,2020-01-01,DE
06:30 - 06:45,40601.0,38865.0,2020-01-01,DE
06:45 - 07:00,40695.0,39050.0,2020-01-01,DE
07:00 - 07:15,40950.0,39274.0,2020-01-01,DE
07:15 - 07:30,41349.0,39540.0,2020-01-01,DE
07:30 - 07:45,42266.0,39506.0,2020-01-01,DE
07:45 - 08:00,43117.0,39559.0,2020-01-01,DE
08:00 - 08:15,43840.0,39808.0,2020-01-01,DE
08:15 - 08:30,44493.0,40010.0,2020-01-01,DE
08:30 - 08:45,44740.0,40190.0,2020-01-01,DE
08:45 - 09:00,45109.0,40784.0,2020-01-01,DE
09:00 - 09:15,46413.0,41517.0,2020-01-01,DE
09:15 - 09:30,47333.0,42138.0,2020-01-01,DE
09:30 - 09:45,47784.0,42690.0,2020-01-01,DE
09:45 - 10:00,47898.0,43609.0,2020-01-01,DE
10:00 - 10:15,48639.0,44015.0,2020-01-01,DE
10:15 - 10:30,49130.0,44398.0,2020-01-01,DE
10:30 - 10:45,49422.0,44894.0,2020-01-01,DE
10:45 - 11:00,49864.0,45394.0,2020-01-01,DE
11:00 - 11:15,50423.0,46125.0,2020-01-01,DE
11:15 - 11:30,50851.0,46667.0,2020-01-01,DE
11:30 - 11:45,51380.0,47079.0,2020-01-01,DE
11:45 - 12:00,51582.0,47346.0,2020-01-01,DE
12:00 - 12:15,51473.0,48033.0,2020-01-01,DE
12:15 - 12:30,51150.0,48298.0,2020-01-01,DE
12:30 - 12:45,50890.0,48271.0,2020-01-01,DE
12:45 - 13:00,50716.0,48128.0,2020-01-01,DE
13:00 - 13:15,50302.0,48159.0,2020-01-01,DE
13:15 - 13:30,49798.0,47944.0,2020-01-01,DE
13:30 - 13:45,49523.0,47823.0,2020-01-01,DE
13:45 - 14:00,49098.0,47557.0,2020-01-01,DE
14:00 - 14:15,48946.0,46758.0,2020-01-01,DE
14:15 - 14:30,48781.0,46366.0,2020-01-01,DE
14:30 - 14:45,48504.0,45808.0,2020-01-01,DE
14:45 - 15:00,48479.0,45785.0,2020-01-01,DE
15:00 - 15:15,48854.0,46171.0,2020-01-01,DE
15:15 - 15:30,48536.0,46081.0,2020-01-01,DE
15:30 - 15:45,48733.0,46260.0,2020-01-01,DE
15:45 - 16:00,48700.0,46614.0,2020-01-01,DE
16:00 - 16:15,49127.0,47343.0,2020-01-01,DE
16:15 - 16:30,49297.0,48197.0,2020-01-01,DE
16:30 - 16:45,50084.0,49628.0,2020-01-01,DE
16:45 - 17:00,50884.0,50951.0,2020-01-01,DE
17:00 - 17:15,52159.0,52261.0,2020-01-01,DE
17:15 - 17:30,52809.0,52687.0,2020-01-01,DE
17:30 - 17:45,53306.0,53231.0,2020-01-01,DE
