MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4173.0,n/e,4222.0,380.0,n/e,n/e,n/e,n/e,3138.0,2017-08-20,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4783.0,n/e,4220.0,393.0,n/e,n/e,n/e,n/e,3204.0,2017-08-20,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4845.0,n/e,4222.0,403.0,n/e,n/e,n/e,n/e,3271.0,2017-08-20,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4948.0,n/e,4222.0,414.0,n/e,n/e,n/e,n/e,3294.0,2017-08-20,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4936.0,n/e,4220.0,422.0,n/e,n/e,n/e,n/e,3234.0,2017-08-20,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4922.0,n/e,4218.0,423.0,n/e,n/e,n/e,n/e,3112.0,2017-08-20,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5017.0,n/e,4218.0,421.0,n/e,n/e,n/e,n/e,2936.0,2017-08-20,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5270.0,n/e,4220.0,416.0,n/e,n/e,n/e,n/e,2777.0,2017-08-20,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5649.0,n/e,4222.0,399.0,n/e,n/e,n/e,n/e,2435.0,2017-08-20,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6179.0,n/e,4222.0,380.0,n/e,n/e,n/e,n/e,2214.0,2017-08-20,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6449.0,n/e,4225.0,367.0,n/e,n/e,n/e,n/e,2024.0,2017-08-20,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6862.0,n/e,4229.0,369.0,n/e,n/e,n/e,n/e,1915.0,2017-08-20,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7311.0,n/e,4233.0,350.0,n/e,n/e,n/e,n/e,1897.0,2017-08-20,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6630.0,n/e,4235.0,328.0,n/e,n/e,n/e,n/e,1830.0,2017-08-20,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5355.0,n/e,4237.0,315.0,n/e,n/e,n/e,n/e,1771.0,2017-08-20,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4463.0,n/e,4236.0,339.0,n/e,n/e,n/e,n/e,1547.0,2017-08-21,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4196.0,n/e,4239.0,341.0,n/e,n/e,n/e,n/e,1424.0,2017-08-21,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4145.0,n/e,4240.0,338.0,n/e,n/e,n/e,n/e,1361.0,2017-08-21,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4241.0,n/e,4240.0,334.0,n/e,n/e,n/e,n/e,1330.0,2017-08-21,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4773.0,n/e,4239.0,332.0,n/e,n/e,n/e,n/e,1330.0,2017-08-21,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5895.0,n/e,4238.0,330.0,n/e,n/e,n/e,n/e,1261.0,2017-08-21,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8131.0,n/e,4239.0,328.0,n/e,n/e,n/e,n/e,1158.0,2017-08-21,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9364.0,n/e,4238.0,332.0,n/e,n/e,n/e,n/e,1061.0,2017-08-21,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10299.0,n/e,4230.0,346.0,n/e,n/e,n/e,n/e,941.0,2017-08-21,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10402.0,n/e,4227.0,368.0,n/e,n/e,n/e,n/e,843.0,2017-08-21,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10419.0,n/e,4229.0,383.0,n/e,n/e,n/e,n/e,913.0,2017-08-21,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10458.0,n/e,4224.0,372.0,n/e,n/e,n/e,n/e,837.0,2017-08-21,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10479.0,n/e,4223.0,347.0,n/e,n/e,n/e,n/e,788.0,2017-08-21,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10381.0,n/e,4222.0,350.0,n/e,n/e,n/e,n/e,787.0,2017-08-21,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10264.0,n/e,4219.0,346.0,n/e,n/e,n/e,n/e,793.0,2017-08-21,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10028.0,n/e,4215.0,338.0,n/e,n/e,n/e,n/e,851.0,2017-08-21,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9839.0,n/e,4213.0,336.0,n/e,n/e,n/e,n/e,902.0,2017-08-21,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9922.0,n/e,4211.0,340.0,n/e,n/e,n/e,n/e,929.0,2017-08-21,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9923.0,n/e,4209.0,328.0,n/e,n/e,n/e,n/e,936.0,2017-08-21,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10152.0,n/e,4209.0,328.0,n/e,n/e,n/e,n/e,994.0,2017-08-21,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9984.0,n/e,4209.0,321.0,n/e,n/e,n/e,n/e,1043.0,2017-08-21,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9878.0,n/e,4211.0,321.0,n/e,n/e,n/e,n/e,1087.0,2017-08-21,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8930.0,n/e,4211.0,325.0,n/e,n/e,n/e,n/e,1185.0,2017-08-21,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7964.0,n/e,4212.0,326.0,n/e,n/e,n/e,n/e,1277.0,2017-08-21,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6276.0,n/e,4213.0,328.0,n/e,n/e,n/e,n/e,1405.0,2017-08-22,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5781.0,n/e,4212.0,328.0,n/e,n/e,n/e,n/e,1462.0,2017-08-22,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5516.0,n/e,4212.0,327.0,n/e,n/e,n/e,n/e,1497.0,2017-08-22,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5429.0,n/e,4212.0,332.0,n/e,n/e,n/e,n/e,1505.0,2017-08-22,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5631.0,n/e,4212.0,335.0,n/e,n/e,n/e,n/e,1500.0,2017-08-22,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6981.0,n/e,4214.0,336.0,n/e,n/e,n/e,n/e,1495.0,2017-08-22,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8597.0,n/e,4214.0,329.0,n/e,n/e,n/e,n/e,1504.0,2017-08-22,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10082.0,n/e,4212.0,329.0,n/e,n/e,n/e,n/e,1446.0,2017-08-22,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10582.0,n/e,4212.0,344.0,n/e,n/e,n/e,n/e,1339.0,2017-08-22,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10647.0,n/e,4212.0,339.0,n/e,n/e,n/e,n/e,1207.0,2017-08-22,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10633.0,n/e,4212.0,350.0,n/e,n/e,n/e,n/e,1099.0,2017-08-22,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10557.0,n/e,4211.0,355.0,n/e,n/e,n/e,n/e,995.0,2017-08-22,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10528.0,n/e,4213.0,349.0,n/e,n/e,n/e,n/e,948.0,2017-08-22,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10430.0,n/e,4211.0,345.0,n/e,n/e,n/e,n/e,927.0,2017-08-22,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10269.0,n/e,4211.0,350.0,n/e,n/e,n/e,n/e,873.0,2017-08-22,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10212.0,n/e,4210.0,343.0,n/e,n/e,n/e,n/e,807.0,2017-08-22,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9931.0,n/e,4209.0,344.0,n/e,n/e,n/e,n/e,775.0,2017-08-22,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10191.0,n/e,4207.0,338.0,n/e,n/e,n/e,n/e,739.0,2017-08-22,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10159.0,n/e,4203.0,341.0,n/e,n/e,n/e,n/e,713.0,2017-08-22,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10368.0,n/e,4201.0,330.0,n/e,n/e,n/e,n/e,671.0,2017-08-22,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9996.0,n/e,4202.0,321.0,n/e,n/e,n/e,n/e,630.0,2017-08-22,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9888.0,n/e,4201.0,308.0,n/e,n/e,n/e,n/e,644.0,2017-08-22,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8974.0,n/e,4205.0,315.0,n/e,n/e,n/e,n/e,654.0,2017-08-22,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7865.0,n/e,4207.0,316.0,n/e,n/e,n/e,n/e,682.0,2017-08-22,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5989.0,n/e,4064.0,323.0,n/e,n/e,n/e,n/e,759.0,2017-08-23,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5565.0,n/e,3948.0,321.0,n/e,n/e,n/e,n/e,752.0,2017-08-23,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5497.0,n/e,3940.0,312.0,n/e,n/e,n/e,n/e,726.0,2017-08-23,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5545.0,n/e,3847.0,304.0,n/e,n/e,n/e,n/e,695.0,2017-08-23,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5857.0,n/e,3775.0,306.0,n/e,n/e,n/e,n/e,664.0,2017-08-23,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7131.0,n/e,3775.0,313.0,n/e,n/e,n/e,n/e,614.0,2017-08-23,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8818.0,n/e,3779.0,394.0,n/e,n/e,n/e,n/e,523.0,2017-08-23,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10579.0,n/e,3778.0,457.0,n/e,n/e,n/e,n/e,447.0,2017-08-23,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10903.0,n/e,3775.0,651.0,n/e,n/e,n/e,n/e,335.0,2017-08-23,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10862.0,n/e,3775.0,672.0,n/e,n/e,n/e,n/e,292.0,2017-08-23,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10900.0,n/e,3774.0,675.0,n/e,n/e,n/e,n/e,270.0,2017-08-23,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10918.0,n/e,3762.0,675.0,n/e,n/e,n/e,n/e,272.0,2017-08-23,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10775.0,n/e,3762.0,670.0,n/e,n/e,n/e,n/e,274.0,2017-08-23,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10681.0,n/e,3764.0,665.0,n/e,n/e,n/e,n/e,298.0,2017-08-23,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10633.0,n/e,3765.0,493.0,n/e,n/e,n/e,n/e,296.0,2017-08-23,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10642.0,n/e,3762.0,328.0,n/e,n/e,n/e,n/e,283.0,2017-08-23,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10330.0,n/e,3759.0,326.0,n/e,n/e,n/e,n/e,294.0,2017-08-23,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10407.0,n/e,3759.0,339.0,n/e,n/e,n/e,n/e,281.0,2017-08-23,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10371.0,n/e,3757.0,327.0,n/e,n/e,n/e,n/e,277.0,2017-08-23,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10372.0,n/e,3760.0,303.0,n/e,n/e,n/e,n/e,262.0,2017-08-23,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10058.0,n/e,3763.0,295.0,n/e,n/e,n/e,n/e,266.0,2017-08-23,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9202.0,n/e,3762.0,266.0,n/e,n/e,n/e,n/e,288.0,2017-08-23,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8569.0,n/e,3764.0,260.0,n/e,n/e,n/e,n/e,332.0,2017-08-23,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7155.0,n/e,3762.0,258.0,n/e,n/e,n/e,n/e,394.0,2017-08-23,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5855.0,n/e,3759.0,264.0,n/e,n/e,n/e,n/e,359.0,2017-08-24,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5395.0,n/e,3760.0,268.0,n/e,n/e,n/e,n/e,400.0,2017-08-24,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5139.0,n/e,3762.0,271.0,n/e,n/e,n/e,n/e,428.0,2017-08-24,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5139.0,n/e,3762.0,273.0,n/e,n/e,n/e,n/e,440.0,2017-08-24,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5597.0,n/e,3765.0,276.0,n/e,n/e,n/e,n/e,466.0,2017-08-24,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6809.0,n/e,3767.0,277.0,n/e,n/e,n/e,n/e,494.0,2017-08-24,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8630.0,n/e,3770.0,282.0,n/e,n/e,n/e,n/e,524.0,2017-08-24,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10303.0,n/e,3771.0,299.0,n/e,n/e,n/e,n/e,529.0,2017-08-24,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10730.0,n/e,3770.0,314.0,n/e,n/e,n/e,n/e,495.0,2017-08-24,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10919.0,n/e,3768.0,313.0,n/e,n/e,n/e,n/e,498.0,2017-08-24,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10929.0,n/e,3768.0,334.0,n/e,n/e,n/e,n/e,492.0,2017-08-24,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10865.0,n/e,3765.0,344.0,n/e,n/e,n/e,n/e,517.0,2017-08-24,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10872.0,n/e,3759.0,317.0,n/e,n/e,n/e,n/e,549.0,2017-08-24,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10771.0,n/e,3757.0,341.0,n/e,n/e,n/e,n/e,596.0,2017-08-24,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10597.0,n/e,3757.0,347.0,n/e,n/e,n/e,n/e,646.0,2017-08-24,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10429.0,n/e,3752.0,343.0,n/e,n/e,n/e,n/e,656.0,2017-08-24,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10027.0,n/e,3747.0,290.0,n/e,n/e,n/e,n/e,643.0,2017-08-24,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10091.0,n/e,3745.0,329.0,n/e,n/e,n/e,n/e,672.0,2017-08-24,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10035.0,n/e,3752.0,332.0,n/e,n/e,n/e,n/e,673.0,2017-08-24,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10022.0,n/e,3758.0,327.0,n/e,n/e,n/e,n/e,676.0,2017-08-24,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9818.0,n/e,3759.0,333.0,n/e,n/e,n/e,n/e,731.0,2017-08-24,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9408.0,n/e,3761.0,332.0,n/e,n/e,n/e,n/e,835.0,2017-08-24,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8481.0,n/e,3763.0,324.0,n/e,n/e,n/e,n/e,938.0,2017-08-24,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7102.0,n/e,3762.0,319.0,n/e,n/e,n/e,n/e,1031.0,2017-08-24,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5526.0,n/e,3759.0,336.0,n/e,n/e,n/e,n/e,1208.0,2017-08-25,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4993.0,n/e,3759.0,333.0,n/e,n/e,n/e,n/e,1287.0,2017-08-25,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4755.0,n/e,3760.0,331.0,n/e,n/e,n/e,n/e,1341.0,2017-08-25,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4788.0,n/e,3761.0,330.0,n/e,n/e,n/e,n/e,1405.0,2017-08-25,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5038.0,n/e,3762.0,340.0,n/e,n/e,n/e,n/e,1499.0,2017-08-25,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6117.0,n/e,3766.0,341.0,n/e,n/e,n/e,n/e,1599.0,2017-08-25,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8177.0,n/e,3781.0,351.0,n/e,n/e,n/e,n/e,1607.0,2017-08-25,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10183.0,n/e,3785.0,375.0,n/e,n/e,n/e,n/e,1625.0,2017-08-25,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10730.0,n/e,3780.0,381.0,n/e,n/e,n/e,n/e,1664.0,2017-08-25,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10699.0,n/e,3779.0,391.0,n/e,n/e,n/e,n/e,1751.0,2017-08-25,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10657.0,n/e,3782.0,412.0,n/e,n/e,n/e,n/e,1790.0,2017-08-25,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10574.0,n/e,3783.0,395.0,n/e,n/e,n/e,n/e,1853.0,2017-08-25,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10266.0,n/e,3779.0,370.0,n/e,n/e,n/e,n/e,1906.0,2017-08-25,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10022.0,n/e,3776.0,364.0,n/e,n/e,n/e,n/e,2024.0,2017-08-25,SE
