MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2735.0,n/e,9084.0,1093.0,n/e,n/e,n/e,n/e,3638.0,2017-01-01,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2636.0,n/e,9085.0,1105.0,n/e,n/e,n/e,n/e,3430.0,2017-01-01,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2643.0,n/e,9084.0,1103.0,n/e,n/e,n/e,n/e,3290.0,2017-01-01,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2753.0,n/e,9087.0,1109.0,n/e,n/e,n/e,n/e,3053.0,2017-01-01,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2762.0,n/e,9087.0,1136.0,n/e,n/e,n/e,n/e,2932.0,2017-01-01,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2860.0,n/e,9090.0,1169.0,n/e,n/e,n/e,n/e,2787.0,2017-01-01,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3020.0,n/e,9091.0,1146.0,n/e,n/e,n/e,n/e,2662.0,2017-01-01,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3414.0,n/e,9092.0,1167.0,n/e,n/e,n/e,n/e,2612.0,2017-01-01,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3613.0,n/e,9091.0,1156.0,n/e,n/e,n/e,n/e,2553.0,2017-01-01,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3964.0,n/e,9093.0,1142.0,n/e,n/e,n/e,n/e,2392.0,2017-01-01,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4262.0,n/e,9094.0,1145.0,n/e,n/e,n/e,n/e,2243.0,2017-01-01,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4356.0,n/e,9092.0,1155.0,n/e,n/e,n/e,n/e,2080.0,2017-01-01,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4578.0,n/e,9093.0,1128.0,n/e,n/e,n/e,n/e,1968.0,2017-01-01,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4762.0,n/e,9092.0,1138.0,n/e,n/e,n/e,n/e,2013.0,2017-01-01,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5159.0,n/e,9091.0,1132.0,n/e,n/e,n/e,n/e,2077.0,2017-01-01,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5382.0,n/e,9090.0,1162.0,n/e,n/e,n/e,n/e,2107.0,2017-01-01,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5818.0,n/e,9088.0,1217.0,n/e,n/e,n/e,n/e,2288.0,2017-01-01,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6002.0,n/e,9089.0,1213.0,n/e,n/e,n/e,n/e,2426.0,2017-01-01,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6078.0,n/e,9088.0,1263.0,n/e,n/e,n/e,n/e,2659.0,2017-01-01,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5986.0,n/e,9088.0,1267.0,n/e,n/e,n/e,n/e,2680.0,2017-01-01,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5408.0,n/e,9090.0,1272.0,n/e,n/e,n/e,n/e,2747.0,2017-01-01,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5035.0,n/e,9091.0,1254.0,n/e,n/e,n/e,n/e,2735.0,2017-01-01,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4325.0,n/e,9091.0,1240.0,n/e,n/e,n/e,n/e,2614.0,2017-01-01,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3788.0,n/e,9090.0,1229.0,n/e,n/e,n/e,n/e,2546.0,2017-01-01,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3353.0,n/e,9090.0,1274.0,n/e,n/e,n/e,n/e,2585.0,2017-01-02,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3330.0,n/e,9092.0,1279.0,n/e,n/e,n/e,n/e,2516.0,2017-01-02,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3278.0,n/e,9091.0,1322.0,n/e,n/e,n/e,n/e,2472.0,2017-01-02,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3258.0,n/e,9093.0,1359.0,n/e,n/e,n/e,n/e,2495.0,2017-01-02,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3342.0,n/e,9091.0,1376.0,n/e,n/e,n/e,n/e,2586.0,2017-01-02,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4098.0,n/e,9090.0,1418.0,n/e,n/e,n/e,n/e,2543.0,2017-01-02,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6349.0,n/e,9088.0,1482.0,n/e,n/e,n/e,n/e,2449.0,2017-01-02,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8701.0,n/e,9089.0,1508.0,n/e,n/e,n/e,n/e,2306.0,2017-01-02,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9938.0,n/e,9088.0,1517.0,n/e,n/e,n/e,n/e,2162.0,2017-01-02,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10495.0,n/e,9089.0,1539.0,n/e,n/e,n/e,n/e,2027.0,2017-01-02,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10563.0,n/e,9076.0,1563.0,n/e,n/e,n/e,n/e,1843.0,2017-01-02,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10466.0,n/e,9090.0,1561.0,n/e,n/e,n/e,n/e,1755.0,2017-01-02,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10425.0,n/e,9089.0,1542.0,n/e,n/e,n/e,n/e,1710.0,2017-01-02,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10406.0,n/e,9088.0,1502.0,n/e,n/e,n/e,n/e,1692.0,2017-01-02,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10645.0,n/e,9089.0,1520.0,n/e,n/e,n/e,n/e,1674.0,2017-01-02,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11063.0,n/e,9087.0,1544.0,n/e,n/e,n/e,n/e,1725.0,2017-01-02,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11440.0,n/e,9084.0,1573.0,n/e,n/e,n/e,n/e,1773.0,2017-01-02,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11447.0,n/e,9087.0,1581.0,n/e,n/e,n/e,n/e,1861.0,2017-01-02,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11290.0,n/e,9089.0,1580.0,n/e,n/e,n/e,n/e,1799.0,2017-01-02,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10813.0,n/e,9086.0,1545.0,n/e,n/e,n/e,n/e,1677.0,2017-01-02,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10271.0,n/e,9081.0,1542.0,n/e,n/e,n/e,n/e,1517.0,2017-01-02,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9007.0,n/e,9084.0,1532.0,n/e,n/e,n/e,n/e,1402.0,2017-01-02,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7273.0,n/e,9083.0,1503.0,n/e,n/e,n/e,n/e,1176.0,2017-01-02,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5561.0,n/e,9086.0,1484.0,n/e,n/e,n/e,n/e,1046.0,2017-01-02,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4572.0,n/e,9087.0,1479.0,n/e,n/e,n/e,n/e,899.0,2017-01-03,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4259.0,n/e,9089.0,1475.0,n/e,n/e,n/e,n/e,812.0,2017-01-03,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4194.0,n/e,9089.0,1458.0,n/e,n/e,n/e,n/e,768.0,2017-01-03,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4234.0,n/e,9084.0,1441.0,n/e,n/e,n/e,n/e,786.0,2017-01-03,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4463.0,n/e,9079.0,1438.0,n/e,n/e,n/e,n/e,863.0,2017-01-03,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5927.0,n/e,9084.0,1464.0,n/e,n/e,n/e,n/e,1022.0,2017-01-03,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8543.0,n/e,9087.0,1515.0,n/e,n/e,n/e,n/e,1201.0,2017-01-03,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10748.0,n/e,9087.0,1520.0,n/e,n/e,n/e,n/e,1423.0,2017-01-03,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11386.0,n/e,9086.0,1529.0,n/e,n/e,n/e,n/e,1612.0,2017-01-03,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11262.0,n/e,9086.0,1540.0,n/e,n/e,n/e,n/e,1936.0,2017-01-03,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11042.0,n/e,9090.0,1521.0,n/e,n/e,n/e,n/e,2110.0,2017-01-03,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10668.0,n/e,9092.0,1464.0,n/e,n/e,n/e,n/e,2236.0,2017-01-03,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10422.0,n/e,9091.0,1402.0,n/e,n/e,n/e,n/e,2325.0,2017-01-03,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10055.0,n/e,9092.0,1389.0,n/e,n/e,n/e,n/e,2622.0,2017-01-03,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10029.0,n/e,9095.0,1390.0,n/e,n/e,n/e,n/e,2756.0,2017-01-03,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10113.0,n/e,9093.0,1432.0,n/e,n/e,n/e,n/e,3239.0,2017-01-03,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10238.0,n/e,9093.0,1417.0,n/e,n/e,n/e,n/e,3581.0,2017-01-03,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10232.0,n/e,9100.0,1426.0,n/e,n/e,n/e,n/e,3682.0,2017-01-03,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9333.0,n/e,9116.0,1416.0,n/e,n/e,n/e,n/e,3937.0,2017-01-03,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8072.0,n/e,9113.0,1437.0,n/e,n/e,n/e,n/e,4052.0,2017-01-03,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6464.0,n/e,9114.0,1431.0,n/e,n/e,n/e,n/e,4103.0,2017-01-03,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5110.0,n/e,9117.0,1383.0,n/e,n/e,n/e,n/e,4121.0,2017-01-03,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4467.0,n/e,9115.0,1413.0,n/e,n/e,n/e,n/e,4203.0,2017-01-03,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4017.0,n/e,9118.0,1440.0,n/e,n/e,n/e,n/e,4121.0,2017-01-03,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3792.0,n/e,9124.0,1418.0,n/e,n/e,n/e,n/e,4046.0,2017-01-04,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3666.0,n/e,9124.0,1399.0,n/e,n/e,n/e,n/e,4223.0,2017-01-04,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3702.0,n/e,9125.0,1376.0,n/e,n/e,n/e,n/e,4325.0,2017-01-04,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3677.0,n/e,9126.0,1385.0,n/e,n/e,n/e,n/e,4312.0,2017-01-04,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3844.0,n/e,9123.0,1417.0,n/e,n/e,n/e,n/e,4179.0,2017-01-04,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4323.0,n/e,9121.0,1447.0,n/e,n/e,n/e,n/e,4083.0,2017-01-04,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5482.0,n/e,9121.0,1468.0,n/e,n/e,n/e,n/e,4053.0,2017-01-04,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6796.0,n/e,9115.0,1489.0,n/e,n/e,n/e,n/e,3949.0,2017-01-04,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7416.0,n/e,9115.0,1511.0,n/e,n/e,n/e,n/e,3902.0,2017-01-04,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8413.0,n/e,9109.0,1524.0,n/e,n/e,n/e,n/e,3784.0,2017-01-04,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8778.0,n/e,9110.0,1538.0,n/e,n/e,n/e,n/e,3620.0,2017-01-04,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9022.0,n/e,9109.0,1517.0,n/e,n/e,n/e,n/e,3551.0,2017-01-04,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9228.0,n/e,9107.0,1535.0,n/e,n/e,n/e,n/e,3393.0,2017-01-04,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9280.0,n/e,9106.0,1542.0,n/e,n/e,n/e,n/e,3276.0,2017-01-04,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9768.0,n/e,9107.0,1479.0,n/e,n/e,n/e,n/e,3137.0,2017-01-04,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10692.0,n/e,9106.0,1480.0,n/e,n/e,n/e,n/e,3154.0,2017-01-04,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11198.0,n/e,9106.0,1469.0,n/e,n/e,n/e,n/e,3160.0,2017-01-04,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11417.0,n/e,9106.0,1490.0,n/e,n/e,n/e,n/e,3149.0,2017-01-04,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10981.0,n/e,9104.0,1479.0,n/e,n/e,n/e,n/e,3132.0,2017-01-04,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10395.0,n/e,9106.0,1479.0,n/e,n/e,n/e,n/e,2987.0,2017-01-04,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8921.0,n/e,9107.0,1434.0,n/e,n/e,n/e,n/e,2939.0,2017-01-04,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7558.0,n/e,9109.0,1442.0,n/e,n/e,n/e,n/e,2821.0,2017-01-04,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6456.0,n/e,9112.0,1437.0,n/e,n/e,n/e,n/e,2688.0,2017-01-04,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5617.0,n/e,9111.0,1447.0,n/e,n/e,n/e,n/e,2626.0,2017-01-04,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5111.0,n/e,9111.0,1471.0,n/e,n/e,n/e,n/e,2595.0,2017-01-05,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5064.0,n/e,9113.0,1476.0,n/e,n/e,n/e,n/e,2615.0,2017-01-05,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5115.0,n/e,9114.0,1487.0,n/e,n/e,n/e,n/e,2570.0,2017-01-05,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5143.0,n/e,9113.0,1494.0,n/e,n/e,n/e,n/e,2508.0,2017-01-05,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5430.0,n/e,9110.0,1495.0,n/e,n/e,n/e,n/e,2423.0,2017-01-05,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6782.0,n/e,9108.0,1519.0,n/e,n/e,n/e,n/e,2287.0,2017-01-05,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9420.0,n/e,9110.0,1627.0,n/e,n/e,n/e,n/e,2320.0,2017-01-05,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11765.0,n/e,9108.0,1703.0,n/e,n/e,n/e,n/e,2276.0,2017-01-05,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12478.0,n/e,9109.0,1712.0,n/e,n/e,n/e,n/e,2202.0,2017-01-05,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12515.0,n/e,9111.0,1703.0,n/e,n/e,n/e,n/e,2049.0,2017-01-05,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12793.0,n/e,9112.0,1706.0,n/e,n/e,n/e,n/e,1767.0,2017-01-05,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12791.0,n/e,9109.0,1697.0,n/e,n/e,n/e,n/e,1585.0,2017-01-05,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12916.0,n/e,9104.0,1686.0,n/e,n/e,n/e,n/e,1452.0,2017-01-05,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12910.0,n/e,9106.0,1686.0,n/e,n/e,n/e,n/e,1347.0,2017-01-05,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12948.0,n/e,9111.0,1678.0,n/e,n/e,n/e,n/e,1194.0,2017-01-05,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13123.0,n/e,9112.0,1712.0,n/e,n/e,n/e,n/e,1105.0,2017-01-05,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13202.0,n/e,9109.0,1764.0,n/e,n/e,n/e,n/e,1125.0,2017-01-05,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13269.0,n/e,9109.0,1764.0,n/e,n/e,n/e,n/e,1141.0,2017-01-05,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13278.0,n/e,9111.0,1760.0,n/e,n/e,n/e,n/e,1202.0,2017-01-05,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13154.0,n/e,9111.0,1685.0,n/e,n/e,n/e,n/e,1226.0,2017-01-05,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12841.0,n/e,9112.0,1681.0,n/e,n/e,n/e,n/e,1370.0,2017-01-05,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11986.0,n/e,9112.0,1615.0,n/e,n/e,n/e,n/e,1555.0,2017-01-05,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10792.0,n/e,9110.0,1583.0,n/e,n/e,n/e,n/e,1863.0,2017-01-05,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9356.0,n/e,9113.0,1584.0,n/e,n/e,n/e,n/e,2183.0,2017-01-05,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9133.0,n/e,9121.0,1508.0,n/e,n/e,n/e,n/e,2407.0,2017-01-06,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8552.0,n/e,9122.0,1486.0,n/e,n/e,n/e,n/e,2632.0,2017-01-06,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7512.0,n/e,9124.0,1490.0,n/e,n/e,n/e,n/e,2685.0,2017-01-06,SE
