Time,Day-ahead Total Load Forecast,Actual Total Load,Date,Country
00:00 - 01:00,15079.0,15438.0,2022-01-01,SE
01:00 - 02:00,14904.0,15331.0,2022-01-01,SE
02:00 - 03:00,14760.0,15331.0,2022-01-01,SE
03:00 - 04:00,14678.0,15270.0,2022-01-01,SE
04:00 - 05:00,14730.0,15150.0,2022-01-01,SE
05:00 - 06:00,14966.0,15387.0,2022-01-01,SE
06:00 - 07:00,15388.0,15737.0,2022-01-01,SE
07:00 - 08:00,15860.0,16054.0,2022-01-01,SE
08:00 - 09:00,16251.0,16455.0,2022-01-01,SE
09:00 - 10:00,16597.0,16943.0,2022-01-01,SE
10:00 - 11:00,17086.0,17476.0,2022-01-01,SE
11:00 - 12:00,17508.0,17657.0,2022-01-01,SE
12:00 - 13:00,17737.0,17521.0,2022-01-01,SE
13:00 - 14:00,17918.0,17542.0,2022-01-01,SE
14:00 - 15:00,18254.0,17783.0,2022-01-01,SE
15:00 - 16:00,18857.0,18417.0,2022-01-01,SE
16:00 - 17:00,19407.0,18620.0,2022-01-01,SE
17:00 - 18:00,19579.0,18778.0,2022-01-01,SE
18:00 - 19:00,19420.0,18621.0,2022-01-01,SE
19:00 - 20:00,19086.0,17942.0,2022-01-01,SE
20:00 - 21:00,18574.0,17481.0,2022-01-01,SE
21:00 - 22:00,18009.0,17048.0,2022-01-01,SE
22:00 - 23:00,17364.0,16461.0,2022-01-01,SE
23:00 - 00:00,16778.0,16048.0,2022-01-01,SE
00:00 - 01:00,15987.0,15924.0,2022-01-02,SE
01:00 - 02:00,15601.0,15328.0,2022-01-02,SE
02:00 - 03:00,15328.0,15037.0,2022-01-02,SE
03:00 - 04:00,15183.0,14770.0,2022-01-02,SE
04:00 - 05:00,15193.0,14706.0,2022-01-02,SE
05:00 - 06:00,15319.0,14752.0,2022-01-02,SE
06:00 - 07:00,15641.0,15202.0,2022-01-02,SE
07:00 - 08:00,16083.0,15916.0,2022-01-02,SE
08:00 - 09:00,16669.0,16545.0,2022-01-02,SE
09:00 - 10:00,17198.0,16960.0,2022-01-02,SE
10:00 - 11:00,17644.0,17299.0,2022-01-02,SE
11:00 - 12:00,17888.0,17428.0,2022-01-02,SE
12:00 - 13:00,17946.0,17553.0,2022-01-02,SE
13:00 - 14:00,17902.0,17792.0,2022-01-02,SE
14:00 - 15:00,17960.0,17912.0,2022-01-02,SE
15:00 - 16:00,18352.0,18077.0,2022-01-02,SE
16:00 - 17:00,18853.0,18265.0,2022-01-02,SE
17:00 - 18:00,18996.0,18541.0,2022-01-02,SE
18:00 - 19:00,18802.0,18424.0,2022-01-02,SE
19:00 - 20:00,18437.0,18010.0,2022-01-02,SE
20:00 - 21:00,17911.0,17305.0,2022-01-02,SE
21:00 - 22:00,17297.0,16546.0,2022-01-02,SE
22:00 - 23:00,16588.0,16269.0,2022-01-02,SE
23:00 - 00:00,15912.0,15506.0,2022-01-02,SE
00:00 - 01:00,15217.0,15319.0,2022-01-03,SE
01:00 - 02:00,14905.0,15049.0,2022-01-03,SE
02:00 - 03:00,14787.0,14808.0,2022-01-03,SE
03:00 - 04:00,14784.0,14886.0,2022-01-03,SE
04:00 - 05:00,14999.0,15344.0,2022-01-03,SE
05:00 - 06:00,15562.0,15734.0,2022-01-03,SE
06:00 - 07:00,16794.0,17213.0,2022-01-03,SE
07:00 - 08:00,17948.0,18764.0,2022-01-03,SE
08:00 - 09:00,18579.0,19396.0,2022-01-03,SE
09:00 - 10:00,18743.0,19451.0,2022-01-03,SE
10:00 - 11:00,19034.0,19620.0,2022-01-03,SE
11:00 - 12:00,19100.0,19916.0,2022-01-03,SE
12:00 - 13:00,19037.0,20005.0,2022-01-03,SE
13:00 - 14:00,18966.0,20204.0,2022-01-03,SE
14:00 - 15:00,18974.0,20225.0,2022-01-03,SE
15:00 - 16:00,19330.0,20687.0,2022-01-03,SE
16:00 - 17:00,19559.0,20855.0,2022-01-03,SE
17:00 - 18:00,19536.0,21041.0,2022-01-03,SE
18:00 - 19:00,19127.0,20625.0,2022-01-03,SE
19:00 - 20:00,18633.0,20368.0,2022-01-03,SE
20:00 - 21:00,18006.0,19675.0,2022-01-03,SE
21:00 - 22:00,17351.0,18948.0,2022-01-03,SE
22:00 - 23:00,16696.0,18102.0,2022-01-03,SE
23:00 - 00:00,16061.0,17269.0,2022-01-03,SE
00:00 - 01:00,15069.0,17009.0,2022-01-04,SE
01:00 - 02:00,14851.0,16824.0,2022-01-04,SE
02:00 - 03:00,14866.0,16796.0,2022-01-04,SE
03:00 - 04:00,15016.0,16723.0,2022-01-04,SE
04:00 - 05:00,15358.0,17084.0,2022-01-04,SE
05:00 - 06:00,16028.0,17985.0,2022-01-04,SE
06:00 - 07:00,17368.0,19017.0,2022-01-04,SE
07:00 - 08:00,18642.0,20133.0,2022-01-04,SE
08:00 - 09:00,19349.0,20800.0,2022-01-04,SE
09:00 - 10:00,19534.0,20732.0,2022-01-04,SE
10:00 - 11:00,19782.0,20622.0,2022-01-04,SE
11:00 - 12:00,19766.0,20849.0,2022-01-04,SE
12:00 - 13:00,19668.0,20973.0,2022-01-04,SE
13:00 - 14:00,19600.0,20749.0,2022-01-04,SE
14:00 - 15:00,19659.0,20770.0,2022-01-04,SE
15:00 - 16:00,20106.0,21558.0,2022-01-04,SE
16:00 - 17:00,20479.0,21965.0,2022-01-04,SE
17:00 - 18:00,20545.0,22098.0,2022-01-04,SE
18:00 - 19:00,20179.0,21647.0,2022-01-04,SE
19:00 - 20:00,19711.0,21163.0,2022-01-04,SE
20:00 - 21:00,19135.0,20499.0,2022-01-04,SE
21:00 - 22:00,18454.0,19641.0,2022-01-04,SE
22:00 - 23:00,17733.0,19007.0,2022-01-04,SE
23:00 - 00:00,17023.0,18021.0,2022-01-04,SE
00:00 - 01:00,17211.0,17745.0,2022-01-05,SE
01:00 - 02:00,16922.0,17270.0,2022-01-05,SE
02:00 - 03:00,16774.0,17050.0,2022-01-05,SE
03:00 - 04:00,16810.0,17103.0,2022-01-05,SE
04:00 - 05:00,17056.0,17262.0,2022-01-05,SE
05:00 - 06:00,17681.0,17810.0,2022-01-05,SE
06:00 - 07:00,19126.0,19235.0,2022-01-05,SE
07:00 - 08:00,20383.0,20644.0,2022-01-05,SE
08:00 - 09:00,20982.0,21248.0,2022-01-05,SE
09:00 - 10:00,21136.0,21376.0,2022-01-05,SE
10:00 - 11:00,21516.0,21549.0,2022-01-05,SE
11:00 - 12:00,21553.0,21489.0,2022-01-05,SE
12:00 - 13:00,21439.0,21319.0,2022-01-05,SE
13:00 - 14:00,21333.0,21436.0,2022-01-05,SE
14:00 - 15:00,21293.0,21327.0,2022-01-05,SE
15:00 - 16:00,21588.0,22057.0,2022-01-05,SE
16:00 - 17:00,21943.0,22197.0,2022-01-05,SE
17:00 - 18:00,22039.0,22071.0,2022-01-05,SE
18:00 - 19:00,21680.0,21801.0,2022-01-05,SE
19:00 - 20:00,21180.0,21434.0,2022-01-05,SE
20:00 - 21:00,20538.0,20792.0,2022-01-05,SE
21:00 - 22:00,19860.0,19817.0,2022-01-05,SE
22:00 - 23:00,19177.0,19120.0,2022-01-05,SE
23:00 - 00:00,18523.0,18579.0,2022-01-05,SE
00:00 - 01:00,17855.0,18215.0,2022-01-06,SE
01:00 - 02:00,17516.0,17680.0,2022-01-06,SE
02:00 - 03:00,17361.0,17514.0,2022-01-06,SE
03:00 - 04:00,17360.0,17502.0,2022-01-06,SE
04:00 - 05:00,17591.0,17795.0,2022-01-06,SE
05:00 - 06:00,17946.0,18109.0,2022-01-06,SE
06:00 - 07:00,18646.0,18714.0,2022-01-06,SE
07:00 - 08:00,19344.0,19147.0,2022-01-06,SE
08:00 - 09:00,20076.0,20168.0,2022-01-06,SE
09:00 - 10:00,20672.0,20826.0,2022-01-06,SE
10:00 - 11:00,21212.0,21258.0,2022-01-06,SE
11:00 - 12:00,21418.0,21169.0,2022-01-06,SE
12:00 - 13:00,21333.0,21064.0,2022-01-06,SE
13:00 - 14:00,21168.0,20625.0,2022-01-06,SE
14:00 - 15:00,21219.0,20709.0,2022-01-06,SE
15:00 - 16:00,21787.0,21371.0,2022-01-06,SE
16:00 - 17:00,22536.0,21680.0,2022-01-06,SE
17:00 - 18:00,22725.0,21954.0,2022-01-06,SE
18:00 - 19:00,22445.0,21591.0,2022-01-06,SE
19:00 - 20:00,22025.0,21068.0,2022-01-06,SE
20:00 - 21:00,21513.0,20458.0,2022-01-06,SE
21:00 - 22:00,20854.0,20482.0,2022-01-06,SE
22:00 - 23:00,20109.0,20455.0,2022-01-06,SE
23:00 - 00:00,19411.0,19167.0,2022-01-06,SE
00:00 - 01:00,19947.0,18524.0,2022-01-07,SE
01:00 - 02:00,19679.0,18521.0,2022-01-07,SE
02:00 - 03:00,19609.0,18153.0,2022-01-07,SE
03:00 - 04:00,19671.0,18216.0,2022-01-07,SE
04:00 - 05:00,19957.0,18365.0,2022-01-07,SE
05:00 - 06:00,20736.0,18495.0,2022-01-07,SE
06:00 - 07:00,22385.0,20144.0,2022-01-07,SE
07:00 - 08:00,23857.0,21352.0,2022-01-07,SE
08:00 - 09:00,24187.0,21863.0,2022-01-07,SE
09:00 - 10:00,24047.0,21967.0,2022-01-07,SE
10:00 - 11:00,23991.0,22315.0,2022-01-07,SE
11:00 - 12:00,23807.0,22456.0,2022-01-07,SE
12:00 - 13:00,23590.0,22363.0,2022-01-07,SE
13:00 - 14:00,23235.0,22296.0,2022-01-07,SE
14:00 - 15:00,23094.0,22321.0,2022-01-07,SE
15:00 - 16:00,23182.0,22437.0,2022-01-07,SE
16:00 - 17:00,23467.0,22405.0,2022-01-07,SE
17:00 - 18:00,23497.0,22335.0,2022-01-07,SE
18:00 - 19:00,23015.0,21736.0,2022-01-07,SE
19:00 - 20:00,22326.0,21128.0,2022-01-07,SE
20:00 - 21:00,21543.0,20408.0,2022-01-07,SE
21:00 - 22:00,20769.0,19519.0,2022-01-07,SE
22:00 - 23:00,20013.0,18730.0,2022-01-07,SE
23:00 - 00:00,19324.0,18221.0,2022-01-07,SE
00:00 - 01:00,18236.0,17573.0,2022-01-08,SE
01:00 - 02:00,17862.0,17102.0,2022-01-08,SE
02:00 - 03:00,17663.0,16679.0,2022-01-08,SE
03:00 - 04:00,17565.0,16817.0,2022-01-08,SE
04:00 - 05:00,17609.0,16970.0,2022-01-08,SE
05:00 - 06:00,17783.0,17050.0,2022-01-08,SE
06:00 - 07:00,18216.0,17250.0,2022-01-08,SE
07:00 - 08:00,18779.0,17856.0,2022-01-08,SE
08:00 - 09:00,19411.0,18681.0,2022-01-08,SE
09:00 - 10:00,19970.0,18937.0,2022-01-08,SE
10:00 - 11:00,20344.0,19531.0,2022-01-08,SE
11:00 - 12:00,20427.0,19969.0,2022-01-08,SE
12:00 - 13:00,20358.0,20099.0,2022-01-08,SE
13:00 - 14:00,20244.0,19855.0,2022-01-08,SE
14:00 - 15:00,20214.0,19961.0,2022-01-08,SE
15:00 - 16:00,20545.0,20148.0,2022-01-08,SE
16:00 - 17:00,21075.0,20353.0,2022-01-08,SE
17:00 - 18:00,21242.0,20381.0,2022-01-08,SE
18:00 - 19:00,20946.0,20448.0,2022-01-08,SE
19:00 - 20:00,20453.0,20183.0,2022-01-08,SE
20:00 - 21:00,19861.0,19451.0,2022-01-08,SE
21:00 - 22:00,19287.0,18698.0,2022-01-08,SE
22:00 - 23:00,18712.0,18190.0,2022-01-08,SE
23:00 - 00:00,18159.0,17739.0,2022-01-08,SE
00:00 - 01:00,17262.0,17228.0,2022-01-09,SE
01:00 - 02:00,16955.0,17162.0,2022-01-09,SE
02:00 - 03:00,16775.0,16909.0,2022-01-09,SE
03:00 - 04:00,16708.0,16829.0,2022-01-09,SE
04:00 - 05:00,16770.0,16799.0,2022-01-09,SE
05:00 - 06:00,16939.0,16990.0,2022-01-09,SE
06:00 - 07:00,17333.0,17248.0,2022-01-09,SE
07:00 - 08:00,17814.0,17693.0,2022-01-09,SE
08:00 - 09:00,18352.0,18239.0,2022-01-09,SE
09:00 - 10:00,18893.0,18741.0,2022-01-09,SE
10:00 - 11:00,19350.0,19485.0,2022-01-09,SE
11:00 - 12:00,19591.0,19911.0,2022-01-09,SE
12:00 - 13:00,19648.0,19965.0,2022-01-09,SE
13:00 - 14:00,19631.0,20045.0,2022-01-09,SE
14:00 - 15:00,19673.0,20295.0,2022-01-09,SE
15:00 - 16:00,20022.0,20652.0,2022-01-09,SE
16:00 - 17:00,20574.0,21211.0,2022-01-09,SE
17:00 - 18:00,20822.0,21351.0,2022-01-09,SE
18:00 - 19:00,20613.0,21024.0,2022-01-09,SE
19:00 - 20:00,20239.0,20458.0,2022-01-09,SE
20:00 - 21:00,19698.0,19936.0,2022-01-09,SE
21:00 - 22:00,19060.0,19263.0,2022-01-09,SE
22:00 - 23:00,18393.0,18517.0,2022-01-09,SE
23:00 - 00:00,17753.0,17979.0,2022-01-09,SE
00:00 - 01:00,17296.0,17574.0,2022-01-10,SE
01:00 - 02:00,17090.0,17190.0,2022-01-10,SE
02:00 - 03:00,17086.0,17050.0,2022-01-10,SE
03:00 - 04:00,17190.0,17240.0,2022-01-10,SE
04:00 - 05:00,17524.0,17532.0,2022-01-10,SE
05:00 - 06:00,18360.0,18234.0,2022-01-10,SE
06:00 - 07:00,20248.0,20058.0,2022-01-10,SE
07:00 - 08:00,21878.0,21447.0,2022-01-10,SE
08:00 - 09:00,22288.0,22120.0,2022-01-10,SE
09:00 - 10:00,22250.0,21583.0,2022-01-10,SE
10:00 - 11:00,22322.0,21432.0,2022-01-10,SE
11:00 - 12:00,22283.0,21723.0,2022-01-10,SE
12:00 - 13:00,22172.0,22049.0,2022-01-10,SE
13:00 - 14:00,22026.0,21836.0,2022-01-10,SE
14:00 - 15:00,22072.0,21785.0,2022-01-10,SE
15:00 - 16:00,22447.0,22006.0,2022-01-10,SE
16:00 - 17:00,22767.0,22489.0,2022-01-10,SE
17:00 - 18:00,22994.0,22962.0,2022-01-10,SE
18:00 - 19:00,22576.0,22806.0,2022-01-10,SE
19:00 - 20:00,22091.0,22589.0,2022-01-10,SE
20:00 - 21:00,21487.0,22008.0,2022-01-10,SE
21:00 - 22:00,20703.0,21208.0,2022-01-10,SE
22:00 - 23:00,19735.0,20161.0,2022-01-10,SE
23:00 - 00:00,18799.0,19151.0,2022-01-10,SE
00:00 - 01:00,17835.0,18650.0,2022-01-11,SE
01:00 - 02:00,17514.0,18466.0,2022-01-11,SE
02:00 - 03:00,17380.0,18208.0,2022-01-11,SE
03:00 - 04:00,17407.0,18094.0,2022-01-11,SE
04:00 - 05:00,17638.0,18149.0,2022-01-11,SE
05:00 - 06:00,18416.0,18884.0,2022-01-11,SE
06:00 - 07:00,20175.0,20523.0,2022-01-11,SE
07:00 - 08:00,21792.0,21842.0,2022-01-11,SE
08:00 - 09:00,22185.0,22032.0,2022-01-11,SE
09:00 - 10:00,22118.0,21983.0,2022-01-11,SE
10:00 - 11:00,22156.0,22072.0,2022-01-11,SE
11:00 - 12:00,22054.0,21603.0,2022-01-11,SE
12:00 - 13:00,21823.0,21697.0,2022-01-11,SE
13:00 - 14:00,21650.0,21900.0,2022-01-11,SE
14:00 - 15:00,21644.0,21940.0,2022-01-11,SE
15:00 - 16:00,21976.0,22067.0,2022-01-11,SE
16:00 - 17:00,22304.0,22396.0,2022-01-11,SE
17:00 - 18:00,22466.0,22506.0,2022-01-11,SE
18:00 - 19:00,22036.0,22105.0,2022-01-11,SE
19:00 - 20:00,21538.0,21495.0,2022-01-11,SE
20:00 - 21:00,20866.0,20866.0,2022-01-11,SE
21:00 - 22:00,20051.0,20112.0,2022-01-11,SE
22:00 - 23:00,19097.0,19340.0,2022-01-11,SE
23:00 - 00:00,18169.0,18126.0,2022-01-11,SE
00:00 - 01:00,17614.0,17712.0,2022-01-12,SE
01:00 - 02:00,17283.0,17502.0,2022-01-12,SE
02:00 - 03:00,17126.0,17075.0,2022-01-12,SE
03:00 - 04:00,17119.0,16788.0,2022-01-12,SE
04:00 - 05:00,17316.0,17389.0,2022-01-12,SE
05:00 - 06:00,18066.0,18200.0,2022-01-12,SE
06:00 - 07:00,19781.0,19474.0,2022-01-12,SE
07:00 - 08:00,21362.0,21027.0,2022-01-12,SE
08:00 - 09:00,21710.0,21411.0,2022-01-12,SE
09:00 - 10:00,21636.0,21174.0,2022-01-12,SE
10:00 - 11:00,21665.0,21303.0,2022-01-12,SE
11:00 - 12:00,21602.0,21203.0,2022-01-12,SE
12:00 - 13:00,21420.0,20880.0,2022-01-12,SE
13:00 - 14:00,21261.0,20766.0,2022-01-12,SE
14:00 - 15:00,21231.0,20727.0,2022-01-12,SE
15:00 - 16:00,21453.0,21039.0,2022-01-12,SE
16:00 - 17:00,21711.0,21328.0,2022-01-12,SE
17:00 - 18:00,21834.0,21117.0,2022-01-12,SE
18:00 - 19:00,21347.0,20662.0,2022-01-12,SE
19:00 - 20:00,20801.0,20053.0,2022-01-12,SE
20:00 - 21:00,20091.0,19460.0,2022-01-12,SE
21:00 - 22:00,19238.0,18743.0,2022-01-12,SE
22:00 - 23:00,18252.0,17780.0,2022-01-12,SE
23:00 - 00:00,17296.0,16589.0,2022-01-12,SE
00:00 - 01:00,16843.0,15741.0,2022-01-13,SE
01:00 - 02:00,16538.0,15524.0,2022-01-13,SE
