MTU,Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
17:00 - 17:15,4882.0,12739.0,n/e,6468.0,11482.0,293.0,n/e,n/e,26.0,1260.0,528.0,890.0,70.0,n/e,4102.0,426.0,178.0,2793.0,927.0,1387.0,3721.0,2022-03-05,DE
17:15 - 17:30,4913.0,12796.0,n/e,6831.0,11596.0,293.0,n/e,n/e,26.0,1510.0,288.0,888.0,39.0,n/e,4101.0,426.0,179.0,1720.0,922.0,1413.0,3948.0,2022-03-05,DE
17:30 - 17:45,4936.0,12776.0,n/e,6889.0,11710.0,293.0,n/e,n/e,26.0,1801.0,88.0,888.0,33.0,n/e,4101.0,426.0,179.0,874.0,926.0,1400.0,4317.0,2022-03-05,DE
17:45 - 18:00,4976.0,12752.0,n/e,6908.0,11880.0,293.0,n/e,n/e,26.0,3000.0,21.0,886.0,53.0,n/e,4100.0,431.0,179.0,318.0,919.0,1448.0,4697.0,2022-03-05,DE
18:00 - 18:15,5009.0,12733.0,n/e,6956.0,12017.0,293.0,n/e,n/e,26.0,4239.0,29.0,892.0,44.0,n/e,4102.0,431.0,179.0,64.0,910.0,1449.0,5123.0,2022-03-05,DE
18:15 - 18:30,5035.0,12787.0,n/e,6986.0,12043.0,293.0,n/e,n/e,26.0,4868.0,3.0,892.0,22.0,n/e,4099.0,430.0,179.0,4.0,913.0,1460.0,5547.0,2022-03-05,DE
18:30 - 18:45,5033.0,12786.0,n/e,7043.0,12061.0,293.0,n/e,n/e,26.0,5189.0,3.0,890.0,47.0,n/e,4099.0,431.0,179.0,0.0,911.0,1422.0,6028.0,2022-03-05,DE
18:45 - 19:00,5034.0,12770.0,n/e,7055.0,11990.0,293.0,n/e,n/e,27.0,5356.0,3.0,889.0,82.0,n/e,4099.0,430.0,179.0,0.0,909.0,1372.0,6470.0,2022-03-05,DE
19:00 - 19:15,5038.0,12783.0,n/e,7145.0,11687.0,293.0,n/e,n/e,27.0,5655.0,2.0,887.0,95.0,n/e,4098.0,431.0,179.0,0.0,902.0,1311.0,6875.0,2022-03-05,DE
19:15 - 19:30,5037.0,12783.0,n/e,7141.0,11751.0,293.0,n/e,n/e,26.0,4937.0,2.0,888.0,39.0,n/e,4100.0,431.0,179.0,0.0,903.0,1278.0,7132.0,2022-03-05,DE
19:30 - 19:45,5035.0,12786.0,n/e,7124.0,11734.0,293.0,n/e,n/e,26.0,4830.0,2.0,883.0,25.0,n/e,4099.0,431.0,179.0,0.0,908.0,1265.0,7280.0,2022-03-05,DE
19:45 - 20:00,5034.0,12799.0,n/e,7144.0,11691.0,293.0,n/e,n/e,26.0,3474.0,2.0,882.0,23.0,n/e,4100.0,431.0,179.0,0.0,904.0,1217.0,7349.0,2022-03-05,DE
20:00 - 20:15,5011.0,12817.0,n/e,7123.0,11683.0,293.0,n/e,n/e,26.0,4738.0,1.0,882.0,43.0,n/e,4100.0,431.0,179.0,0.0,905.0,1125.0,7417.0,2022-03-05,DE
20:15 - 20:30,5000.0,12796.0,n/e,7108.0,11693.0,293.0,n/e,n/e,26.0,3482.0,2.0,878.0,64.0,n/e,4102.0,431.0,179.0,0.0,907.0,1062.0,7496.0,2022-03-05,DE
20:30 - 20:45,4993.0,12795.0,n/e,7104.0,11678.0,293.0,n/e,n/e,26.0,2988.0,8.0,874.0,38.0,n/e,4103.0,431.0,179.0,0.0,910.0,1042.0,7640.0,2022-03-05,DE
20:45 - 21:00,4980.0,12800.0,n/e,7077.0,11680.0,293.0,n/e,n/e,26.0,2353.0,107.0,874.0,31.0,n/e,4104.0,436.0,179.0,0.0,910.0,1021.0,7624.0,2022-03-05,DE
21:00 - 21:15,4916.0,12859.0,n/e,6964.0,11680.0,293.0,n/e,n/e,27.0,1844.0,11.0,872.0,51.0,n/e,4106.0,436.0,179.0,0.0,904.0,941.0,7466.0,2022-03-05,DE
21:15 - 21:30,4899.0,12787.0,n/e,6935.0,11611.0,293.0,n/e,n/e,26.0,1123.0,12.0,869.0,59.0,n/e,4109.0,436.0,179.0,0.0,905.0,889.0,7268.0,2022-03-05,DE
21:30 - 21:45,4860.0,12815.0,n/e,6940.0,11620.0,293.0,n/e,n/e,27.0,959.0,13.0,869.0,40.0,n/e,4107.0,436.0,179.0,0.0,909.0,891.0,7008.0,2022-03-05,DE
21:45 - 22:00,4848.0,12833.0,n/e,6989.0,11628.0,293.0,n/e,n/e,27.0,801.0,128.0,870.0,32.0,n/e,4105.0,436.0,179.0,0.0,908.0,854.0,6784.0,2022-03-05,DE
22:00 - 22:15,4817.0,12798.0,n/e,6762.0,11626.0,293.0,n/e,n/e,27.0,1681.0,86.0,872.0,22.0,n/e,4106.0,437.0,179.0,0.0,905.0,812.0,6515.0,2022-03-05,DE
22:15 - 22:30,4794.0,12822.0,n/e,6665.0,11619.0,293.0,n/e,n/e,28.0,1293.0,77.0,874.0,21.0,n/e,4105.0,437.0,179.0,0.0,905.0,847.0,6286.0,2022-03-05,DE
22:30 - 22:45,4803.0,12837.0,n/e,6498.0,11618.0,293.0,n/e,n/e,28.0,1134.0,22.0,878.0,23.0,n/e,4107.0,437.0,179.0,0.0,903.0,921.0,6087.0,2022-03-05,DE
22:45 - 23:00,4792.0,12823.0,n/e,6381.0,11616.0,293.0,n/e,n/e,28.0,841.0,80.0,887.0,20.0,n/e,4106.0,437.0,179.0,0.0,903.0,979.0,5847.0,2022-03-05,DE
23:00 - 23:15,4751.0,12853.0,n/e,6243.0,11613.0,293.0,n/e,n/e,28.0,575.0,93.0,896.0,37.0,n/e,4104.0,437.0,179.0,0.0,909.0,1096.0,5769.0,2022-03-05,DE
23:15 - 23:30,4738.0,12806.0,n/e,5815.0,11611.0,293.0,n/e,n/e,28.0,458.0,222.0,897.0,21.0,n/e,4105.0,437.0,179.0,0.0,903.0,1026.0,5555.0,2022-03-05,DE
23:30 - 23:45,4738.0,12815.0,n/e,5596.0,11608.0,293.0,n/e,n/e,28.0,387.0,449.0,897.0,21.0,n/e,4105.0,437.0,179.0,0.0,898.0,1068.0,5310.0,2022-03-05,DE
23:45 - 00:00,4745.0,12803.0,n/e,5423.0,11594.0,293.0,n/e,n/e,28.0,209.0,351.0,898.0,50.0,n/e,4106.0,437.0,179.0,0.0,899.0,1119.0,5042.0,2022-03-05,DE
00:00 - 00:15,4677.0,12876.0,n/e,5086.0,11553.0,293.0,n/e,n/e,28.0,1262.0,43.0,906.0,126.0,n/e,4107.0,429.0,179.0,0.0,905.0,1193.0,4837.0,2022-03-06,DE
00:15 - 00:30,4666.0,12754.0,n/e,4738.0,11526.0,293.0,n/e,n/e,28.0,1061.0,24.0,909.0,90.0,n/e,4107.0,429.0,179.0,0.0,905.0,1213.0,4579.0,2022-03-06,DE
00:30 - 00:45,4661.0,12638.0,n/e,4614.0,11458.0,293.0,n/e,n/e,28.0,596.0,23.0,918.0,34.0,n/e,4105.0,429.0,179.0,0.0,906.0,1146.0,4379.0,2022-03-06,DE
00:45 - 01:00,4658.0,12650.0,n/e,4590.0,11309.0,293.0,n/e,n/e,28.0,416.0,36.0,921.0,31.0,n/e,4098.0,429.0,179.0,0.0,905.0,1167.0,4229.0,2022-03-06,DE
01:00 - 01:15,4652.0,12708.0,n/e,4540.0,11381.0,293.0,n/e,n/e,28.0,797.0,99.0,923.0,147.0,n/e,4107.0,429.0,179.0,0.0,904.0,1197.0,4093.0,2022-03-06,DE
01:15 - 01:30,4647.0,12700.0,n/e,4542.0,11421.0,293.0,n/e,n/e,28.0,488.0,214.0,928.0,132.0,n/e,4111.0,429.0,179.0,0.0,902.0,1183.0,4018.0,2022-03-06,DE
01:30 - 01:45,4626.0,12821.0,n/e,4463.0,11433.0,293.0,n/e,n/e,28.0,424.0,427.0,928.0,112.0,n/e,4109.0,429.0,179.0,0.0,905.0,1213.0,3926.0,2022-03-06,DE
01:45 - 02:00,4617.0,12924.0,n/e,4434.0,11385.0,293.0,n/e,n/e,28.0,199.0,643.0,927.0,88.0,n/e,4108.0,429.0,179.0,0.0,904.0,1224.0,3861.0,2022-03-06,DE
02:00 - 02:15,4624.0,12945.0,n/e,4319.0,11325.0,293.0,n/e,n/e,28.0,185.0,594.0,926.0,82.0,n/e,4111.0,429.0,179.0,0.0,902.0,1236.0,3817.0,2022-03-06,DE
02:15 - 02:30,4624.0,12922.0,n/e,4335.0,11112.0,293.0,n/e,n/e,29.0,151.0,679.0,922.0,53.0,n/e,4108.0,429.0,179.0,0.0,899.0,1298.0,3853.0,2022-03-06,DE
02:30 - 02:45,4613.0,12967.0,n/e,4332.0,11135.0,293.0,n/e,n/e,29.0,113.0,970.0,920.0,32.0,n/e,4108.0,435.0,179.0,0.0,899.0,1340.0,3899.0,2022-03-06,DE
02:45 - 03:00,4607.0,12932.0,n/e,4321.0,11150.0,293.0,n/e,n/e,29.0,119.0,1290.0,917.0,52.0,n/e,4108.0,435.0,179.0,0.0,897.0,1282.0,3937.0,2022-03-06,DE
03:00 - 03:15,4600.0,12969.0,n/e,4320.0,11149.0,293.0,n/e,n/e,28.0,182.0,1483.0,920.0,126.0,n/e,4113.0,435.0,179.0,0.0,895.0,1140.0,4039.0,2022-03-06,DE
03:15 - 03:30,4599.0,12922.0,n/e,4306.0,11167.0,293.0,n/e,n/e,28.0,166.0,1394.0,914.0,18.0,n/e,4112.0,435.0,179.0,0.0,897.0,1028.0,4087.0,2022-03-06,DE
03:30 - 03:45,4600.0,12850.0,n/e,4317.0,11182.0,293.0,n/e,n/e,28.0,173.0,1453.0,915.0,15.0,n/e,4114.0,435.0,179.0,0.0,895.0,1029.0,4197.0,2022-03-06,DE
03:45 - 04:00,4610.0,12827.0,n/e,4316.0,11195.0,293.0,n/e,n/e,28.0,197.0,1558.0,918.0,14.0,n/e,4110.0,435.0,179.0,0.0,890.0,953.0,4291.0,2022-03-06,DE
04:00 - 04:15,4609.0,12817.0,n/e,4322.0,11180.0,293.0,n/e,n/e,28.0,67.0,1406.0,919.0,38.0,n/e,4112.0,435.0,179.0,0.0,883.0,905.0,4286.0,2022-03-06,DE
04:15 - 04:30,4607.0,12870.0,n/e,4337.0,11184.0,293.0,n/e,n/e,28.0,64.0,1462.0,921.0,35.0,n/e,4113.0,435.0,179.0,0.0,889.0,881.0,4254.0,2022-03-06,DE
04:30 - 04:45,4619.0,12880.0,n/e,4341.0,11185.0,293.0,n/e,n/e,28.0,64.0,1316.0,917.0,38.0,n/e,4110.0,435.0,179.0,0.0,895.0,847.0,4332.0,2022-03-06,DE
04:45 - 05:00,4615.0,12961.0,n/e,4355.0,11182.0,293.0,n/e,n/e,28.0,59.0,1574.0,914.0,31.0,n/e,4107.0,435.0,179.0,0.0,896.0,818.0,4498.0,2022-03-06,DE
05:00 - 05:15,4628.0,13080.0,n/e,4382.0,11221.0,293.0,n/e,n/e,28.0,127.0,800.0,912.0,46.0,n/e,4110.0,435.0,179.0,0.0,895.0,763.0,4613.0,2022-03-06,DE
05:15 - 05:30,4622.0,13162.0,n/e,4377.0,11251.0,293.0,n/e,n/e,28.0,135.0,927.0,908.0,51.0,n/e,4110.0,435.0,179.0,0.0,900.0,724.0,4661.0,2022-03-06,DE
05:30 - 05:45,4624.0,13254.0,n/e,4398.0,11192.0,293.0,n/e,n/e,28.0,177.0,949.0,906.0,41.0,n/e,4111.0,435.0,179.0,0.0,901.0,680.0,4767.0,2022-03-06,DE
05:45 - 06:00,4633.0,13192.0,n/e,4371.0,11210.0,293.0,n/e,n/e,28.0,149.0,1122.0,905.0,39.0,n/e,4113.0,435.0,179.0,0.0,897.0,668.0,4875.0,2022-03-06,DE
06:00 - 06:15,4671.0,12940.0,n/e,4381.0,11285.0,293.0,n/e,n/e,28.0,104.0,850.0,902.0,37.0,n/e,4101.0,435.0,179.0,0.0,899.0,600.0,4995.0,2022-03-06,DE
06:15 - 06:30,4691.0,12994.0,n/e,4372.0,11295.0,293.0,n/e,n/e,27.0,227.0,774.0,893.0,42.0,n/e,4111.0,435.0,179.0,0.0,901.0,552.0,5011.0,2022-03-06,DE
06:30 - 06:45,4705.0,13051.0,n/e,4385.0,11194.0,293.0,n/e,n/e,27.0,493.0,636.0,890.0,39.0,n/e,4113.0,435.0,179.0,2.0,897.0,451.0,4998.0,2022-03-06,DE
06:45 - 07:00,4716.0,13179.0,n/e,4399.0,11105.0,293.0,n/e,n/e,27.0,516.0,544.0,888.0,36.0,n/e,4113.0,435.0,179.0,47.0,896.0,397.0,4966.0,2022-03-06,DE
07:00 - 07:15,4745.0,13404.0,n/e,4391.0,11071.0,293.0,n/e,n/e,27.0,622.0,370.0,892.0,71.0,n/e,4114.0,435.0,179.0,272.0,898.0,325.0,4961.0,2022-03-06,DE
07:15 - 07:30,4755.0,13460.0,n/e,4391.0,11019.0,293.0,n/e,n/e,27.0,907.0,361.0,894.0,97.0,n/e,4111.0,435.0,179.0,817.0,901.0,277.0,4888.0,2022-03-06,DE
07:30 - 07:45,4769.0,13541.0,n/e,4436.0,10983.0,293.0,n/e,n/e,27.0,861.0,352.0,894.0,107.0,n/e,4112.0,435.0,179.0,1661.0,901.0,254.0,4710.0,2022-03-06,DE
07:45 - 08:00,4759.0,13547.0,n/e,4450.0,10930.0,293.0,n/e,n/e,27.0,1199.0,442.0,891.0,136.0,n/e,4114.0,435.0,179.0,2738.0,902.0,203.0,4447.0,2022-03-06,DE
08:00 - 08:15,4752.0,13498.0,n/e,4372.0,10935.0,293.0,n/e,n/e,27.0,2263.0,269.0,893.0,72.0,n/e,4104.0,435.0,179.0,3971.0,902.0,196.0,4151.0,2022-03-06,DE
08:15 - 08:30,4749.0,13461.0,n/e,4243.0,10931.0,304.0,n/e,n/e,27.0,2358.0,512.0,891.0,82.0,n/e,4103.0,435.0,179.0,5399.0,902.0,204.0,3817.0,2022-03-06,DE
08:30 - 08:45,4753.0,13509.0,n/e,4235.0,10924.0,357.0,n/e,n/e,27.0,1928.0,474.0,890.0,63.0,n/e,4103.0,435.0,179.0,6938.0,901.0,215.0,3452.0,2022-03-06,DE
08:45 - 09:00,4750.0,13528.0,n/e,4281.0,10927.0,357.0,n/e,n/e,26.0,1475.0,593.0,889.0,73.0,n/e,4107.0,435.0,179.0,8521.0,901.0,244.0,3058.0,2022-03-06,DE
09:00 - 09:15,4713.0,13486.0,n/e,4070.0,10866.0,354.0,n/e,n/e,26.0,360.0,3092.0,884.0,62.0,n/e,4113.0,435.0,179.0,10050.0,898.0,272.0,2753.0,2022-03-06,DE
09:15 - 09:30,4705.0,13413.0,n/e,4021.0,10786.0,294.0,n/e,n/e,26.0,150.0,4359.0,882.0,47.0,n/e,4109.0,435.0,179.0,11620.0,896.0,280.0,2469.0,2022-03-06,DE
09:30 - 09:45,4712.0,13431.0,n/e,4030.0,10780.0,293.0,n/e,n/e,26.0,31.0,5049.0,884.0,45.0,n/e,4073.0,435.0,179.0,13000.0,897.0,242.0,2361.0,2022-03-06,DE
09:45 - 10:00,4714.0,13507.0,n/e,4033.0,10692.0,293.0,n/e,n/e,26.0,1.0,5461.0,882.0,34.0,n/e,4013.0,435.0,179.0,14398.0,905.0,217.0,2258.0,2022-03-06,DE
10:00 - 10:15,4686.0,13414.0,n/e,4003.0,10790.0,293.0,n/e,n/e,26.0,198.0,3104.0,882.0,134.0,n/e,4007.0,441.0,182.0,15613.0,907.0,245.0,2243.0,2022-03-06,DE
10:15 - 10:30,4681.0,13436.0,n/e,4056.0,10716.0,293.0,n/e,n/e,26.0,129.0,3126.0,881.0,73.0,n/e,4003.0,441.0,182.0,16556.0,900.0,241.0,2372.0,2022-03-06,DE
10:30 - 10:45,4692.0,13462.0,n/e,4136.0,10674.0,293.0,n/e,n/e,26.0,5.0,3605.0,883.0,54.0,n/e,3993.0,442.0,182.0,17070.0,897.0,266.0,2597.0,2022-03-06,DE
10:45 - 11:00,4693.0,13353.0,n/e,4094.0,10678.0,293.0,n/e,n/e,26.0,120.0,4450.0,884.0,100.0,n/e,3984.0,441.0,182.0,17461.0,902.0,329.0,2777.0,2022-03-06,DE
11:00 - 11:15,4670.0,13211.0,n/e,3878.0,10675.0,293.0,n/e,n/e,26.0,138.0,4360.0,886.0,123.0,n/e,3988.0,441.0,182.0,17617.0,905.0,417.0,2867.0,2022-03-06,DE
11:15 - 11:30,4663.0,13181.0,n/e,3877.0,10682.0,293.0,n/e,n/e,26.0,152.0,4038.0,885.0,40.0,n/e,3982.0,441.0,182.0,17651.0,903.0,496.0,2905.0,2022-03-06,DE
11:30 - 11:45,4669.0,13156.0,n/e,3852.0,10676.0,293.0,n/e,n/e,26.0,138.0,3823.0,884.0,66.0,n/e,3984.0,441.0,182.0,17630.0,901.0,566.0,2881.0,2022-03-06,DE
11:45 - 12:00,4661.0,13111.0,n/e,3857.0,10681.0,293.0,n/e,n/e,26.0,227.0,4237.0,885.0,55.0,n/e,3984.0,441.0,182.0,17739.0,901.0,708.0,2993.0,2022-03-06,DE
12:00 - 12:15,4631.0,12994.0,n/e,3988.0,10675.0,293.0,n/e,n/e,26.0,77.0,3916.0,888.0,60.0,n/e,3986.0,441.0,182.0,17687.0,906.0,844.0,3035.0,2022-03-06,DE
12:15 - 12:30,4627.0,13040.0,n/e,3997.0,10680.0,293.0,n/e,n/e,26.0,8.0,4120.0,890.0,53.0,n/e,3986.0,441.0,182.0,17568.0,905.0,881.0,3010.0,2022-03-06,DE
12:30 - 12:45,4628.0,13030.0,n/e,3972.0,10687.0,293.0,n/e,n/e,26.0,4.0,4377.0,893.0,54.0,n/e,3984.0,441.0,182.0,17366.0,902.0,868.0,3165.0,2022-03-06,DE
12:45 - 13:00,4618.0,13185.0,n/e,3907.0,10650.0,293.0,n/e,n/e,26.0,18.0,5027.0,893.0,131.0,n/e,3983.0,441.0,182.0,17093.0,902.0,848.0,3281.0,2022-03-06,DE
13:00 - 13:15,4610.0,13300.0,n/e,3670.0,10645.0,293.0,n/e,n/e,26.0,12.0,5614.0,893.0,97.0,n/e,3984.0,441.0,182.0,16529.0,907.0,826.0,3532.0,2022-03-06,DE
13:15 - 13:30,4619.0,13278.0,n/e,3629.0,10650.0,293.0,n/e,n/e,26.0,12.0,5830.0,891.0,62.0,n/e,3983.0,441.0,182.0,15979.0,907.0,861.0,3729.0,2022-03-06,DE
13:30 - 13:45,4616.0,13282.0,n/e,3613.0,10548.0,293.0,n/e,n/e,26.0,10.0,5998.0,889.0,56.0,n/e,3984.0,441.0,182.0,15356.0,900.0,933.0,3910.0,2022-03-06,DE
13:45 - 14:00,4629.0,13276.0,n/e,3592.0,10553.0,293.0,n/e,n/e,26.0,4.0,6012.0,889.0,31.0,n/e,3986.0,441.0,182.0,14630.0,899.0,994.0,4192.0,2022-03-06,DE
14:00 - 14:15,4631.0,13449.0,n/e,3570.0,10546.0,293.0,n/e,n/e,26.0,12.0,6115.0,886.0,27.0,n/e,3993.0,441.0,182.0,13871.0,899.0,1028.0,4502.0,2022-03-06,DE
14:15 - 14:30,4632.0,13583.0,n/e,3606.0,10540.0,293.0,n/e,n/e,26.0,11.0,6118.0,886.0,55.0,n/e,3993.0,436.0,182.0,13217.0,901.0,995.0,4709.0,2022-03-06,DE
14:30 - 14:45,4636.0,13618.0,n/e,3623.0,10553.0,293.0,n/e,n/e,26.0,11.0,6107.0,885.0,23.0,n/e,4028.0,436.0,182.0,12325.0,903.0,965.0,4861.0,2022-03-06,DE
14:45 - 15:00,4643.0,13622.0,n/e,3637.0,10696.0,293.0,n/e,n/e,26.0,10.0,5950.0,881.0,21.0,n/e,4023.0,436.0,182.0,11467.0,899.0,1066.0,5019.0,2022-03-06,DE
15:00 - 15:15,4651.0,13633.0,n/e,3802.0,10802.0,293.0,n/e,n/e,26.0,12.0,5449.0,876.0,71.0,n/e,4033.0,436.0,182.0,10571.0,902.0,1216.0,5252.0,2022-03-06,DE
15:15 - 15:30,4658.0,13707.0,n/e,3917.0,11000.0,293.0,n/e,n/e,26.0,11.0,4970.0,875.0,56.0,n/e,4065.0,435.0,182.0,9516.0,900.0,1227.0,5334.0,2022-03-06,DE
15:30 - 15:45,4673.0,13682.0,n/e,3981.0,11066.0,293.0,n/e,n/e,26.0,12.0,4665.0,875.0,33.0,n/e,4085.0,436.0,182.0,8400.0,903.0,1315.0,5389.0,2022-03-06,DE
15:45 - 16:00,4681.0,13662.0,n/e,4109.0,11163.0,293.0,n/e,n/e,26.0,161.0,4328.0,878.0,50.0,n/e,4094.0,435.0,182.0,7289.0,906.0,1400.0,5441.0,2022-03-06,DE
16:00 - 16:15,4728.0,13709.0,n/e,4464.0,11328.0,293.0,n/e,n/e,26.0,86.0,3960.0,878.0,24.0,n/e,4095.0,435.0,182.0,6144.0,908.0,1523.0,5328.0,2022-03-06,DE
16:15 - 16:30,4754.0,13698.0,n/e,4886.0,11387.0,293.0,n/e,n/e,26.0,83.0,2515.0,879.0,45.0,n/e,4099.0,436.0,182.0,5020.0,907.0,1500.0,5363.0,2022-03-06,DE
16:30 - 16:45,4754.0,13704.0,n/e,5235.0,11407.0,293.0,n/e,n/e,26.0,247.0,1951.0,880.0,59.0,n/e,4099.0,436.0,182.0,3926.0,908.0,1481.0,5234.0,2022-03-06,DE
16:45 - 17:00,4763.0,13717.0,n/e,5565.0,11439.0,293.0,n/e,n/e,26.0,403.0,1091.0,881.0,81.0,n/e,4097.0,436.0,182.0,2955.0,904.0,1600.0,5220.0,2022-03-06,DE
17:00 - 17:15,4812.0,13706.0,n/e,6095.0,11509.0,293.0,n/e,n/e,26.0,141.0,1687.0,879.0,28.0,n/e,4093.0,436.0,182.0,2040.0,911.0,1685.0,5189.0,2022-03-06,DE
17:15 - 17:30,4848.0,13742.0,n/e,6406.0,11557.0,293.0,n/e,n/e,26.0,300.0,714.0,880.0,49.0,n/e,4098.0,436.0,182.0,1279.0,908.0,1678.0,5096.0,2022-03-06,DE
17:30 - 17:45,4874.0,13730.0,n/e,6521.0,11589.0,293.0,n/e,n/e,26.0,578.0,29.0,879.0,157.0,n/e,4099.0,436.0,182.0,670.0,908.0,1718.0,4928.0,2022-03-06,DE
17:45 - 18:00,4918.0,13770.0,n/e,6616.0,11616.0,293.0,n/e,n/e,26.0,1327.0,14.0,876.0,98.0,n/e,4099.0,435.0,182.0,253.0,906.0,1779.0,4935.0,2022-03-06,DE
18:00 - 18:15,4966.0,13780.0,n/e,6792.0,11613.0,293.0,n/e,n/e,26.0,466.0,104.0,873.0,91.0,n/e,4094.0,435.0,182.0,57.0,907.0,1784.0,5020.0,2022-03-06,DE
18:15 - 18:30,5001.0,13834.0,n/e,6854.0,11620.0,293.0,n/e,n/e,26.0,1155.0,26.0,868.0,153.0,n/e,4099.0,436.0,182.0,4.0,906.0,1741.0,4988.0,2022-03-06,DE
18:30 - 18:45,5000.0,13802.0,n/e,6882.0,11609.0,293.0,n/e,n/e,26.0,1784.0,17.0,869.0,163.0,n/e,4103.0,436.0,182.0,0.0,902.0,1672.0,4930.0,2022-03-06,DE
18:45 - 19:00,5008.0,13842.0,n/e,6887.0,11621.0,293.0,n/e,n/e,26.0,2150.0,13.0,868.0,198.0,n/e,4105.0,436.0,182.0,0.0,901.0,1585.0,4924.0,2022-03-06,DE
19:00 - 19:15,5020.0,13914.0,n/e,6967.0,11560.0,293.0,n/e,n/e,26.0,2921.0,7.0,869.0,176.0,n/e,4099.0,436.0,182.0,0.0,873.0,1544.0,4995.0,2022-03-06,DE
19:15 - 19:30,5015.0,14061.0,n/e,6964.0,11548.0,293.0,n/e,n/e,26.0,2573.0,6.0,870.0,140.0,n/e,4101.0,436.0,182.0,0.0,875.0,1541.0,4997.0,2022-03-06,DE
19:30 - 19:45,5002.0,14041.0,n/e,6983.0,11553.0,293.0,n/e,n/e,26.0,2493.0,9.0,867.0,158.0,n/e,4101.0,436.0,182.0,0.0,877.0,1500.0,5007.0,2022-03-06,DE
19:45 - 20:00,4968.0,14040.0,n/e,6962.0,11565.0,293.0,n/e,n/e,26.0,1858.0,9.0,861.0,98.0,n/e,4100.0,436.0,182.0,0.0,873.0,1433.0,4952.0,2022-03-06,DE
20:00 - 20:15,4934.0,14064.0,n/e,6908.0,11572.0,293.0,n/e,n/e,26.0,2241.0,13.0,861.0,225.0,n/e,4104.0,436.0,182.0,0.0,876.0,1360.0,4903.0,2022-03-06,DE
20:15 - 20:30,4936.0,14052.0,n/e,6941.0,11567.0,293.0,n/e,n/e,26.0,1486.0,16.0,856.0,225.0,n/e,4104.0,436.0,182.0,0.0,879.0,1282.0,4825.0,2022-03-06,DE
20:30 - 20:45,4932.0,14138.0,n/e,6945.0,11592.0,293.0,n/e,n/e,26.0,819.0,122.0,860.0,139.0,n/e,4103.0,436.0,182.0,0.0,880.0,1247.0,4840.0,2022-03-06,DE
20:45 - 21:00,4925.0,14180.0,n/e,6933.0,11571.0,293.0,n/e,n/e,26.0,550.0,257.0,864.0,79.0,n/e,4103.0,436.0,182.0,0.0,880.0,1171.0,4856.0,2022-03-06,DE
21:00 - 21:15,4887.0,14233.0,n/e,6922.0,11547.0,293.0,n/e,n/e,26.0,1318.0,56.0,869.0,142.0,n/e,4102.0,436.0,182.0,0.0,880.0,1116.0,4867.0,2022-03-06,DE
21:15 - 21:30,4878.0,14180.0,n/e,6921.0,11563.0,293.0,n/e,n/e,27.0,911.0,89.0,867.0,117.0,n/e,4101.0,436.0,182.0,0.0,879.0,1055.0,4886.0,2022-03-06,DE
21:30 - 21:45,4849.0,14268.0,n/e,6968.0,11571.0,293.0,n/e,n/e,27.0,534.0,129.0,867.0,118.0,n/e,4103.0,436.0,182.0,0.0,877.0,998.0,4893.0,2022-03-06,DE
21:45 - 22:00,4842.0,14205.0,n/e,6940.0,11553.0,293.0,n/e,n/e,27.0,515.0,84.0,863.0,122.0,n/e,4107.0,437.0,182.0,0.0,877.0,944.0,4899.0,2022-03-06,DE
22:00 - 22:15,4791.0,14045.0,n/e,6916.0,11530.0,293.0,n/e,n/e,27.0,977.0,21.0,861.0,211.0,n/e,4108.0,437.0,182.0,0.0,872.0,886.0,4737.0,2022-03-06,DE
22:15 - 22:30,4775.0,13811.0,n/e,6912.0,11545.0,293.0,n/e,n/e,28.0,805.0,21.0,865.0,166.0,n/e,4115.0,437.0,182.0,0.0,877.0,827.0,4611.0,2022-03-06,DE
22:30 - 22:45,4772.0,13658.0,n/e,6901.0,11538.0,293.0,n/e,n/e,28.0,1154.0,18.0,867.0,165.0,n/e,4114.0,437.0,182.0,0.0,878.0,740.0,4525.0,2022-03-06,DE
