MTU,Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),date,country
07:00 - 08:00,99.0,4405.0,11.0,1493.0,8309.0,190.0,n/e,n/e,n/e,20.0,,161.0,0.0,n/e,n/e,n/e,n/e,428,n/e,n/e,1018.0,2020-07-22,PL
08:00 - 09:00,99.0,3767.0,11.0,1471.0,8693.0,185.0,n/e,n/e,n/e,150.0,,174.0,45.0,n/e,n/e,n/e,n/e,718,n/e,n/e,1440.0,2020-07-22,PL
09:00 - 10:00,99.0,3135.0,10.0,1477.0,8767.0,192.0,n/e,n/e,n/e,119.0,,184.0,52.0,n/e,n/e,n/e,n/e,1036,n/e,n/e,1866.0,2020-07-22,PL
10:00 - 11:00,99.0,3099.0,10.0,1482.0,8742.0,197.0,n/e,n/e,n/e,110.0,,187.0,52.0,n/e,n/e,n/e,n/e,1269,n/e,n/e,1907.0,2020-07-22,PL
11:00 - 12:00,99.0,3169.0,10.0,1487.0,9024.0,195.0,n/e,n/e,n/e,104.0,,187.0,52.0,n/e,n/e,n/e,n/e,1321,n/e,n/e,2034.0,2020-07-22,PL
12:00 - 13:00,99.0,3107.0,10.0,1480.0,9121.0,195.0,n/e,n/e,n/e,80.0,,183.0,51.0,n/e,n/e,n/e,n/e,1268,n/e,n/e,2055.0,2020-07-22,PL
13:00 - 14:00,99.0,3181.0,11.0,1476.0,8964.0,195.0,n/e,n/e,n/e,75.0,,182.0,51.0,n/e,n/e,n/e,n/e,1184,n/e,n/e,2103.0,2020-07-22,PL
14:00 - 15:00,99.0,3140.0,10.0,1476.0,8793.0,194.0,n/e,n/e,n/e,9.0,,184.0,6.0,n/e,n/e,n/e,n/e,1070,n/e,n/e,2133.0,2020-07-22,PL
15:00 - 16:00,99.0,3161.0,11.0,1469.0,8800.0,193.0,n/e,n/e,n/e,0.0,,178.0,0.0,n/e,n/e,n/e,n/e,917,n/e,n/e,2004.0,2020-07-22,PL
16:00 - 17:00,99.0,3176.0,11.0,1468.0,8874.0,189.0,n/e,n/e,n/e,0.0,,170.0,0.0,n/e,n/e,n/e,n/e,703,n/e,n/e,1802.0,2020-07-22,PL
17:00 - 18:00,99.0,3197.0,11.0,1467.0,8902.0,189.0,n/e,n/e,n/e,79.0,,166.0,0.0,n/e,n/e,n/e,n/e,454,n/e,n/e,1536.0,2020-07-22,PL
18:00 - 19:00,99.0,3647.0,11.0,1484.0,8772.0,187.0,n/e,n/e,n/e,91.0,,184.0,0.0,n/e,n/e,n/e,n/e,214,n/e,n/e,1199.0,2020-07-22,PL
19:00 - 20:00,99.0,4094.0,11.0,1487.0,8940.0,186.0,n/e,n/e,n/e,82.0,,188.0,0.0,n/e,n/e,n/e,n/e,41,n/e,n/e,848.0,2020-07-22,PL
20:00 - 21:00,99.0,4158.0,11.0,1464.0,9092.0,185.0,n/e,n/e,n/e,97.0,,189.0,0.0,n/e,n/e,n/e,n/e,2,n/e,n/e,592.0,2020-07-22,PL
21:00 - 22:00,99.0,4659.0,11.0,1482.0,8569.0,185.0,n/e,n/e,n/e,13.0,,189.0,45.0,n/e,n/e,n/e,n/e,0,n/e,n/e,614.0,2020-07-22,PL
22:00 - 23:00,89.0,4496.0,11.0,1452.0,7290.0,185.0,n/e,n/e,n/e,0.0,,183.0,52.0,n/e,n/e,n/e,n/e,0,n/e,n/e,626.0,2020-07-22,PL
23:00 - 00:00,75.0,4049.0,11.0,1435.0,6539.0,187.0,n/e,n/e,n/e,0.0,,169.0,6.0,n/e,n/e,n/e,n/e,0,n/e,n/e,521.0,2020-07-22,PL
00:00 - 01:00,73.0,3532.0,11.0,1420.0,6468.0,187.0,n/e,n/e,n/e,0.0,,170.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,534.0,2020-07-23,PL
01:00 - 02:00,73.0,3333.0,11.0,1420.0,6499.0,187.0,n/e,n/e,n/e,0.0,,170.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,584.0,2020-07-23,PL
02:00 - 03:00,73.0,3277.0,11.0,1422.0,6543.0,187.0,n/e,n/e,n/e,0.0,,170.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,613.0,2020-07-23,PL
03:00 - 04:00,73.0,3292.0,11.0,1423.0,6637.0,188.0,n/e,n/e,n/e,0.0,,168.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,560.0,2020-07-23,PL
04:00 - 05:00,75.0,3306.0,11.0,1421.0,6677.0,188.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,1,n/e,n/e,495.0,2020-07-23,PL
05:00 - 06:00,84.0,3236.0,11.0,1425.0,6713.0,188.0,n/e,n/e,n/e,0.0,,167.0,0.0,n/e,n/e,n/e,n/e,18,n/e,n/e,452.0,2020-07-23,PL
06:00 - 07:00,93.0,3856.0,11.0,1470.0,7549.0,187.0,n/e,n/e,n/e,0.0,,171.0,0.0,n/e,n/e,n/e,n/e,99,n/e,n/e,355.0,2020-07-23,PL
07:00 - 08:00,99.0,3862.0,11.0,1495.0,8765.0,186.0,n/e,n/e,n/e,0.0,,170.0,0.0,n/e,n/e,n/e,n/e,227,n/e,n/e,233.0,2020-07-23,PL
08:00 - 09:00,99.0,3876.0,10.0,1496.0,9481.0,186.0,n/e,n/e,n/e,79.0,,187.0,0.0,n/e,n/e,n/e,n/e,396,n/e,n/e,334.0,2020-07-23,PL
09:00 - 10:00,99.0,3787.0,8.0,1493.0,9799.0,187.0,n/e,n/e,n/e,183.0,,182.0,46.0,n/e,n/e,n/e,n/e,519,n/e,n/e,563.0,2020-07-23,PL
10:00 - 11:00,99.0,3784.0,7.0,1479.0,9667.0,186.0,n/e,n/e,n/e,194.0,,190.0,52.0,n/e,n/e,n/e,n/e,682,n/e,n/e,716.0,2020-07-23,PL
11:00 - 12:00,99.0,3977.0,6.0,1483.0,9781.0,187.0,n/e,n/e,n/e,115.0,,191.0,52.0,n/e,n/e,n/e,n/e,806,n/e,n/e,842.0,2020-07-23,PL
12:00 - 13:00,98.0,4025.0,7.0,1488.0,9870.0,188.0,n/e,n/e,n/e,85.0,,196.0,52.0,n/e,n/e,n/e,n/e,828,n/e,n/e,815.0,2020-07-23,PL
13:00 - 14:00,99.0,4050.0,9.0,1494.0,9835.0,187.0,n/e,n/e,n/e,82.0,,194.0,52.0,n/e,n/e,n/e,n/e,746,n/e,n/e,819.0,2020-07-23,PL
14:00 - 15:00,98.0,4161.0,10.0,1492.0,9516.0,186.0,n/e,n/e,n/e,10.0,,198.0,6.0,n/e,n/e,n/e,n/e,647,n/e,n/e,812.0,2020-07-23,PL
15:00 - 16:00,98.0,4287.0,10.0,1492.0,9365.0,187.0,n/e,n/e,n/e,0.0,,199.0,0.0,n/e,n/e,n/e,n/e,575,n/e,n/e,737.0,2020-07-23,PL
16:00 - 17:00,99.0,4275.0,10.0,1485.0,9320.0,188.0,n/e,n/e,n/e,0.0,,199.0,0.0,n/e,n/e,n/e,n/e,468,n/e,n/e,573.0,2020-07-23,PL
17:00 - 18:00,98.0,4204.0,10.0,1486.0,9187.0,189.0,n/e,n/e,n/e,144.0,,200.0,0.0,n/e,n/e,n/e,n/e,303,n/e,n/e,452.0,2020-07-23,PL
18:00 - 19:00,98.0,3938.0,10.0,1486.0,9040.0,189.0,n/e,n/e,n/e,100.0,,199.0,0.0,n/e,n/e,n/e,n/e,154,n/e,n/e,355.0,2020-07-23,PL
19:00 - 20:00,98.0,3869.0,10.0,1453.0,9178.0,191.0,n/e,n/e,n/e,81.0,,197.0,0.0,n/e,n/e,n/e,n/e,35,n/e,n/e,262.0,2020-07-23,PL
20:00 - 21:00,98.0,3978.0,10.0,1455.0,9254.0,191.0,n/e,n/e,n/e,27.0,,196.0,45.0,n/e,n/e,n/e,n/e,3,n/e,n/e,221.0,2020-07-23,PL
21:00 - 22:00,98.0,4416.0,10.0,1460.0,8939.0,190.0,n/e,n/e,n/e,2.0,,193.0,52.0,n/e,n/e,n/e,n/e,0,n/e,n/e,225.0,2020-07-23,PL
22:00 - 23:00,89.0,4448.0,11.0,1457.0,7608.0,190.0,n/e,n/e,n/e,68.0,,165.0,52.0,n/e,n/e,n/e,n/e,0,n/e,n/e,263.0,2020-07-23,PL
23:00 - 00:00,74.0,4376.0,11.0,1460.0,6685.0,188.0,n/e,n/e,n/e,10.0,,164.0,6.0,n/e,n/e,n/e,n/e,0,n/e,n/e,333.0,2020-07-23,PL
00:00 - 01:00,73.0,4540.0,11.0,1460.0,6337.0,188.0,n/e,n/e,n/e,0.0,,171.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,444.0,2020-07-24,PL
01:00 - 02:00,73.0,4496.0,11.0,1463.0,6338.0,187.0,n/e,n/e,n/e,0.0,,171.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,520.0,2020-07-24,PL
02:00 - 03:00,73.0,4165.0,11.0,1453.0,6234.0,188.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,619.0,2020-07-24,PL
03:00 - 04:00,73.0,3960.0,11.0,1450.0,6206.0,188.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,771.0,2020-07-24,PL
04:00 - 05:00,75.0,3759.0,11.0,1451.0,6238.0,188.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,5,n/e,n/e,845.0,2020-07-24,PL
05:00 - 06:00,84.0,3898.0,11.0,1446.0,6209.0,189.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,24,n/e,n/e,972.0,2020-07-24,PL
06:00 - 07:00,93.0,3852.0,11.0,1458.0,7405.0,190.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,146,n/e,n/e,1057.0,2020-07-24,PL
07:00 - 08:00,99.0,3697.0,11.0,1493.0,8649.0,190.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,372,n/e,n/e,963.0,2020-07-24,PL
08:00 - 09:00,99.0,4269.0,11.0,1501.0,8848.0,187.0,n/e,n/e,n/e,116.0,,177.0,46.0,n/e,n/e,n/e,n/e,664,n/e,n/e,798.0,2020-07-24,PL
09:00 - 10:00,99.0,4462.0,11.0,1488.0,8777.0,189.0,n/e,n/e,n/e,273.0,,182.0,52.0,n/e,n/e,n/e,n/e,902,n/e,n/e,794.0,2020-07-24,PL
10:00 - 11:00,98.0,4641.0,11.0,1480.0,8692.0,189.0,n/e,n/e,n/e,105.0,,187.0,52.0,n/e,n/e,n/e,n/e,1034,n/e,n/e,859.0,2020-07-24,PL
11:00 - 12:00,98.0,4695.0,11.0,1469.0,8590.0,189.0,n/e,n/e,n/e,98.0,,199.0,52.0,n/e,n/e,n/e,n/e,1128,n/e,n/e,1079.0,2020-07-24,PL
12:00 - 13:00,99.0,4436.0,11.0,1471.0,8661.0,189.0,n/e,n/e,n/e,100.0,,203.0,41.0,n/e,n/e,n/e,n/e,1149,n/e,n/e,1240.0,2020-07-24,PL
13:00 - 14:00,99.0,3930.0,10.0,1478.0,8780.0,190.0,n/e,n/e,n/e,370.0,,206.0,40.0,n/e,n/e,n/e,n/e,1076,n/e,n/e,1257.0,2020-07-24,PL
14:00 - 15:00,98.0,3860.0,10.0,1476.0,8812.0,187.0,n/e,n/e,n/e,355.0,,208.0,40.0,n/e,n/e,n/e,n/e,1005,n/e,n/e,1290.0,2020-07-24,PL
15:00 - 16:00,98.0,4187.0,10.0,1488.0,8933.0,185.0,n/e,n/e,n/e,181.0,,203.0,40.0,n/e,n/e,n/e,n/e,866,n/e,n/e,1139.0,2020-07-24,PL
16:00 - 17:00,98.0,4395.0,11.0,1477.0,8885.0,184.0,n/e,n/e,n/e,169.0,,197.0,5.0,n/e,n/e,n/e,n/e,630,n/e,n/e,999.0,2020-07-24,PL
17:00 - 18:00,98.0,4373.0,10.0,1477.0,8846.0,186.0,n/e,n/e,n/e,236.0,,200.0,0.0,n/e,n/e,n/e,n/e,385,n/e,n/e,943.0,2020-07-24,PL
18:00 - 19:00,98.0,4169.0,10.0,1471.0,8692.0,186.0,n/e,n/e,n/e,315.0,,197.0,0.0,n/e,n/e,n/e,n/e,173,n/e,n/e,739.0,2020-07-24,PL
19:00 - 20:00,98.0,4218.0,11.0,1447.0,8868.0,185.0,n/e,n/e,n/e,181.0,,198.0,0.0,n/e,n/e,n/e,n/e,32,n/e,n/e,544.0,2020-07-24,PL
20:00 - 21:00,98.0,4344.0,11.0,1441.0,8820.0,187.0,n/e,n/e,n/e,28.0,,206.0,0.0,n/e,n/e,n/e,n/e,5,n/e,n/e,708.0,2020-07-24,PL
21:00 - 22:00,99.0,4299.0,11.0,1444.0,8277.0,186.0,n/e,n/e,n/e,3.0,,204.0,45.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1052.0,2020-07-24,PL
22:00 - 23:00,88.0,3872.0,11.0,1441.0,7147.0,185.0,n/e,n/e,n/e,0.0,,185.0,52.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1523.0,2020-07-24,PL
23:00 - 00:00,75.0,3923.0,11.0,1449.0,6548.0,185.0,n/e,n/e,n/e,0.0,,174.0,6.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1696.0,2020-07-24,PL
00:00 - 01:00,73.0,3210.0,11.0,1431.0,6330.0,186.0,n/e,n/e,n/e,0.0,,177.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1572.0,2020-07-25,PL
01:00 - 02:00,73.0,3256.0,11.0,1429.0,6218.0,187.0,n/e,n/e,n/e,0.0,,181.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1450.0,2020-07-25,PL
02:00 - 03:00,73.0,3454.0,11.0,1426.0,6222.0,184.0,n/e,n/e,n/e,0.0,,180.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1277.0,2020-07-25,PL
03:00 - 04:00,73.0,3498.0,11.0,1422.0,6225.0,184.0,n/e,n/e,n/e,0.0,,180.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1213.0,2020-07-25,PL
04:00 - 05:00,75.0,3480.0,11.0,1431.0,6335.0,184.0,n/e,n/e,n/e,0.0,,181.0,0.0,n/e,n/e,n/e,n/e,6,n/e,n/e,1236.0,2020-07-25,PL
05:00 - 06:00,84.0,3195.0,11.0,1421.0,6266.0,184.0,n/e,n/e,n/e,0.0,,180.0,0.0,n/e,n/e,n/e,n/e,28,n/e,n/e,1201.0,2020-07-25,PL
06:00 - 07:00,93.0,3000.0,11.0,1429.0,6838.0,184.0,n/e,n/e,n/e,0.0,,182.0,0.0,n/e,n/e,n/e,n/e,172,n/e,n/e,962.0,2020-07-25,PL
07:00 - 08:00,98.0,2905.0,11.0,1466.0,7640.0,184.0,n/e,n/e,n/e,0.0,,181.0,0.0,n/e,n/e,n/e,n/e,398,n/e,n/e,691.0,2020-07-25,PL
08:00 - 09:00,98.0,2857.0,11.0,1486.0,7947.0,183.0,n/e,n/e,n/e,79.0,,180.0,0.0,n/e,n/e,n/e,n/e,665,n/e,n/e,777.0,2020-07-25,PL
09:00 - 10:00,98.0,2849.0,11.0,1481.0,8174.0,185.0,n/e,n/e,n/e,90.0,,202.0,45.0,n/e,n/e,n/e,n/e,960,n/e,n/e,917.0,2020-07-25,PL
10:00 - 11:00,98.0,2885.0,11.0,1474.0,8207.0,185.0,n/e,n/e,n/e,159.0,,208.0,52.0,n/e,n/e,n/e,n/e,1198,n/e,n/e,954.0,2020-07-25,PL
11:00 - 12:00,98.0,2897.0,10.0,1471.0,8282.0,184.0,n/e,n/e,n/e,104.0,,211.0,52.0,n/e,n/e,n/e,n/e,1314,n/e,n/e,891.0,2020-07-25,PL
12:00 - 13:00,98.0,3016.0,10.0,1480.0,8090.0,186.0,n/e,n/e,n/e,89.0,,208.0,52.0,n/e,n/e,n/e,n/e,1292,n/e,n/e,776.0,2020-07-25,PL
13:00 - 14:00,98.0,3011.0,10.0,1477.0,8085.0,185.0,n/e,n/e,n/e,170.0,,205.0,52.0,n/e,n/e,n/e,n/e,1129,n/e,n/e,602.0,2020-07-25,PL
14:00 - 15:00,98.0,3002.0,10.0,1477.0,8023.0,185.0,n/e,n/e,n/e,103.0,,213.0,6.0,n/e,n/e,n/e,n/e,953,n/e,n/e,430.0,2020-07-25,PL
15:00 - 16:00,98.0,2951.0,10.0,1475.0,8132.0,185.0,n/e,n/e,n/e,98.0,,214.0,0.0,n/e,n/e,n/e,n/e,793,n/e,n/e,310.0,2020-07-25,PL
16:00 - 17:00,98.0,2923.0,10.0,1478.0,8180.0,187.0,n/e,n/e,n/e,110.0,,214.0,0.0,n/e,n/e,n/e,n/e,587,n/e,n/e,253.0,2020-07-25,PL
17:00 - 18:00,98.0,2845.0,10.0,1473.0,8162.0,187.0,n/e,n/e,n/e,189.0,,208.0,0.0,n/e,n/e,n/e,n/e,382,n/e,n/e,209.0,2020-07-25,PL
18:00 - 19:00,98.0,2895.0,10.0,1481.0,7551.0,187.0,n/e,n/e,n/e,405.0,,204.0,0.0,n/e,n/e,n/e,n/e,184,n/e,n/e,151.0,2020-07-25,PL
19:00 - 20:00,98.0,2918.0,10.0,1453.0,7878.0,187.0,n/e,n/e,n/e,511.0,,204.0,0.0,n/e,n/e,n/e,n/e,36,n/e,n/e,101.0,2020-07-25,PL
20:00 - 21:00,98.0,2983.0,10.0,1448.0,7818.0,188.0,n/e,n/e,n/e,375.0,,203.0,0.0,n/e,n/e,n/e,n/e,1,n/e,n/e,137.0,2020-07-25,PL
21:00 - 22:00,98.0,3863.0,10.0,1452.0,7313.0,189.0,n/e,n/e,n/e,192.0,,201.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,228.0,2020-07-25,PL
22:00 - 23:00,97.0,3773.0,10.0,1422.0,6470.0,190.0,n/e,n/e,n/e,156.0,,194.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,361.0,2020-07-25,PL
23:00 - 00:00,77.0,3349.0,10.0,1444.0,6082.0,190.0,n/e,n/e,n/e,0.0,,191.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,576.0,2020-07-25,PL
00:00 - 01:00,73.0,2938.0,11.0,1467.0,6391.0,189.0,n/e,n/e,n/e,0.0,,187.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,920.0,2020-07-26,PL
01:00 - 02:00,73.0,2815.0,10.0,1472.0,6181.0,189.0,n/e,n/e,n/e,0.0,,184.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1143.0,2020-07-26,PL
02:00 - 03:00,73.0,2680.0,10.0,1475.0,5823.0,189.0,n/e,n/e,n/e,0.0,,184.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1385.0,2020-07-26,PL
03:00 - 04:00,73.0,2532.0,10.0,1446.0,5579.0,190.0,n/e,n/e,n/e,0.0,,183.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,1647.0,2020-07-26,PL
04:00 - 05:00,73.0,2284.0,11.0,1414.0,5461.0,189.0,n/e,n/e,n/e,0.0,,183.0,0.0,n/e,n/e,n/e,n/e,6,n/e,n/e,1933.0,2020-07-26,PL
05:00 - 06:00,73.0,2167.0,11.0,1411.0,5262.0,189.0,n/e,n/e,n/e,0.0,,182.0,0.0,n/e,n/e,n/e,n/e,27,n/e,n/e,2017.0,2020-07-26,PL
06:00 - 07:00,73.0,2254.0,11.0,1425.0,5701.0,189.0,n/e,n/e,n/e,0.0,,173.0,0.0,n/e,n/e,n/e,n/e,163,n/e,n/e,1763.0,2020-07-26,PL
07:00 - 08:00,73.0,2525.0,11.0,1469.0,6195.0,189.0,n/e,n/e,n/e,0.0,,171.0,0.0,n/e,n/e,n/e,n/e,388,n/e,n/e,1158.0,2020-07-26,PL
08:00 - 09:00,73.0,2534.0,11.0,1473.0,6559.0,189.0,n/e,n/e,n/e,193.0,,176.0,0.0,n/e,n/e,n/e,n/e,616,n/e,n/e,782.0,2020-07-26,PL
09:00 - 10:00,73.0,2532.0,11.0,1471.0,6688.0,189.0,n/e,n/e,n/e,107.0,,183.0,0.0,n/e,n/e,n/e,n/e,822,n/e,n/e,818.0,2020-07-26,PL
10:00 - 11:00,73.0,2300.0,11.0,1425.0,6462.0,189.0,n/e,n/e,n/e,108.0,,197.0,0.0,n/e,n/e,n/e,n/e,1035,n/e,n/e,1107.0,2020-07-26,PL
11:00 - 12:00,73.0,2135.0,13.0,1423.0,6193.0,189.0,n/e,n/e,n/e,32.0,,198.0,0.0,n/e,n/e,n/e,n/e,1193,n/e,n/e,1422.0,2020-07-26,PL
12:00 - 13:00,73.0,2107.0,14.0,1422.0,5971.0,190.0,n/e,n/e,n/e,155.0,,196.0,0.0,n/e,n/e,n/e,n/e,1117,n/e,n/e,1599.0,2020-07-26,PL
13:00 - 14:00,73.0,2144.0,14.0,1422.0,5923.0,189.0,n/e,n/e,n/e,163.0,,196.0,0.0,n/e,n/e,n/e,n/e,1021,n/e,n/e,1709.0,2020-07-26,PL
14:00 - 15:00,73.0,2153.0,14.0,1420.0,5930.0,189.0,n/e,n/e,n/e,132.0,,205.0,0.0,n/e,n/e,n/e,n/e,928,n/e,n/e,1652.0,2020-07-26,PL
15:00 - 16:00,73.0,2267.0,14.0,1418.0,6056.0,189.0,n/e,n/e,n/e,17.0,,206.0,0.0,n/e,n/e,n/e,n/e,766,n/e,n/e,1452.0,2020-07-26,PL
16:00 - 17:00,73.0,2357.0,15.0,1419.0,6147.0,189.0,n/e,n/e,n/e,0.0,,205.0,0.0,n/e,n/e,n/e,n/e,562,n/e,n/e,1287.0,2020-07-26,PL
17:00 - 18:00,73.0,2476.0,15.0,1422.0,6504.0,189.0,n/e,n/e,n/e,93.0,,205.0,0.0,n/e,n/e,n/e,n/e,331,n/e,n/e,931.0,2020-07-26,PL
18:00 - 19:00,73.0,2530.0,15.0,1440.0,6554.0,189.0,n/e,n/e,n/e,198.0,,187.0,0.0,n/e,n/e,n/e,n/e,145,n/e,n/e,437.0,2020-07-26,PL
19:00 - 20:00,73.0,2642.0,15.0,1442.0,6872.0,188.0,n/e,n/e,n/e,229.0,,184.0,46.0,n/e,n/e,n/e,n/e,27,n/e,n/e,405.0,2020-07-26,PL
20:00 - 21:00,73.0,2833.0,15.0,1453.0,7143.0,189.0,n/e,n/e,n/e,47.0,,200.0,53.0,n/e,n/e,n/e,n/e,2,n/e,n/e,448.0,2020-07-26,PL
21:00 - 22:00,73.0,3202.0,11.0,1470.0,7163.0,189.0,n/e,n/e,n/e,3.0,,202.0,53.0,n/e,n/e,n/e,n/e,0,n/e,n/e,408.0,2020-07-26,PL
22:00 - 23:00,73.0,3088.0,11.0,1450.0,6642.0,189.0,n/e,n/e,n/e,0.0,,190.0,53.0,n/e,n/e,n/e,n/e,0,n/e,n/e,426.0,2020-07-26,PL
23:00 - 00:00,73.0,2805.0,11.0,1455.0,5896.0,188.0,n/e,n/e,n/e,0.0,,170.0,7.0,n/e,n/e,n/e,n/e,0,n/e,n/e,547.0,2020-07-26,PL
00:00 - 01:00,73.0,3439.0,11.0,1464.0,6036.0,188.0,n/e,n/e,n/e,0.0,,169.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,546.0,2020-07-27,PL
01:00 - 02:00,73.0,3717.0,11.0,1472.0,6181.0,188.0,n/e,n/e,n/e,0.0,,157.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,460.0,2020-07-27,PL
02:00 - 03:00,73.0,3702.0,11.0,1467.0,6185.0,188.0,n/e,n/e,n/e,0.0,,148.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,460.0,2020-07-27,PL
03:00 - 04:00,73.0,3747.0,11.0,1467.0,6103.0,188.0,n/e,n/e,n/e,0.0,,147.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,436.0,2020-07-27,PL
04:00 - 05:00,74.0,3908.0,11.0,1470.0,6306.0,188.0,n/e,n/e,n/e,0.0,,147.0,0.0,n/e,n/e,n/e,n/e,4,n/e,n/e,351.0,2020-07-27,PL
05:00 - 06:00,84.0,4130.0,11.0,1445.0,6552.0,188.0,n/e,n/e,n/e,0.0,,149.0,0.0,n/e,n/e,n/e,n/e,14,n/e,n/e,353.0,2020-07-27,PL
06:00 - 07:00,93.0,4604.0,11.0,1468.0,7693.0,188.0,n/e,n/e,n/e,0.0,,149.0,0.0,n/e,n/e,n/e,n/e,109,n/e,n/e,263.0,2020-07-27,PL
07:00 - 08:00,98.0,4735.0,11.0,1504.0,9163.0,188.0,n/e,n/e,n/e,24.0,,149.0,0.0,n/e,n/e,n/e,n/e,304,n/e,n/e,150.0,2020-07-27,PL
08:00 - 09:00,99.0,5030.0,11.0,1520.0,9562.0,189.0,n/e,n/e,n/e,203.0,,165.0,46.0,n/e,n/e,n/e,n/e,532,n/e,n/e,110.0,2020-07-27,PL
09:00 - 10:00,98.0,5037.0,11.0,1489.0,9684.0,193.0,n/e,n/e,n/e,236.0,,177.0,53.0,n/e,n/e,n/e,n/e,742,n/e,n/e,74.0,2020-07-27,PL
10:00 - 11:00,98.0,5037.0,11.0,1489.0,9581.0,192.0,n/e,n/e,n/e,183.0,,181.0,53.0,n/e,n/e,n/e,n/e,912,n/e,n/e,38.0,2020-07-27,PL
11:00 - 12:00,98.0,5089.0,10.0,1501.0,9777.0,193.0,n/e,n/e,n/e,103.0,,178.0,53.0,n/e,n/e,n/e,n/e,1039,n/e,n/e,36.0,2020-07-27,PL
12:00 - 13:00,99.0,5155.0,10.0,1457.0,9958.0,193.0,n/e,n/e,n/e,77.0,,180.0,52.0,n/e,n/e,n/e,n/e,1090,n/e,n/e,49.0,2020-07-27,PL
13:00 - 14:00,99.0,5092.0,10.0,1443.0,9964.0,193.0,n/e,n/e,n/e,82.0,,180.0,52.0,n/e,n/e,n/e,n/e,989,n/e,n/e,65.0,2020-07-27,PL
14:00 - 15:00,98.0,4922.0,10.0,1436.0,9829.0,192.0,n/e,n/e,n/e,10.0,,181.0,52.0,n/e,n/e,n/e,n/e,871,n/e,n/e,99.0,2020-07-27,PL
15:00 - 16:00,98.0,4517.0,10.0,1435.0,9870.0,193.0,n/e,n/e,n/e,53.0,,180.0,6.0,n/e,n/e,n/e,n/e,746,n/e,n/e,170.0,2020-07-27,PL
16:00 - 17:00,98.0,4193.0,10.0,1471.0,9791.0,193.0,n/e,n/e,n/e,158.0,,175.0,0.0,n/e,n/e,n/e,n/e,557,n/e,n/e,179.0,2020-07-27,PL
17:00 - 18:00,98.0,4128.0,11.0,1478.0,9742.0,193.0,n/e,n/e,n/e,280.0,,170.0,0.0,n/e,n/e,n/e,n/e,338,n/e,n/e,216.0,2020-07-27,PL
18:00 - 19:00,98.0,4192.0,11.0,1471.0,9805.0,193.0,n/e,n/e,n/e,180.0,,174.0,0.0,n/e,n/e,n/e,n/e,147,n/e,n/e,212.0,2020-07-27,PL
19:00 - 20:00,98.0,4327.0,10.0,1477.0,9886.0,193.0,n/e,n/e,n/e,68.0,,183.0,0.0,n/e,n/e,n/e,n/e,26,n/e,n/e,296.0,2020-07-27,PL
20:00 - 21:00,98.0,4306.0,11.0,1448.0,9582.0,193.0,n/e,n/e,n/e,37.0,,177.0,0.0,n/e,n/e,n/e,n/e,4,n/e,n/e,537.0,2020-07-27,PL
21:00 - 22:00,98.0,4339.0,11.0,1441.0,8929.0,193.0,n/e,n/e,n/e,143.0,,176.0,0.0,n/e,n/e,n/e,n/e,0,n/e,n/e,756.0,2020-07-27,PL
