iter	RMSE
437	12.8138821
438	12.80884541
439	12.80696329
440	12.80309104
441	12.7904491
442	12.78867325
443	12.78223284
444	12.77898221
445	12.76883349
446	12.76552003
447	12.75926821
448	12.75726432
449	12.75138671
450	12.74925003
451	12.74837758
452	12.7409374
453	12.72919635
454	12.72432138
455	12.71809188
456	12.71486267
457	12.71009953
458	12.7042365
459	12.70104918
460	12.69493594
461	12.69139556
462	12.67936775
463	12.67571558
464	12.67096134
465	12.6677646
466	12.6641683
467	12.66131642
468	12.65087792
469	12.64365321
470	12.63786384
471	12.63749335
472	12.63559948
473	12.62777591
474	12.6194715
475	12.61406054
476	12.60906409
477	12.60036491
478	12.59817764
479	12.59405672
480	12.59175653
481	12.58835309
482	12.5823542
483	12.58009467
484	12.57196123
485	12.56418855
486	12.55560627
487	12.548663
488	12.54635108
489	12.54072842
490	12.53842247
491	12.53165595
492	12.52363187
493	12.51775726
494	12.50713922
495	12.50399305
496	12.4994376
497	12.49458793
498	12.49103045
499	12.48458168
500	12.47936867
501	12.47753612
502	12.46270954
503	12.45907182
504	12.45494683
505	12.44778055
506	12.44233414
507	12.4386647
508	12.42977224
509	12.42573295
510	12.42142765
511	12.41719289
512	12.41354628
513	12.40708348
514	12.39771349
515	12.39671058
516	12.3922382
517	12.39032343
518	12.38701764
519	12.38468263
520	12.38130256
521	12.37006377
522	12.36585656
523	12.36181264
524	12.35445468
525	12.34882994
526	12.34205758
527	12.32431117
528	12.32138199
529	12.31957215
530	12.31910361
531	12.31352511
532	12.3067376
533	12.30301548
534	12.29688019
535	12.28622003
536	12.27959627
537	12.27431002
538	12.27222444
539	12.27142709
540	12.26482212
541	12.25961519
542	12.25730337
543	12.25347103
544	12.24929901
545	12.24592049
546	12.24520371
547	12.2384305
548	12.23249158
549	12.23193305
550	12.22677374
551	12.21848073
552	12.21373238
553	12.21118976
554	12.20558967
555	12.2017076
556	12.19912686
557	12.19735319
558	12.19601219
559	12.1882406
560	12.18611391
561	12.182972
562	12.18059193
563	12.17521819
564	12.16940223
565	12.16769
566	12.16541903
567	12.1627589
568	12.15758693
569	12.15484346
570	12.15133583
571	12.1461282
572	12.1401212
573	12.13955004
574	12.13723303
575	12.1352961
576	12.12601702
577	12.12230171
578	12.11702333
579	12.11570928
580	12.10899387
581	12.10318618
582	12.09945137
583	12.09832734
584	12.09192116
585	12.08198365
586	12.07423954
587	12.0673126
588	12.0650715
589	12.06171459
590	12.05705125
591	12.05630883
592	12.05279571
593	12.05005633
594	12.04433875
595	12.03894058
596	12.03668648
597	12.0348732
598	12.03317576
599	12.03171475
600	12.02754042
601	12.0241489
602	12.02231544
603	12.01878798
604	12.0155386
605	12.00850859
606	12.00423491
607	12.0015542
608	12.00032683
609	11.997517
610	11.98894055
611	11.98631585
612	11.98603405
613	11.98434862
614	11.98096793
615	11.97885602
616	11.97493507
617	11.97108435
618	11.96688764
619	11.95923967
620	11.95518512
621	11.95444521
622	11.94860025
623	11.94388179
624	11.9391997
625	11.93869196
626	11.938142
627	11.93665731
628	11.93373212
629	11.93207664
630	11.92859285
631	11.92554105
632	11.9222161
633	11.91910072
634	11.91607215
635	11.91490889
636	11.90926829
637	11.89780981
638	11.89456437
639	11.89158969
640	11.87646179
641	11.87099957
642	11.86782984
643	11.85275379
644	11.84955069
645	11.84480083
646	11.84398001
647	11.84157518
648	11.84072252
649	11.83403549
650	11.83162176
651	11.83025692
652	11.8284342
653	11.82594998
654	11.8216919
655	11.82088155
656	11.81726638
657	11.81095188
658	11.80928889
659	11.80656893
660	11.80490465
661	11.7986456
662	11.79655977
663	11.79594702
664	11.79310657
665	11.79085838
666	11.7851672
667	11.78107262
668	11.77623704
669	11.77501622
670	11.76797152
671	11.76595103
672	11.75477196
673	11.75055978
674	11.74832696
675	11.74535819
676	11.74006077
677	11.7395993
678	11.73597515
679	11.73360919
680	11.72955307
681	11.72644359
682	11.72381733
683	11.72122603
684	11.716034
685	11.71391121
686	11.71045906
687	11.70630771
688	11.7032295
689	11.70006379
690	11.69635086
691	11.6941589
692	11.6919032
693	11.68687175
694	11.68556852
695	11.68424054
696	11.677131
697	11.67636007
698	11.67406601
699	11.67108232
700	11.66816011
701	11.66526592
702	11.66308298
703	11.65558045
704	11.65270263
705	11.64929317
706	11.64605994
707	11.63847098
708	11.63456109
709	11.63247738
710	11.62687307
711	11.62340949
712	11.61953033
713	11.61728827
714	11.61158866
715	11.60953495
716	11.6079071
717	11.60588079
718	11.60325127
719	11.60149444
720	11.59877819
721	11.59431616
722	11.59143474
723	11.58681522
724	11.58146889
725	11.57889257
726	11.57614276
727	11.5678683
728	11.56506188
729	11.56126695
730	11.55815284
731	11.55754521
732	11.55427446
733	11.55137373
734	11.55097525
735	11.54702458
736	11.54569671
737	11.54253339
738	11.54017313
739	11.53568291
740	11.53170803
741	11.53134404
742	11.52611674
743	11.52067865
744	11.51873793
745	11.51387154
746	11.5099593
747	11.50668253
748	11.50476787
749	11.49995987
750	11.49535668
751	11.49209692
752	11.48510301
753	11.48305932
754	11.48021787
755	11.47268749
756	11.47158062
757	11.46859337
758	11.46557032
759	11.46410325
760	11.46251624
761	11.45866065
762	11.45791381
763	11.45611996
764	11.45363024
765	11.44992777
766	11.44683327
767	11.44517402
768	11.44133791
769	11.43936562
770	11.43748184
771	11.43409474
772	11.43228215
773	11.42827399
774	11.42646849
775	11.41978828
776	11.41585428
777	11.4129352
778	11.40946777
779	11.40672195
780	11.4014338
781	11.39922009
782	11.39721523
783	11.39492131
784	11.39242321
785	11.389046
786	11.38758817
787	11.38695177
788	11.38382356
789	11.38037293
790	11.37666754
791	11.37441189
792	11.37303948
793	11.3691165
794	11.36698266
795	11.36223285
796	11.3596855
797	11.35788561
798	11.35324905
799	11.35232291
800	11.35079707
801	11.3480305
802	11.34618286
803	11.34256646
804	11.33927298
805	11.33618093
806	11.33018026
807	11.32771395
808	11.32583093
809	11.32392414
810	11.31964064
811	11.31817315
812	11.31770411
813	11.31358441
814	11.31160839
815	11.30867398
816	11.30653071
817	11.30049022
818	11.29877751
819	11.29701409
820	11.29506964
821	11.28403479
822	11.28111616
823	11.28052843
824	11.27732036
825	11.27458118
826	11.27306276
827	11.27108683
828	11.26866412
829	11.26785076
830	11.26329797
831	11.26128533
832	11.26084818
833	11.25926464
834	11.25631784
835	11.2547833
836	11.25221985
837	11.25091675
838	11.24874338
839	11.24694339
840	11.24386911
841	11.24312767
842	11.23623165
843	11.23524388
844	11.23274281
845	11.23130262
846	11.23023782
847	11.22865305
848	11.22790855
849	11.22552049
850	11.2245636
851	11.22192901
852	11.21801966
853	11.21641835
854	11.21484791
855	11.21391066
856	11.21037804
857	11.20833143
858	11.20726637
859	11.20430283
860	11.20246278
861	11.20071246
862	11.19663973
863	11.19281328
864	11.19233295
865	11.19159752
866	11.18971925
867	11.18910527
868	11.18479769
869	11.18194231
870	11.1799848
871	11.17405977
872	11.17237734
873	11.17125742
874	11.16767553
875	11.15900461
876	11.15528816
877	11.15375242
878	11.15121155
879	11.14839744
880	11.14755079
881	11.14600473
882	11.14477421
883	11.14304938
884	11.14026648
885	11.13689347
886	11.13410528
887	11.13096571
888	11.12912672
889	11.12740689
890	11.125222
891	11.12371993
892	11.11983302
893	11.11621158
894	11.11525411
895	11.11108457
896	11.10852351
897	11.10754546
898	11.10300273
899	11.10271603
900	11.09996045
901	11.09803776
902	11.09684989
903	11.08864444
904	11.08766117
905	11.08679277
906	11.08527501
907	11.08325457
908	11.07761623
909	11.0740921
910	11.07159451
911	11.07057631
912	11.06859133
913	11.06125903
914	11.05989532
915	11.05707197
916	11.05041425
917	11.04831857
918	11.04749955
919	11.04618501
920	11.04287674
921	11.04029913
922	11.03835523
923	11.03558249
924	11.02902303
925	11.0283053
926	11.02569875
927	11.02274004
928	11.02259326
929	11.02013362
930	11.01749826
931	11.01503708
932	11.01439816
933	11.01370525
934	11.01091426
935	11.00951723
936	11.00561618
937	11.00506397
938	11.00127844
939	10.99908443
940	10.99742134
941	10.99569099
942	10.99395586
943	10.99177304
944	10.98939686
945	10.98709309
946	10.98596859
947	10.9844755
948	10.98393816
949	10.98131548
950	10.98079924
951	10.97635467
952	10.97320494
953	10.9709055
954	10.96903062
955	10.96853244
956	10.96765584
957	10.96402475
958	10.96224679
959	10.96118265
960	10.9597576
961	10.95757348
962	10.9555289
963	10.95305616
964	10.9506866
965	10.94813411
966	10.94488737
967	10.9411487
968	10.93952483
969	10.93700963
970	10.93668164
971	10.93432825
972	10.92997965
973	10.92775451
974	10.92603198
975	10.92459619
976	10.9221006
977	10.92018777
978	10.91786584
979	10.91213572
980	10.910443
981	10.9078272
982	10.90558028
983	10.90468527
984	10.90230209
985	10.90093608
986	10.89902325
987	10.89712674
988	10.89535188
989	10.89402501
990	10.89289807
991	10.89093477
992	10.88687171
993	10.88594375
994	10.88374387
995	10.88175506
996	10.88087846
997	10.87860675
998	10.87550358
999	10.8711938
