iter	RMSE
3436	0.7950489206
3437	0.7949622216
3438	0.7948948778
3439	0.7948000795
3440	0.794752676
3441	0.7946614535
3442	0.7945761182
3443	0.7945006562
3444	0.7943539301
3445	0.7942696167
3446	0.7941662249
3447	0.7940714958
3448	0.7940170137
3449	0.7939378633
3450	0.7938486582
3451	0.7937258578
3452	0.7936545772
3453	0.7935545075
3454	0.7934584148
3455	0.7933506925
3456	0.7932579787
3457	0.7931870864
3458	0.7931025315
3459	0.7930211375
3460	0.7927841474
3461	0.7927039735
3462	0.7926543305
3463	0.7925513936
3464	0.7924625807
3465	0.7923919305
3466	0.7923152421
3467	0.7922481043
3468	0.7921489931
3469	0.7920686766
3470	0.7919723643
3471	0.7918456673
3472	0.7917655943
3473	0.7916449405
3474	0.7915601425
3475	0.7914817659
3476	0.7913490294
3477	0.7912713771
3478	0.7911593168
3479	0.7910357458
3480	0.7909216511
3481	0.7908346957
3482	0.7907655092
3483	0.790670412
3484	0.790554812
3485	0.7904338163
3486	0.7903396608
3487	0.7902729442
3488	0.7902033157
3489	0.7900932251
3490	0.7900100675
3491	0.7898909528
3492	0.7897612105
3493	0.7896716908
3494	0.7895951705
3495	0.7895024088
3496	0.78941113
3497	0.7893200765
3498	0.7892458421
3499	0.7891997959
3500	0.7891315279
3501	0.7890542079
3502	0.7889693675
3503	0.7889055247
3504	0.7887886432
3505	0.7887095977
3506	0.7886188174
3507	0.7884821354
3508	0.7884082157
3509	0.7883163378
3510	0.7882483082
3511	0.7881351487
3512	0.7880712383
3513	0.787979518
3514	0.7878851874
3515	0.7877612604
3516	0.7876643032
3517	0.7875823866
3518	0.7874700378
3519	0.787388101
3520	0.7872990604
3521	0.7872083934
3522	0.7871326194
3523	0.7870719002
3524	0.7870169335
3525	0.7869520647
3526	0.7868765026
3527	0.7867719026
3528	0.7866951791
3529	0.7866051527
3530	0.7864902574
3531	0.7864035224
3532	0.7863280654
3533	0.7862511802
3534	0.7861466154
3535	0.7860787928
3536	0.7859935918
3537	0.785898312
3538	0.7858340617
3539	0.7857595375
3540	0.7856986332
3541	0.7856277303
3542	0.7855570975
3543	0.7854939255
3544	0.7854275481
3545	0.7853327924
3546	0.7852473523
3547	0.7851761319
3548	0.7850992526
3549	0.7850372297
3550	0.784922184
3551	0.7848372923
3552	0.7847610125
3553	0.7847038274
3554	0.78464118
3555	0.7845046753
3556	0.7844259498
3557	0.7843323788
3558	0.7842498767
3559	0.7841849769
3560	0.7841220506
3561	0.7840489073
3562	0.7839710861
3563	0.7838870812
3564	0.78380378
3565	0.783739358
3566	0.7836656245
3567	0.7835946565
3568	0.7835016992
3569	0.7834118603
3570	0.7833251411
3571	0.7832535874
3572	0.7831683168
3573	0.7830924688
3574	0.783007141
3575	0.7829204958
3576	0.7828520765
3577	0.7827801229
3578	0.7826957919
3579	0.782610857
3580	0.7825441556
3581	0.782431837
3582	0.7823791227
3583	0.7822996279
3584	0.7822077069
3585	0.7821443835
3586	0.7820700235
3587	0.7819729163
3588	0.781885958
3589	0.7817898601
3590	0.781702683
3591	0.7816162505
3592	0.7815461287
3593	0.7814673435
3594	0.781398519
3595	0.7813131253
3596	0.7812244649
3597	0.7811556985
3598	0.7810766354
3599	0.7810028096
3600	0.7809089476
3601	0.780777514
3602	0.7806950338
3603	0.7806021288
3604	0.7805196698
3605	0.780458118
3606	0.7803902385
3607	0.7803190919
3608	0.7802428476
3609	0.7801766598
3610	0.7800939171
3611	0.7800295866
3612	0.7799724127
3613	0.7798938266
3614	0.7798272908
3615	0.7797459837
3616	0.7796799925
3617	0.7796133986
3618	0.7795213998
3619	0.779460685
3620	0.7793769106
3621	0.7792973884
3622	0.7792094545
3623	0.7791452899
3624	0.7790646684
3625	0.7789795368
3626	0.7788988185
3627	0.7788279341
3628	0.7787434541
3629	0.7786602802
3630	0.7785750246
3631	0.7784882449
3632	0.778417961
3633	0.7783356693
3634	0.7782878213
3635	0.7782120959
3636	0.7781472109
3637	0.7780858305
3638	0.7780119203
3639	0.7779553161
3640	0.7778793189
3641	0.7778149648
3642	0.77770751
3643	0.7776439398
3644	0.7775882268
3645	0.7774973455
3646	0.7774116031
3647	0.7773570712
3648	0.777294191
3649	0.7772055114
3650	0.7771358702
3651	0.7770637466
3652	0.7769809121
3653	0.7769172426
3654	0.7768570433
3655	0.7767926045
3656	0.7767112594
3657	0.7766398956
3658	0.7765641693
3659	0.7765073797
3660	0.7764475883
3661	0.7763750011
3662	0.7762929326
3663	0.776228447
3664	0.7761427244
3665	0.7760787061
3666	0.7760298392
3667	0.7759510938
3668	0.7758822199
3669	0.7758025395
3670	0.7757480144
3671	0.7756852839
3672	0.7756184671
3673	0.7755389996
3674	0.7754695289
3675	0.7754109382
3676	0.7753588672
3677	0.7752654027
3678	0.7751963079
3679	0.7750433645
3680	0.7749491813
3681	0.7748590317
3682	0.7747688316
3683	0.7746656413
3684	0.7745974946
3685	0.7745250946
3686	0.7744665526
3687	0.7743822781
3688	0.7743343061
3689	0.7742601179
3690	0.7742012352
3691	0.7741292391
3692	0.7739793328
3693	0.773898133
3694	0.7738151201
3695	0.7737231538
3696	0.7736658749
3697	0.7735788654
3698	0.773513311
3699	0.7734221113
3700	0.7733237978
3701	0.7732444557
3702	0.7731807995
3703	0.7731156529
3704	0.7730421507
3705	0.7729637031
3706	0.7728810716
3707	0.7728005998
3708	0.7727526501
3709	0.7726728878
3710	0.7725924345
3711	0.772485378
3712	0.77243315
3713	0.7722866917
3714	0.7722144368
3715	0.7721536297
3716	0.7720765389
3717	0.7719941742
3718	0.7719437221
3719	0.7718842204
3720	0.771819286
3721	0.7717343203
3722	0.7716669603
3723	0.7715859597
3724	0.7715234941
3725	0.7714763902
3726	0.771408887
3727	0.771265252
3728	0.7712089575
3729	0.7711282307
3730	0.7710753071
3731	0.77100797
3732	0.7709310464
3733	0.770846023
3734	0.7707671506
3735	0.7706264164
3736	0.7705658062
3737	0.7704887176
3738	0.7704345013
3739	0.7703787101
3740	0.7703099826
3741	0.7702266635
3742	0.770166586
3743	0.7700990486
3744	0.7700038575
3745	0.7699165148
3746	0.7698292831
3747	0.7697542172
3748	0.7696162011
3749	0.7695446633
3750	0.769476305
3751	0.7693990266
3752	0.7693221438
3753	0.7692405331
3754	0.7691697673
3755	0.769069619
3756	0.7690048505
3757	0.7689477851
3758	0.7688907559
3759	0.7688006629
3760	0.7687260618
3761	0.7686515745
3762	0.7685647646
3763	0.7684948653
3764	0.7684098147
3765	0.7683526648
3766	0.7682850487
3767	0.7682190021
3768	0.7681744023
3769	0.7680872556
3770	0.7680236973
3771	0.7678885225
3772	0.767828262
3773	0.7677653695
3774	0.7676701316
3775	0.767577146
3776	0.7674903763
3777	0.7674124935
3778	0.7673537729
3779	0.7672867159
3780	0.7672198149
3781	0.7671316293
3782	0.767046913
3783	0.7669716153
3784	0.7669243127
3785	0.7668490839
3786	0.7667872038
3787	0.7667296495
3788	0.7666297896
3789	0.7665603212
3790	0.7664650955
3791	0.7664095418
3792	0.7663452774
3793	0.7662736772
3794	0.7661993566
3795	0.7661180209
3796	0.7660312074
3797	0.7659514746
3798	0.7658809316
3799	0.7657921461
3800	0.7657238175
3801	0.7656800046
3802	0.7655984922
3803	0.765536511
3804	0.7654808493
3805	0.7654246564
3806	0.7653167189
3807	0.7652388988
3808	0.7651762801
3809	0.7651136157
3810	0.7650313939
3811	0.7649462016
3812	0.7648722794
3813	0.764803747
3814	0.7647310691
3815	0.7646260371
3816	0.7645610952
3817	0.7644823456
3818	0.7644182034
3819	0.7643330646
3820	0.7642503527
3821	0.7641635301
3822	0.7640873796
3823	0.7640375833
3824	0.7639493147
3825	0.763881837
3826	0.7638291831
3827	0.7637569407
3828	0.7636961104
3829	0.7636119478
3830	0.7635300926
3831	0.7634718051
3832	0.7634014395
3833	0.763351639
3834	0.7632811404
3835	0.763197298
3836	0.7631382124
3837	0.7630750959
3838	0.7629926951
3839	0.7629164684
3840	0.7628565067
3841	0.7627984932
3842	0.7627444219
3843	0.7626417614
3844	0.7625471859
3845	0.7624623266
3846	0.762377295
3847	0.7623007218
3848	0.7622106642
3849	0.7621078096
3850	0.7620338564
3851	0.7619603441
3852	0.7619093905
3853	0.7618616107
3854	0.7617816451
3855	0.7617131605
3856	0.76160922
3857	0.7615546975
3858	0.7615024126
3859	0.761424651
3860	0.761366243
3861	0.7613165133
3862	0.7612556102
3863	0.7611633496
3864	0.7610349489
3865	0.7609745943
3866	0.7608860927
3867	0.7608146314
3868	0.7607503839
3869	0.7606698936
3870	0.7606104484
3871	0.7605719718
3872	0.7603820085
3873	0.7602958055
3874	0.7602389028
3875	0.7601804446
3876	0.760105814
3877	0.7600548176
3878	0.7599866266
3879	0.7598722398
3880	0.7598189406
3881	0.7597364725
3882	0.7596535869
3883	0.7596006809
3884	0.7595386188
3885	0.7594689513
3886	0.7594178713
3887	0.7593608211
3888	0.7592547601
3889	0.759203257
3890	0.7591186371
3891	0.7590445971
3892	0.7589849838
3893	0.7589084773
3894	0.7588516342
3895	0.7586857425
3896	0.7586304781
3897	0.7585700549
3898	0.7584956341
3899	0.7583813089
3900	0.7583220936
3901	0.7582627099
3902	0.7580772443
3903	0.7580155897
3904	0.7579501223
3905	0.7578891125
3906	0.7578197438
3907	0.7577595017
3908	0.7577001559
3909	0.7576206932
3910	0.7575675633
3911	0.7574894387
3912	0.7574290474
3913	0.7573777069
3914	0.7572977596
3915	0.7572597294
3916	0.757201533
3917	0.7571427173
3918	0.7570423307
3919	0.7569928088
3920	0.7569429557
3921	0.7568740333
3922	0.7567703304
3923	0.7567065187
3924	0.7566305201
3925	0.7565814225
3926	0.7565268658
3927	0.7564718129
3928	0.7563777379
3929	0.75633006
3930	0.7562829125
3931	0.7562208654
3932	0.7561474037
3933	0.7560488962
3934	0.755990976
3935	0.7558970464
3936	0.7558162445
3937	0.7557604418
3938	0.7557029101
3939	0.7556211839
3940	0.7555568234
3941	0.7554607448
3942	0.7553965349
3943	0.7552353495
3944	0.7551757232
3945	0.7551177771
3946	0.7550512364
3947	0.7549911022
3948	0.7549259892
3949	0.7548637072
3950	0.7547874408
3951	0.7546931969
3952	0.7546282638
3953	0.7545736482
3954	0.7545150389
3955	0.7544564251
3956	0.754386823
3957	0.7542848764
3958	0.7542180154
3959	0.7541006547
3960	0.7540492111
3961	0.7539510881
3962	0.7538714361
3963	0.7538107137
3964	0.7537385816
3965	0.7536501774
3966	0.7535768357
3967	0.7535282804
3968	0.7534675305
3969	0.7534199155
3970	0.7533394246
3971	0.753279813
3972	0.7532070944
3973	0.7531355226
3974	0.7530839306
3975	0.7530263593
3976	0.7529509784
3977	0.7528748892
3978	0.7528093458
3979	0.7527484966
3980	0.7526979913
3981	0.752610537
3982	0.7525610946
3983	0.7525048443
3984	0.7524250804
3985	0.752360364
3986	0.7522812449
3987	0.7522132981
3988	0.7521538447
3989	0.7519747137
3990	0.7519179655
3991	0.7517499658
3992	0.7517066182
3993	0.7516703695
3994	0.7515754044
3995	0.751518337
3996	0.7514632889
3997	0.7513566914
3998	0.7512787884
3999	0.7511835672
4000	0.7511331633
4001	0.7510664762
4002	0.7509907333
4003	0.750934324
4004	0.7508477389
4005	0.7508014459
4006	0.750719062
4007	0.7506195114
4008	0.7505494295
4009	0.750452627
4010	0.7503733067
4011	0.7502978661
4012	0.7501803886
4013	0.7501142374
4014	0.750070216
4015	0.7500110066
4016	0.7499134726
4017	0.7498611623
4018	0.749767872
4019	0.7496958063
4020	0.7496325516
4021	0.7495694986
4022	0.749505488
4023	0.7494135614
4024	0.7493437808
4025	0.7492705974
4026	0.7492208932
4027	0.7491092953
4028	0.7490539458
4029	0.7489769635
4030	0.7489278199
4031	0.7488721255
4032	0.7487899024
4033	0.7487353998
4034	0.7486618667
4035	0.7486196669
4036	0.7485840149
4037	0.7485299948
4038	0.7484632001
4039	0.7484071394
4040	0.7483455176
4041	0.7482938856
4042	0.7482520798
4043	0.748197538
4044	0.7481393833
4045	0.7480596103
4046	0.7479772979
4047	0.7479179228
4048	0.7478634811
4049	0.7477948838
4050	0.7477313438
4051	0.747676681
4052	0.7475567159
4053	0.747493986
4054	0.7474234034
4055	0.7473710434
4056	0.7472907315
4057	0.7472333369
4058	0.74715679
4059	0.7470939019
4060	0.7470173823
4061	0.7469665311
4062	0.746895026
4063	0.746849236
4064	0.746793345
4065	0.7467437253
4066	0.7466588986
4067	0.7465783023
4068	0.7465238876
4069	0.746445605
4070	0.7464009931
4071	0.7462495922
4072	0.7461593857
4073	0.7460958728
4074	0.7460396758
4075	0.74599271
4076	0.7458965228
4077	0.7458427241
4078	0.7457693219
4079	0.7456992003
4080	0.7456545021
4081	0.7455825799
4082	0.7455005768
4083	0.7454465414
4084	0.7453718928
4085	0.7453141006
4086	0.7452522229
4087	0.7451808449
4088	0.7451028377
4089	0.7450525222
4090	0.7449764595
4091	0.7449141789
4092	0.7448358937
4093	0.7447532666
4094	0.7446742561
4095	0.7445962791
4096	0.7445515148
4097	0.7445171269
4098	0.7444404258
4099	0.744390274
4100	0.7443116836
4101	0.7442493056
4102	0.7441961802
4103	0.7441459285
4104	0.7440857055
4105	0.7440111706
4106	0.7439496852
4107	0.7438708814
4108	0.7438204826
4109	0.7437727925
4110	0.7437141666
4111	0.7436396363
4112	0.7435695225
4113	0.7434987343
4114	0.7434323225
4115	0.7433556764
4116	0.7432869972
4117	0.7432439912
4118	0.7431882049
4119	0.7431165869
4120	0.743063631
4121	0.7429819346
4122	0.7429290528
4123	0.7428591226
4124	0.7428051039
4125	0.7427327386
4126	0.7426614528
4127	0.7425997302
4128	0.7425473226
4129	0.7425131763
4130	0.7424446282
4131	0.7423951776
4132	0.7423169612
4133	0.7422575932
4134	0.7421981787
4135	0.742126716
4136	0.74206658
4137	0.7419982416
4138	0.7419452059
4139	0.7418621732
4140	0.7418102992
4141	0.7417613503
4142	0.7417021888
4143	0.7416339005
4144	0.7415742267
4145	0.7415176452
4146	0.7414690536
4147	0.7413989439
4148	0.7413235528
4149	0.7412471074
4150	0.741182043
4151	0.7411054574
4152	0.7410545355
4153	0.7409684293
4154	0.7408821037
4155	0.7408184735
4156	0.7407384148
4157	0.7406687806
4158	0.7406176192
4159	0.7405290735
4160	0.7404732922
4161	0.7403913519
4162	0.7402861365
4163	0.7402126865
4164	0.7401766715
4165	0.7401142385
4166	0.7400217745
4167	0.739970065
4168	0.7398938992
4169	0.7398207458
4170	0.7397637784
4171	0.7397106665
4172	0.7396637184
4173	0.7396092146
4174	0.7395444257
4175	0.7394751827
4176	0.7394079478
4177	0.7393312204
4178	0.7392614956
4179	0.7392099429
4180	0.7391437335
4181	0.7390635774
4182	0.7390136906
4183	0.7389585089
4184	0.7389070191
4185	0.7388366242
4186	0.7387679029
4187	0.738694596
4188	0.7386469111
4189	0.7385747687
4190	0.7385194701
4191	0.7384645036
4192	0.7384054563
4193	0.7383382921
4194	0.7382896174
4195	0.738242621
4196	0.7382057952
4197	0.7381398321
4198	0.7380718869
4199	0.7380343798
4200	0.7379873251
4201	0.7379099873
4202	0.737849045
4203	0.7377802738
4204	0.7377122113
4205	0.7376623173
4206	0.7376150285
4207	0.7375692092
4208	0.7374803817
4209	0.7374175522
4210	0.737349372
4211	0.7372935186
4212	0.7372213279
4213	0.7371666014
4214	0.7371069449
4215	0.7370599994
4216	0.7370019765
4217	0.7369321155
4218	0.7368349982
4219	0.7367848342
4220	0.7367175644
4221	0.7366383239
4222	0.7365802678
4223	0.7365289488
4224	0.7364257943
4225	0.7363744645
4226	0.7362902978
4227	0.7362407289
4228	0.7361892598
4229	0.7361413704
4230	0.7360822632
4231	0.7360496721
4232	0.7359927502
4233	0.7359175222
4234	0.7358731577
4235	0.7358117936
4236	0.7357547268
4237	0.7356840724
4238	0.7356366564
4239	0.7355701254
4240	0.7355405917
4241	0.7354724907
4242	0.7354081393
4243	0.7353478337
4244	0.7352686566
4245	0.7352143757
4246	0.735142994
4247	0.7350657369
4248	0.7350226721
4249	0.7349571412
4250	0.7349144922
4251	0.7348795267
4252	0.7348316365
4253	0.7347783369
4254	0.7346966486
4255	0.7346491266
4256	0.7345717331
4257	0.7345013452
4258	0.7344394862
4259	0.7343607183
4260	0.7342783073
4261	0.7341697218
4262	0.7340956598
4263	0.7340285663
4264	0.7339803246
4265	0.733908104
4266	0.7338245425
4267	0.7337465545
4268	0.7336943182
4269	0.7336447855
4270	0.7335689782
4271	0.733521764
4272	0.7334180173
4273	0.7333430753
4274	0.7332784946
4275	0.7332166594
4276	0.7331634118
4277	0.7331155364
4278	0.7330484379
4279	0.7330066517
4280	0.7329418297
4281	0.732872344
4282	0.7327915019
4283	0.7327161146
4284	0.7326310193
4285	0.7325583268
4286	0.7324691034
4287	0.732416437
4288	0.732361521
4289	0.7323198227
4290	0.7322637552
4291	0.7321991217
4292	0.7321589401
4293	0.7320952299
4294	0.732036008
4295	0.7319945032
4296	0.7319094088
4297	0.7318438535
4298	0.7317720583
4299	0.7317109016
4300	0.7316647975
4301	0.7316095705
4302	0.7315570543
4303	0.7314839581
4304	0.7314385186
4305	0.7313718603
4306	0.7312924225
4307	0.7312636071
4308	0.731207883
4309	0.7311204049
4310	0.7310727354
4311	0.7310029446
4312	0.7309429549
4313	0.7309022796
4314	0.7308530247
4315	0.7307884788
4316	0.7307186609
4317	0.7306515122
4318	0.730605766
4319	0.7305479101
4320	0.7304824875
4321	0.7304068195
4322	0.7303410443
4323	0.7302812977
4324	0.7302196762
4325	0.7301433008
4326	0.7300990105
4327	0.7300232602
4328	0.7299617019
4329	0.7299099601
4330	0.7298399731
4331	0.7297953241
4332	0.7296376703
4333	0.7295896912
4334	0.7295451971
4335	0.7294787912
4336	0.7294157405
4337	0.7293581732
4338	0.7292799629
4339	0.7292102984
4340	0.7291511401
4341	0.7290951268
4342	0.7290477505
4343	0.728988877
4344	0.7289288918
4345	0.7288951719
4346	0.7288446743
4347	0.7288044781
4348	0.7287589567
4349	0.7286871981
4350	0.7286185418
4351	0.7285570353
4352	0.7284899429
4353	0.7284273178
4354	0.728363196
4355	0.7282539417
4356	0.7282100053
4357	0.7281539622
4358	0.7280936951
4359	0.7280466799
4360	0.7279931394
4361	0.7279257819
4362	0.7278855349
4363	0.7277980413
4364	0.7277273394
4365	0.7276524511
4366	0.7275764887
4367	0.727523852
4368	0.7274742831
4369	0.7273860147
4370	0.7273407031
4371	0.7272860865
4372	0.727223187
4373	0.7271644646
4374	0.7271086824
4375	0.7270348401
4376	0.7269535623
4377	0.7268830345
4378	0.7268353859
4379	0.7267460577
4380	0.7266846489
4381	0.7266131554
4382	0.7265434915
4383	0.7264557935
4384	0.7263957273
4385	0.7263591554
4386	0.7262934837
4387	0.7262284898
4388	0.7261946873
4389	0.7261210085
4390	0.7260645905
4391	0.7260087238
4392	0.7259367362
4393	0.7258468271
4394	0.7257851284
4395	0.725706362
4396	0.7256361834
4397	0.7255720288
4398	0.7254958486
4399	0.7254380558
4400	0.7253747821
4401	0.7253090641
4402	0.7252583596
4403	0.7251918179
4404	0.7251487231
4405	0.7250983498
4406	0.7250462608
4407	0.7250049979
4408	0.724957868
4409	0.7249037997
4410	0.7248509262
4411	0.7247885004
4412	0.7247220869
4413	0.724656738
4414	0.7245882994
4415	0.7245412709
4416	0.7244708081
4417	0.7244267278
4418	0.7243536404
4419	0.7242921145
4420	0.7242590785
4421	0.7242108717
4422	0.7241694754
4423	0.7241156483
4424	0.7240673461
4425	0.7240188264
4426	0.7239760475
4427	0.723920234
4428	0.723779738
4429	0.7237201786
4430	0.7236683336
4431	0.7235931109
4432	0.7235328929
4433	0.7234836939
4434	0.7234129136
4435	0.7233438425
4436	0.7232841185
4437	0.7232297534
4438	0.7231437564
4439	0.7230845739
4440	0.7230211802
4441	0.7229466629
4442	0.7228715798
4443	0.7228278313
4444	0.7227836509
4445	0.7227072627
4446	0.7226455965
4447	0.7225735315
4448	0.722522721
4449	0.7224696302
4450	0.7224063114
4451	0.7223177244
4452	0.7222445095
4453	0.7221592117
4454	0.7220887743
4455	0.7220305798
4456	0.7219693287
4457	0.7219270732
4458	0.7218971533
4459	0.7218368367
4460	0.7217872212
4461	0.7216748212
4462	0.7216045945
4463	0.7215128122
4464	0.7214812406
4465	0.7214262664
4466	0.7213638455
4467	0.721311702
4468	0.7212674717
4469	0.721207038
4470	0.7211469649
4471	0.7210630006
4472	0.7210133533
4473	0.7209520804
4474	0.720895796
4475	0.7208266128
4476	0.7207976159
4477	0.7207356142
4478	0.7206457452
4479	0.7205878864
4480	0.7205194705
4481	0.7204744378
4482	0.72043175
4483	0.7203811115
4484	0.7203347992
4485	0.7202801684
4486	0.72022409
4487	0.7201628361
4488	0.7201072873
4489	0.7200447735
4490	0.7199741293
4491	0.7199248164
4492	0.7198527593
4493	0.7198074046
4494	0.7197575845
4495	0.719697757
4496	0.7195923838
4497	0.7195141903
4498	0.7194685771
4499	0.7194258511
4500	0.7193678079
4501	0.719290647
4502	0.7192166709
4503	0.7191448449
4504	0.7191020134
4505	0.7190513891
4506	0.7189879635
4507	0.7189384967
4508	0.7188735933
4509	0.7187904428
4510	0.7187393863
4511	0.7186901183
4512	0.7186481234
4513	0.718561794
4514	0.7185093608
4515	0.7184607897
4516	0.7184170103
4517	0.7183662945
4518	0.7183110172
4519	0.7182730615
4520	0.7182415851
4521	0.7181777206
4522	0.7181232715
4523	0.7180198283
4524	0.7179820301
4525	0.7179321698
4526	0.7178742436
4527	0.7178136538
4528	0.7177453627
4529	0.7176761785
4530	0.7176164153
4531	0.7175692759
4532	0.7175043784
4533	0.7174484074
4534	0.7174045014
4535	0.7173488471
4536	0.7172804684
4537	0.7171952076
4538	0.7171212966
4539	0.7170552117
4540	0.7169219413
4541	0.7168576779
4542	0.7168116358
4543	0.7167435739
4544	0.7166821958
4545	0.7166347567
4546	0.716551433
4547	0.7164912295
4548	0.716444904
4549	0.7163979041
4550	0.7163544101
4551	0.7162722236
4552	0.7162236525
4553	0.7161755331
4554	0.7161335857
4555	0.7161041604
4556	0.7160600202
4557	0.7160073388
4558	0.7159473063
4559	0.7158936628
4560	0.7158343578
4561	0.7157815297
4562	0.7157154945
4563	0.715675233
4564	0.7156031382
4565	0.7155021283
4566	0.7154595125
4567	0.7154073074
4568	0.7153408255
4569	0.7152516238
4570	0.7151976895
4571	0.7151509765
4572	0.7150994866
4573	0.7150526587
4574	0.7149697583
4575	0.7149263077
4576	0.714868203
4577	0.7148036682
4578	0.7147668288
4579	0.7146991149
4580	0.7146628781
4581	0.7146085085
4582	0.7145575876
4583	0.7144950661
4584	0.7144270875
4585	0.7143680952
4586	0.7143246297
4587	0.7142829647
4588	0.7142356704
4589	0.7141774661
4590	0.7141300562
4591	0.7140873803
4592	0.7140455275
4593	0.7139736594
4594	0.7138933942
4595	0.7138288581
4596	0.7137745554
4597	0.7137245534
4598	0.7136784397
4599	0.713623408
4600	0.7135609134
4601	0.7135122229
4602	0.7134259463
4603	0.7133522321
4604	0.7133054199
4605	0.7132636301
4606	0.7132136575
4607	0.713170274
4608	0.713106891
4609	0.7130487034
4610	0.7130078343
4611	0.712968791
4612	0.7129267856
4613	0.7128690186
4614	0.7128326016
4615	0.7127535794
4616	0.7127096236
4617	0.7126028034
4618	0.7125660897
4619	0.7125102535
4620	0.7124568958
4621	0.7124026846
4622	0.7123538496
4623	0.7123238325
4624	0.7122759943
4625	0.7122235776
4626	0.7121721375
4627	0.7121190595
4628	0.7120715126
4629	0.7120225677
4630	0.7119644876
4631	0.7119053348
4632	0.7118477465
4633	0.7118049555
4634	0.7117471847
4635	0.7116912624
4636	0.7116556792
4637	0.7116144248
4638	0.7115368811
4639	0.7114865691
4640	0.7114297757
4641	0.711347042
4642	0.7112921354
4643	0.7112427224
4644	0.7111815241
4645	0.7110847959
4646	0.7110445341
4647	0.7109801759
4648	0.7109120359
4649	0.7108246797
4650	0.7107547127
4651	0.7107122271
4652	0.7106545857
4653	0.7105803002
4654	0.710523478
4655	0.7104385639
4656	0.710391385
4657	0.7103303099
4658	0.7102741887
4659	0.7102269115
4660	0.71015304
4661	0.7100882733
4662	0.7099780207
4663	0.7099067463
4664	0.7098623082
4665	0.7097984331
4666	0.7097389685
4667	0.7096829317
4668	0.709635965
4669	0.7095784987
4670	0.7095379983
4671	0.7094908251
4672	0.709420836
4673	0.709364796
4674	0.7093149862
4675	0.7092702703
4676	0.7092134964
4677	0.7091612034
4678	0.7090986875
4679	0.7090323801
4680	0.7089807742
4681	0.7089355995
4682	0.7088816006
4683	0.7088256055
4684	0.7087811652
4685	0.7086365291
4686	0.7085566447
4687	0.7085218677
4688	0.7084564261
4689	0.7084122913
4690	0.7083753605
4691	0.7083234
4692	0.7082720929
4693	0.7082024435
4694	0.7081544144
4695	0.7080984275
4696	0.7080225369
4697	0.7079525779
4698	0.7078867111
4699	0.7078267133
4700	0.7077703059
4701	0.7076921875
4702	0.7076444088
4703	0.7075830089
4704	0.7075459471
4705	0.707484736
4706	0.7074204488
4707	0.7073789694
4708	0.7073384528
4709	0.7072951038
4710	0.7072311942
4711	0.7071827701
4712	0.7071431419
4713	0.7070837393
4714	0.7070207983
4715	0.7069577859
4716	0.706915511
4717	0.7068512379
4718	0.706799341
4719	0.7066777942
4720	0.7066377205
4721	0.706564484
4722	0.7065093155
4723	0.706480346
4724	0.7064281582
4725	0.7063457834
4726	0.7063109195
4727	0.7062496013
4728	0.7062062734
4729	0.706151055
4730	0.7061010844
4731	0.7060663402
4732	0.7059922093
4733	0.7059216534
4734	0.7058668304
4735	0.7057969876
4736	0.7057346354
4737	0.7056825464
4738	0.7056092548
4739	0.7055520323
4740	0.7054964987
4741	0.7054503311
4742	0.7053589986
4743	0.7053057379
4744	0.7052522311
4745	0.705196982
4746	0.7051461296
4747	0.7050884074
4748	0.7050372611
4749	0.7049887083
4750	0.7049277814
4751	0.7048867497
4752	0.7048297987
4753	0.7047655336
4754	0.7047057764
4755	0.7046210861
4756	0.7045065201
4757	0.7044641862
4758	0.7043999758
4759	0.7043050702
4760	0.7042469045
4761	0.7041516918
4762	0.7041037832
4763	0.7040461077
4764	0.7039813743
4765	0.7039230936
4766	0.7038713335
4767	0.7038083037
4768	0.70375691
4769	0.7037123481
4770	0.7036423796
4771	0.7035678168
4772	0.7034520645
4773	0.7034085863
4774	0.7033515598
4775	0.7032829895
4776	0.7032081238
4777	0.7031398706
4778	0.7030598914
4779	0.7029988635
4780	0.702947212
4781	0.7028583581
4782	0.7027933827
4783	0.7027335021
4784	0.7026790707
4785	0.7026038977
4786	0.7025417259
4787	0.7024945247
4788	0.702453395
4789	0.7023801641
4790	0.7022902662
4791	0.7022521517
4792	0.7022025666
4793	0.7021363151
4794	0.7020942141
4795	0.7020378765
4796	0.7019729358
4797	0.701921894
4798	0.701835077
4799	0.7017687244
4800	0.7017430308
4801	0.7016832595
4802	0.7016380794
4803	0.7015729468
4804	0.7014879225
4805	0.7014337484
4806	0.7013863621
4807	0.7013119134
4808	0.7012601597
4809	0.7012075171
4810	0.7011482756
4811	0.7010848681
4812	0.7010490785
4813	0.7010118262
4814	0.7009675989
4815	0.7009002566
4816	0.7008120509
4817	0.7007294588
4818	0.7006692467
4819	0.7006172019
4820	0.7005665044
4821	0.7005271221
4822	0.7004777915
4823	0.7004285017
4824	0.7003859879
4825	0.7003148894
4826	0.7002567689
4827	0.7002058237
4828	0.7001512845
4829	0.7000640483
4830	0.7000018283
4831	0.6998971036
4832	0.6998507883
4833	0.6998011661
4834	0.6997443113
4835	0.6996673371
4836	0.6996316524
4837	0.6995863842
4838	0.6995063314
4839	0.6994489424
4840	0.6993994026
4841	0.6993714697
4842	0.6993435358
4843	0.6993092103
4844	0.6992537579
4845	0.6991614828
4846	0.699133829
4847	0.6990686628
4848	0.6990177864
