iter	RMSE
1085	1.196443405
1086	1.19604975
1087	1.195722618
1088	1.195407857
1089	1.194988463
1090	1.19455084
1091	1.194169191
1092	1.193796987
1093	1.193423263
1094	1.192901195
1095	1.192557585
1096	1.192228714
1097	1.191946826
1098	1.191588304
1099	1.191181165
1100	1.190878025
1101	1.190421633
1102	1.190121064
1103	1.18978719
1104	1.189416537
1105	1.189114461
1106	1.188779938
1107	1.188500366
1108	1.188174289
1109	1.187794511
1110	1.187406039
1111	1.187108419
1112	1.186763079
1113	1.186370712
1114	1.186022227
1115	1.185634902
1116	1.185310236
1117	1.184874486
1118	1.184530068
1119	1.184184186
1120	1.183870605
1121	1.18360723
1122	1.183313638
1123	1.182924114
1124	1.182597339
1125	1.182277089
1126	1.181842322
1127	1.18150637
1128	1.181203165
1129	1.180763902
1130	1.18040577
1131	1.18011543
1132	1.179799242
1133	1.179503596
1134	1.179170821
1135	1.178863276
1136	1.178486238
1137	1.17805102
1138	1.177632982
1139	1.177176358
1140	1.176856057
1141	1.176476424
1142	1.176052072
1143	1.175757755
1144	1.175443879
1145	1.175016725
1146	1.174759608
1147	1.174414601
1148	1.17403735
1149	1.173651887
1150	1.173301212
1151	1.172936568
1152	1.17267656
1153	1.172328346
1154	1.17202785
1155	1.171731197
1156	1.171438231
1157	1.171107775
1158	1.170761692
1159	1.170396203
1160	1.170089589
1161	1.169813137
1162	1.169402769
1163	1.169109272
1164	1.168765093
1165	1.168427772
1166	1.168076113
1167	1.167764212
1168	1.167448612
1169	1.167186212
1170	1.166854179
1171	1.166579408
1172	1.166298559
1173	1.166041542
1174	1.165690228
1175	1.165401122
1176	1.16505132
1177	1.164713296
1178	1.164367871
1179	1.164076251
1180	1.163740824
1181	1.163388495
1182	1.163088998
1183	1.162702841
1184	1.162303954
1185	1.162037294
1186	1.16168573
1187	1.16136244
1188	1.161079313
1189	1.160697407
1190	1.160355601
1191	1.160076187
1192	1.159773855
1193	1.159428618
1194	1.159054362
1195	1.158766493
1196	1.15842251
1197	1.158149115
1198	1.157817653
1199	1.157562238
1200	1.157305802
1201	1.1568881
1202	1.156611659
1203	1.15633526
1204	1.155968861
1205	1.155671738
1206	1.15540489
1207	1.155038949
1208	1.154663592
1209	1.154337905
1210	1.154002659
1211	1.153743226
1212	1.153436059
1213	1.153041448
1214	1.152736086
1215	1.152327446
1216	1.151971357
1217	1.151697347
1218	1.151385321
1219	1.151086422
1220	1.150801953
1221	1.150510725
1222	1.150245432
1223	1.149965073
1224	1.149574778
1225	1.149247972
1226	1.148981577
1227	1.14870988
1228	1.148432173
1229	1.14803276
1230	1.147740342
1231	1.147373958
1232	1.147053938
1233	1.146674073
1234	1.146362413
1235	1.146006908
1236	1.145613313
1237	1.145208853
1238	1.144856459
1239	1.144469573
1240	1.144222733
1241	1.143831347
1242	1.143441346
1243	1.143220399
1244	1.142914748
1245	1.142658012
1246	1.142362643
1247	1.142085512
1248	1.141770371
1249	1.141474935
1250	1.141215156
1251	1.140903854
1252	1.140575326
1253	1.140300808
1254	1.139976843
1255	1.139603061
1256	1.139288105
1257	1.138998346
1258	1.138655041
1259	1.138322811
1260	1.138059149
1261	1.137770932
1262	1.137418635
1263	1.13709303
1264	1.1368281
1265	1.136458744
1266	1.13619454
1267	1.135991907
1268	1.135711801
1269	1.135435343
1270	1.135088172
1271	1.13479931
1272	1.134559283
1273	1.134239314
1274	1.133928013
1275	1.133647287
1276	1.133419776
1277	1.133172939
1278	1.132836142
1279	1.132505383
1280	1.132186534
1281	1.131900057
1282	1.131664352
1283	1.131287494
1284	1.130977795
1285	1.130672787
1286	1.130423868
1287	1.130205868
1288	1.12993361
1289	1.129671452
1290	1.129294918
1291	1.128965266
1292	1.128618139
1293	1.128312438
1294	1.127991908
1295	1.127618392
1296	1.127347436
1297	1.126969135
1298	1.126580845
1299	1.126267041
1300	1.126059205
1301	1.125694641
1302	1.125390683
1303	1.125116488
1304	1.124775347
1305	1.124411582
1306	1.123983423
1307	1.123541676
1308	1.123250729
1309	1.123006189
1310	1.122736885
1311	1.122495329
1312	1.122107482
1313	1.121751926
1314	1.121534066
1315	1.121238668
1316	1.121008029
1317	1.120776568
1318	1.120514095
1319	1.120088824
1320	1.119803742
1321	1.119435144
1322	1.119213451
1323	1.118926926
1324	1.118559316
1325	1.118339391
1326	1.117975252
1327	1.117675304
1328	1.117380996
1329	1.117091389
1330	1.116792759
1331	1.11648938
1332	1.116279001
1333	1.115970198
1334	1.115677666
1335	1.115423898
1336	1.115123096
1337	1.114833682
1338	1.11451813
1339	1.114181265
1340	1.113903976
1341	1.113634254
1342	1.113248952
1343	1.11298264
1344	1.112710129
1345	1.11235726
1346	1.112020186
1347	1.111603503
1348	1.111256985
1349	1.110990084
1350	1.110724404
1351	1.110397232
1352	1.110172392
1353	1.109851992
1354	1.109617364
1355	1.109356279
1356	1.109061275
1357	1.108778116
1358	1.108545053
1359	1.108253529
1360	1.107997893
1361	1.107715246
1362	1.107496867
1363	1.107186848
1364	1.106852574
1365	1.106521228
1366	1.106221597
1367	1.10593294
1368	1.105732003
1369	1.105440243
1370	1.105176374
1371	1.104831885
1372	1.104541292
1373	1.104220888
1374	1.103963418
1375	1.103734793
1376	1.103465566
1377	1.103186653
1378	1.102939015
1379	1.102665317
1380	1.102339694
1381	1.10201696
1382	1.101782523
1383	1.10142142
1384	1.101134098
1385	1.100859499
1386	1.100662993
1387	1.100428663
1388	1.100173634
1389	1.099947663
1390	1.099687161
1391	1.099395998
1392	1.099094876
1393	1.098868797
1394	1.098641089
1395	1.098321563
1396	1.09802659
1397	1.097739058
1398	1.09745162
1399	1.097215642
1400	1.097023971
1401	1.096791014
1402	1.096493931
1403	1.096249933
1404	1.096061831
1405	1.095866221
1406	1.095545659
1407	1.09534242
1408	1.095103267
1409	1.09489524
1410	1.094672093
1411	1.094355548
1412	1.094079816
1413	1.093755098
1414	1.093571221
1415	1.093263953
1416	1.093005038
1417	1.092732657
1418	1.092486853
1419	1.092098806
1420	1.09176213
1421	1.091524467
1422	1.091302052
1423	1.091026799
1424	1.090708571
1425	1.090488493
1426	1.090195272
1427	1.089967973
1428	1.089696143
1429	1.089381856
1430	1.089160884
1431	1.088894723
1432	1.088518225
1433	1.088202343
1434	1.087998702
1435	1.08780575
1436	1.087495882
1437	1.087203396
1438	1.086863033
1439	1.086680046
1440	1.086350317
1441	1.086165587
1442	1.085964707
1443	1.085750928
1444	1.085398845
1445	1.085131532
1446	1.084943963
1447	1.084640144
1448	1.084374019
1449	1.084159296
1450	1.083815114
1451	1.083633846
1452	1.083401046
1453	1.083188136
1454	1.08291959
1455	1.082752618
1456	1.082532873
1457	1.082196031
1458	1.081963724
1459	1.081693956
1460	1.081398637
1461	1.081198078
1462	1.081033079
1463	1.080856398
1464	1.080625354
1465	1.080334052
1466	1.080008191
1467	1.079722931
1468	1.07947336
1469	1.07921706
1470	1.078956155
1471	1.078642537
1472	1.078400601
1473	1.078143931
1474	1.077890828
1475	1.077608636
1476	1.077320436
1477	1.076966518
1478	1.076640848
1479	1.076432829
1480	1.076239302
1481	1.076003114
1482	1.075827972
1483	1.075574035
1484	1.075227278
1485	1.07502193
1486	1.074739042
1487	1.074453539
1488	1.074294206
1489	1.073980036
1490	1.073703695
1491	1.073498576
1492	1.073236974
1493	1.073019908
1494	1.072818997
1495	1.072598026
1496	1.072325497
1497	1.072138466
1498	1.071896568
1499	1.071640483
1500	1.071479458
1501	1.071185437
1502	1.070903797
1503	1.070674779
1504	1.070414459
1505	1.070159469
1506	1.069986445
1507	1.069799237
1508	1.069531392
1509	1.069310439
1510	1.069078525
1511	1.068741217
1512	1.068465207
1513	1.068220036
1514	1.067976321
1515	1.067694532
1516	1.067424588
1517	1.067149807
1518	1.066936622
1519	1.066748878
1520	1.066526126
1521	1.066305773
1522	1.066015624
1523	1.065863124
1524	1.065570466
1525	1.065268755
1526	1.06505257
1527	1.064881981
1528	1.064614356
1529	1.064290621
1530	1.064049214
1531	1.063843575
1532	1.063582225
1533	1.0633706
1534	1.063097282
1535	1.062877911
1536	1.062706914
1537	1.062461349
1538	1.062268725
1539	1.062042988
1540	1.061769445
1541	1.061525418
1542	1.061268643
1543	1.060943186
1544	1.060677669
1545	1.060371112
1546	1.06016593
1547	1.05995702
1548	1.059716734
1549	1.059464794
1550	1.059202187
1551	1.05896214
1552	1.058764424
1553	1.058538702
1554	1.058379964
1555	1.058200967
1556	1.057929775
1557	1.057663736
1558	1.057460847
1559	1.057257507
1560	1.057000929
1561	1.056810187
1562	1.056581052
1563	1.056399635
1564	1.056177345
1565	1.05600973
1566	1.055690294
1567	1.055429336
1568	1.055175667
1569	1.054939587
1570	1.054717931
1571	1.054438602
1572	1.054220256
1573	1.053987377
1574	1.053827483
1575	1.053592986
1576	1.053338285
1577	1.053146054
1578	1.052960804
1579	1.052699346
1580	1.052449913
1581	1.05229881
1582	1.052109634
1583	1.051787597
1584	1.051513925
1585	1.051255532
1586	1.051090793
1587	1.050814044
1588	1.050572908
1589	1.050374676
1590	1.050155602
1591	1.049904797
1592	1.049663451
1593	1.049509877
1594	1.049326882
1595	1.04910049
1596	1.04887263
1597	1.04863661
1598	1.048376383
1599	1.048106794
1600	1.047927168
1601	1.047705628
1602	1.047436814
1603	1.047166153
1604	1.046936271
1605	1.046787336
1606	1.046595385
1607	1.046414016
1608	1.04619702
1609	1.0459871
1610	1.045779215
1611	1.045506641
1612	1.045305786
1613	1.045095093
1614	1.044912335
1615	1.044664786
1616	1.044426568
1617	1.044229845
1618	1.044070299
1619	1.043787942
1620	1.043623631
1621	1.043376311
1622	1.043113284
1623	1.042861321
1624	1.042628346
1625	1.04247826
1626	1.042236564
1627	1.042015244
1628	1.041769985
1629	1.041566681
1630	1.041359583
1631	1.041187496
1632	1.040963031
1633	1.040723071
1634	1.040502681
1635	1.040246684
1636	1.040001426
1637	1.039834129
1638	1.03967761
1639	1.03944416
1640	1.039304125
1641	1.03909562
1642	1.038868014
1643	1.038731725
1644	1.038490413
1645	1.038249882
1646	1.038005229
1647	1.037787611
1648	1.037578801
1649	1.037364385
1650	1.037123772
1651	1.036967741
1652	1.036724102
1653	1.036538911
1654	1.036333263
1655	1.036083125
1656	1.035857314
1657	1.035568943
1658	1.035347816
1659	1.035145289
1660	1.034931208
1661	1.034776407
1662	1.034535132
1663	1.034354409
