iter	Passed	Remaining
7034	237480	606445
7035	237508	606396
7036	237541	606360
7037	237569	606310
7038	237600	606270
7039	237629	606225
7040	237662	606188
7041	237699	606163
7042	237728	606118
7043	237755	606066
7044	237784	606020
7045	237811	605971
7046	237838	605918
7047	237872	605886
7048	237902	605844
7049	237936	605810
7050	237964	605762
7051	237992	605713
7052	238026	605680
7053	238057	605638
7054	238088	605598
7055	238114	605544
7056	238144	605502
7057	238174	605458
7058	238204	605416
7059	238235	605375
7060	238265	605331
7061	238296	605291
7062	238325	605244
7063	238350	605188
7064	238382	605149
7065	238412	605107
7066	238443	605066
7067	238471	605019
7068	238504	604984
7069	238534	604939
7070	238567	604904
7071	238596	604857
7072	238623	604807
7073	238651	604758
7074	238681	604716
7075	238711	604673
7076	238743	604633
7077	238774	604594
7078	238801	604543
7079	238833	604506
7080	238864	604463
7081	238897	604428
7082	238926	604383
7083	238958	604344
7084	238988	604300
7085	239019	604260
7086	239053	604228
7087	239084	604187
7088	239113	604141
7089	239144	604100
7090	239176	604064
7091	239210	604030
7092	239241	603989
7093	239272	603947
7094	239305	603912
7095	239336	603871
7096	239366	603829
7097	239394	603782
7098	239429	603751
7099	239459	603707
7100	239489	603665
7101	239519	603621
7102	239550	603581
7103	239580	603538
7104	239608	603488
7105	239635	603439
7106	239666	603397
7107	239700	603365
7108	239734	603332
7109	239763	603286
7110	239797	603253
7111	239829	603214
7112	239859	603171
7113	239890	603132
7114	239923	603095
7115	239951	603048
7116	239983	603010
7117	240014	602969
7118	240044	602925
7119	240073	602881
7120	240105	602843
7121	240134	602797
7122	240166	602760
7123	240197	602718
7124	240228	602678
7125	240256	602630
7126	240290	602597
7127	240322	602559
7128	240351	602513
7129	240386	602483
7130	240420	602450
7131	240453	602414
7132	240483	602371
7133	240513	602329
7134	240543	602285
7135	240575	602248
7136	240613	602223
7137	240640	602174
7138	240670	602131
7139	240702	602094
7140	240736	602059
7141	240765	602016
7142	240796	601973
7143	240830	601942
7144	240860	601897
7145	240894	601865
7146	240924	601822
7147	240955	601782
7148	240981	601729
7149	241008	601679
7150	241039	601637
7151	241066	601587
7152	241099	601552
7153	241134	601521
7154	241160	601469
7155	241191	601428
7156	241222	601387
7157	241250	601340
7158	241282	601302
7159	241309	601252
7160	241345	601223
7161	241374	601177
7162	241406	601139
7163	241437	601099
7164	241469	601061
7165	241499	601020
7166	241536	600994
7167	241565	600948
7168	241595	600905
7169	241626	600864
7170	241654	600815
7171	241684	600774
7172	241714	600731
7173	241748	600698
7174	241779	600657
7175	241810	600616
7176	241841	600576
7177	241871	600533
7178	241905	600500
7179	241931	600448
7180	241957	600395
7181	241988	600354
7182	242018	600312
7183	242047	600266
7184	242078	600226
7185	242106	600179
7186	242135	600134
7187	242170	600101
7188	242197	600052
7189	242231	600020
7190	242266	599990
7191	242295	599943
7192	242329	599911
7193	242358	599866
7194	242385	599814
7195	242415	599773
7196	242444	599726
7197	242470	599674
7198	242499	599628
7199	242528	599584
7200	242557	599539
7201	242585	599491
7202	242617	599454
7203	242651	599421
7204	242680	599375
7205	242708	599327
7206	242736	599280
7207	242770	599248
7208	242799	599201
7209	242826	599152
7210	242854	599104
7211	242889	599072
7212	242923	599041
7213	242957	599007
7214	242984	598958
7215	243014	598914
7216	243045	598875
7217	243078	598839
7218	243110	598801
7219	243140	598758
7220	243171	598717
7221	243203	598679
7222	243232	598634
7223	243263	598595
7224	243298	598565
7225	243332	598533
7226	243362	598488
7227	243389	598438
7228	243422	598404
7229	243454	598365
7230	243481	598315
7231	243512	598274
7232	243542	598231
7233	243573	598192
7234	243602	598147
7235	243634	598110
7236	243663	598065
7237	243690	598013
7238	243721	597974
7239	243752	597934
7240	243781	597888
7241	243809	597842
7242	243842	597805
7243	243873	597765
7244	243904	597726
7245	243935	597685
7246	243968	597651
7247	243996	597603
7248	244027	597563
7249	244055	597514
7250	244086	597475
7251	244120	597441
7252	244152	597404
7253	244184	597366
7254	244213	597320
7255	244245	597283
7256	244279	597251
7257	244310	597211
7258	244345	597180
7259	244376	597141
7260	244408	597103
7261	244440	597064
7262	244470	597021
7263	244500	596980
7264	244532	596941
7265	244562	596899
7266	244590	596853
7267	244619	596806
7268	244650	596765
7269	244682	596729
7270	244717	596698
7271	244747	596655
7272	244776	596610
7273	244807	596571
7274	244834	596520
7275	244868	596487
7276	244900	596450
7277	244931	596409
7278	244962	596371
7279	244991	596324
7280	245018	596274
7281	245050	596238
7282	245083	596202
7283	245112	596157
7284	245143	596116
7285	245174	596077
7286	245205	596038
7287	245232	595988
7288	245258	595935
7289	245284	595883
7290	245313	595839
7291	245348	595807
7292	245378	595765
7293	245407	595721
7294	245438	595680
7295	245469	595640
7296	245499	595597
7297	245528	595551
7298	245556	595504
7299	245584	595457
7300	245617	595422
7301	245646	595378
7302	245674	595332
7303	245702	595283
7304	245732	595241
7305	245763	595202
7306	245797	595168
7307	245827	595124
7308	245855	595078
7309	245887	595040
7310	245920	595006
7311	245951	594966
7312	245977	594914
7313	246011	594882
7314	246042	594839
7315	246072	594799
7316	246104	594761
7317	246141	594735
7318	246172	594694
7319	246206	594662
7320	246235	594617
7321	246264	594573
7322	246294	594530
7323	246324	594487
7324	246355	594448
7325	246387	594410
7326	246418	594371
7327	246448	594328
7328	246481	594294
7329	246514	594257
7330	246547	594223
7331	246576	594178
7332	246605	594134
7333	246637	594094
7334	246665	594047
7335	246695	594006
7336	246730	593976
7337	246761	593935
7338	246795	593903
7339	246829	593869
7340	246861	593831
7341	246886	593779
7342	246919	593742
7343	246953	593711
7344	246989	593681
7345	247020	593642
7346	247051	593601
7347	247082	593562
7348	247113	593522
7349	247147	593490
7350	247184	593465
7351	247215	593424
7352	247248	593389
7353	247281	593354
7354	247311	593311
7355	247337	593261
7356	247372	593230
7357	247404	593193
7358	247439	593161
7359	247466	593113
7360	247498	593074
7361	247533	593044
7362	247565	593007
7363	247596	592966
7364	247627	592926
7365	247656	592883
7366	247684	592834
7367	247710	592784
7368	247741	592744
7369	247770	592699
7370	247800	592657
7371	247830	592614
7372	247861	592575
7373	247891	592532
7374	247921	592489
7375	247953	592453
7376	247984	592412
7377	248014	592370
7378	248041	592321
7379	248068	592272
7380	248102	592239
7381	248132	592195
7382	248165	592161
7383	248197	592124
7384	248229	592085
7385	248259	592045
7386	248287	591998
7387	248320	591963
7388	248350	591919
7389	248377	591871
7390	248404	591821
7391	248432	591775
7392	248466	591741
7393	248497	591702
7394	248534	591676
7395	248565	591636
7396	248601	591609
7397	248632	591570
7398	248663	591530
7399	248694	591489
7400	248724	591447
7401	248757	591413
7402	248786	591368
7403	248819	591332
7404	248852	591296
7405	248885	591263
7406	248915	591219
7407	248945	591179
7408	248971	591127
7409	249000	591083
7410	249028	591035
7411	249055	590986
7412	249088	590951
7413	249121	590915
7414	249150	590871
7415	249181	590830
7416	249211	590790
7417	249243	590753
7418	249274	590713
7419	249308	590679
7420	249338	590636
7421	249368	590595
7422	249397	590550
7423	249426	590507
7424	249454	590459
7425	249480	590408
7426	249512	590371
7427	249539	590320
7428	249573	590288
7429	249600	590240
7430	249629	590195
7431	249657	590147
7432	249689	590110
7433	249721	590074
7434	249755	590040
7435	249785	589999
7436	249816	589959
7437	249842	589906
7438	249874	589869
7439	249905	589831
7440	249935	589788
7441	249963	589742
7442	249993	589699
7443	250023	589658
7444	250049	589605
7445	250079	589565
7446	250114	589532
7447	250147	589500
7448	250174	589450
7449	250202	589402
7450	250232	589361
7451	250264	589324
7452	250292	589276
7453	250323	589237
7454	250354	589197
7455	250385	589159
7456	250423	589134
7457	250454	589095
7458	250485	589054
7459	250517	589018
7460	250549	588980
7461	250580	588941
7462	250614	588909
7463	250641	588860
7464	250676	588829
7465	250709	588794
7466	250735	588744
7467	250766	588704
7468	250799	588668
7469	250831	588632
7470	250864	588595
7471	250900	588567
7472	250930	588526
7473	250962	588489
7474	250996	588456
7475	251025	588411
7476	251056	588371
7477	251087	588333
7478	251120	588298
7479	251151	588257
7480	251185	588224
7481	251218	588190
7482	251255	588165
7483	251285	588122
7484	251317	588085
7485	251344	588038
7486	251374	587995
7487	251402	587949
7488	251433	587910
7489	251459	587858
7490	251489	587815
7491	251518	587770
7492	251547	587727
7493	251577	587686
7494	251607	587644
7495	251635	587596
7496	251665	587555
7497	251697	587518
7498	251727	587476
7499	251757	587433
7500	251788	587394
7501	251820	587356
7502	251849	587312
7503	251884	587284
7504	251918	587249
7505	251948	587209
7506	251981	587172
7507	252016	587142
7508	252053	587118
7509	252092	587095
7510	252124	587060
7511	252152	587012
7512	252180	586967
7513	252213	586930
7514	252248	586901
7515	252278	586860
7516	252307	586816
7517	252336	586772
7518	252365	586727
7519	252398	586691
7520	252429	586652
7521	252458	586608
7522	252490	586570
7523	252521	586530
7524	252553	586495
7525	252588	586463
7526	252622	586433
7527	252656	586398
7528	252687	586359
7529	252715	586313
7530	252744	586270
7531	252778	586236
7532	252809	586197
7533	252839	586155
7534	252869	586112
7535	252895	586061
7536	252925	586020
7537	252957	585983
7538	252992	585952
7539	253021	585908
7540	253049	585862
7541	253081	585825
7542	253111	585784
7543	253143	585747
7544	253174	585707
7545	253205	585667
7546	253237	585629
7547	253270	585595
7548	253304	585562
7549	253336	585526
7550	253367	585487
7551	253395	585439
7552	253423	585393
7553	253453	585351
7554	253484	585311
7555	253514	585271
7556	253548	585238
7557	253577	585193
7558	253608	585155
7559	253642	585122
7560	253673	585082
7561	253702	585038
7562	253730	584993
7563	253765	584962
7564	253798	584926
7565	253831	584891
7566	253863	584856
7567	253890	584807
7568	253918	584761
7569	253949	584722
7570	253980	584682
7571	254012	584644
7572	254043	584604
7573	254070	584556
7574	254102	584519
7575	254130	584473
7576	254160	584432
7577	254190	584389
7578	254217	584340
7579	254248	584302
7580	254278	584260
7581	254312	584227
7582	254342	584186
7583	254370	584140
7584	254401	584100
7585	254435	584067
7586	254466	584029
7587	254495	583984
7588	254528	583949
7589	254562	583917
7590	254597	583886
7591	254631	583854
7592	254663	583818
7593	254695	583779
7594	254725	583738
7595	254758	583704
7596	254789	583663
7597	254822	583629
7598	254853	583591
7599	254881	583544
7600	254914	583509
7601	254945	583469
7602	254976	583430
7603	255005	583387
7604	255038	583352
7605	255066	583305
7606	255098	583269
7607	255128	583226
7608	255162	583195
7609	255194	583158
7610	255225	583117
7611	255259	583086
7612	255290	583046
7613	255318	583000
7614	255353	582971
7615	255388	582940
7616	255415	582892
7617	255447	582853
7618	255476	582810
7619	255511	582781
7620	255544	582745
7621	255572	582700
7622	255600	582653
7623	255635	582624
7624	255668	582588
7625	255703	582558
7626	255731	582513
7627	255761	582470
7628	255795	582438
7629	255828	582404
7630	255862	582370
7631	255896	582338
7632	255929	582305
7633	255958	582261
7634	255991	582224
7635	256023	582187
7636	256057	582156
7637	256088	582116
7638	256117	582074
7639	256151	582041
7640	256183	582002
7641	256213	581962
7642	256244	581922
7643	256273	581878
7644	256303	581837
7645	256339	581810
7646	256373	581776
7647	256405	581740
7648	256435	581698
7649	256462	581650
7650	256492	581608
7651	256519	581560
7652	256552	581525
7653	256582	581483
7654	256612	581441
7655	256647	581413
7656	256676	581368
7657	256706	581326
7658	256738	581289
7659	256773	581260
7660	256800	581211
7661	256830	581170
7662	256862	581133
7663	256896	581101
7664	256926	581059
7665	256961	581029
7666	256988	580981
7667	257017	580936
7668	257050	580902
7669	257081	580863
7670	257113	580825
7671	257146	580791
7672	257174	580746
7673	257206	580709
7674	257240	580675
7675	257270	580634
7676	257296	580585
7677	257327	580545
7678	257357	580504
7679	257391	580470
7680	257420	580428
7681	257449	580383
7682	257479	580342
7683	257505	580292
7684	257535	580251
7685	257566	580211
7686	257601	580180
7687	257630	580137
7688	257659	580093
7689	257688	580050
7690	257718	580009
7691	257753	579979
7692	257784	579940
7693	257819	579909
7694	257850	579871
7695	257882	579833
7696	257913	579794
7697	257945	579757
7698	257975	579715
7699	258003	579669
7700	258031	579624
7701	258060	579581
7702	258090	579540
7703	258118	579494
7704	258148	579452
7705	258179	579412
7706	258210	579373
7707	258244	579342
7708	258277	579307
7709	258304	579258
7710	258334	579217
7711	258366	579179
7712	258397	579141
7713	258429	579104
7714	258463	579072
7715	258494	579032
7716	258527	578997
7717	258558	578958
7718	258588	578918
7719	258617	578874
7720	258651	578840
7721	258682	578801
7722	258711	578759
7723	258743	578721
7724	258774	578683
7725	258807	578647
7726	258840	578614
7727	258867	578565
7728	258899	578530
7729	258934	578498
7730	258964	578458
7731	258995	578418
7732	259024	578375
7733	259057	578340
7734	259087	578299
7735	259122	578269
7736	259154	578232
7737	259189	578201
7738	259215	578152
7739	259246	578114
7740	259277	578074
7741	259311	578040
7742	259342	578001
7743	259373	577962
7744	259405	577926
7745	259438	577891
7746	259471	577857
7747	259497	577807
7748	259534	577780
7749	259569	577750
7750	259603	577719
7751	259633	577677
7752	259666	577644
7753	259695	577599
7754	259726	577561
7755	259758	577524
7756	259790	577486
7757	259819	577443
7758	259847	577398
7759	259876	577355
7760	259905	577311
7761	259937	577274
7762	259967	577233
7763	259997	577191
7764	260030	577156
7765	260058	577111
7766	260091	577076
7767	260121	577035
7768	260154	577001
7769	260189	576970
7770	260222	576936
7771	260253	576898
7772	260284	576858
7773	260316	576820
7774	260347	576783
7775	260379	576745
7776	260412	576711
7777	260444	576675
7778	260473	576630
7779	260503	576589
7780	260534	576550
7781	260568	576517
7782	260594	576468
7783	260625	576430
7784	260657	576391
7785	260690	576358
7786	260722	576320
7787	260751	576277
7788	260784	576243
7789	260815	576205
7790	260848	576170
7791	260880	576133
7792	260912	576097
7793	260947	576066
7794	260978	576028
7795	261007	575985
7796	261040	575950
7797	261072	575913
7798	261103	575874
7799	261134	575834
7800	261164	575793
7801	261199	575763
7802	261231	575726
7803	261260	575682
7804	261290	575641
7805	261322	575605
7806	261350	575560
7807	261385	575529
7808	261414	575486
7809	261445	575446
7810	261477	575412
7811	261507	575370
7812	261534	575323
7813	261565	575282
7814	261593	575237
7815	261625	575201
7816	261659	575168
7817	261686	575122
7818	261722	575093
7819	261755	575059
7820	261787	575022
7821	261821	574990
7822	261855	574956
7823	261885	574916
7824	261914	574873
7825	261943	574830
7826	261975	574793
7827	262006	574754
7828	262035	574710
7829	262063	574665
7830	262097	574633
7831	262128	574594
7832	262162	574560
7833	262193	574522
7834	262225	574485
7835	262256	574447
7836	262285	574404
7837	262318	574370
7838	262351	574334
7839	262379	574290
7840	262413	574257
7841	262448	574227
7842	262482	574194
7843	262512	574153
7844	262545	574119
7845	262575	574079
7846	262610	574047
7847	262637	574001
7848	262666	573956
7849	262696	573915
7850	262729	573882
7851	262763	573849
7852	262794	573810
7853	262828	573778
7854	262860	573741
7855	262890	573700
7856	262921	573663
7857	262950	573619
7858	262982	573582
7859	263013	573542
7860	263041	573497
7861	263069	573453
7862	263101	573415
7863	263131	573374
7864	263163	573337
7865	263194	573299
7866	263226	573263
7867	263258	573226
7868	263285	573178
7869	263317	573142
7870	263346	573099
7871	263379	573064
7872	263413	573031
7873	263444	572992
7874	263478	572960
7875	263507	572918
7876	263539	572881
7877	263570	572843
7878	263599	572799
7879	263634	572768
7880	263664	572728
7881	263699	572698
7882	263729	572656
7883	263757	572612
7884	263791	572578
7885	263819	572534
7886	263850	572496
7887	263877	572447
7888	263908	572409
7889	263936	572364
7890	263968	572328
7891	263999	572288
7892	264030	572251
7893	264060	572209
7894	264093	572173
7895	264120	572126
7896	264153	572093
7897	264183	572051
7898	264214	572013
7899	264246	571976
7900	264277	571938
7901	264305	571892
7902	264339	571861
7903	264369	571819
7904	264398	571776
7905	264426	571731
7906	264459	571697
7907	264490	571657
7908	264520	571617
7909	264550	571576
7910	264583	571542
7911	264614	571502
7912	264647	571467
7913	264676	571425
7914	264705	571383
7915	264734	571339
7916	264764	571299
7917	264795	571259
7918	264829	571227
7919	264857	571182
7920	264890	571147
7921	264924	571115
7922	264952	571071
7923	264983	571033
7924	265018	571002
7925	265047	570958
7926	265080	570924
7927	265111	570885
7928	265143	570849
7929	265176	570816
7930	265207	570777
7931	265238	570737
7932	265271	570702
7933	265305	570670
7934	265337	570633
7935	265370	570600
7936	265400	570559
7937	265430	570518
7938	265460	570476
7939	265492	570440
7940	265521	570399
7941	265551	570356
7942	265577	570308
7943	265611	570276
7944	265640	570232
7945	265669	570189
7946	265701	570154
7947	265732	570115
7948	265764	570077
7949	265795	570039
7950	265827	570003
7951	265862	569973
7952	265900	569948
7953	265932	569912
7954	265960	569866
7955	265990	569827
7956	266022	569789
7957	266050	569744
7958	266080	569703
7959	266112	569667
7960	266139	569620
7961	266172	569586
7962	266201	569544
7963	266237	569514
7964	266267	569475
7965	266295	569430
7966	266327	569393
7967	266360	569358
7968	266391	569319
7969	266421	569279
7970	266448	569233
7971	266481	569197
7972	266508	569151
7973	266539	569113
7974	266572	569078
7975	266602	569036
7976	266630	568992
7977	266659	568949
7978	266688	568906
7979	266720	568869
7980	266751	568830
7981	266785	568800
7982	266815	568758
7983	266849	568726
7984	266883	568693
7985	266914	568656
7986	266948	568623
7987	266977	568581
7988	267009	568543
7989	267043	568511
7990	267072	568468
7991	267103	568429
7992	267135	568393
7993	267163	568349
7994	267195	568313
7995	267232	568287
7996	267259	568240
7997	267290	568202
7998	267322	568163
7999	267354	568129
8000	267388	568097
8001	267419	568058
8002	267451	568021
8003	267484	567986
8004	267511	567940
8005	267539	567895
8006	267568	567852
8007	267597	567808
8008	267624	567763
8009	267660	567733
8010	267690	567693
8011	267723	567659
8012	267753	567617
8013	267785	567582
8014	267815	567542
8015	267847	567504
8016	267879	567469
8017	267909	567428
8018	267943	567395
8019	267977	567364
8020	268008	567325
8021	268038	567284
8022	268068	567244
8023	268099	567206
8024	268130	567168
8025	268160	567125
8026	268192	567090
8027	268229	567064
8028	268260	567025
8029	268290	566985
8030	268321	566945
8031	268356	566915
8032	268384	566872
8033	268416	566835
8034	268445	566792
8035	268473	566747
8036	268504	566708
8037	268532	566664
8038	268563	566625
8039	268592	566583
8040	268627	566553
8041	268665	566528
8042	268698	566495
8043	268734	566466
8044	268766	566429
8045	268800	566398
8046	268831	566360
8047	268865	566328
8048	268895	566287
8049	268923	566243
8050	268953	566201
8051	268981	566157
8052	269010	566113
8053	269036	566066
8054	269067	566026
8055	269097	565987
8056	269126	565943
8057	269165	565922
8058	269201	565894
8059	269233	565858
8060	269265	565821
8061	269296	565782
8062	269328	565747
8063	269359	565707
8064	269389	565667
8065	269425	565640
8066	269458	565606
8067	269489	565567
8068	269521	565530
8069	269553	565494
8070	269583	565454
8071	269608	565403
8072	269642	565370
8073	269673	565331
8074	269708	565303
8075	269740	565265
8076	269775	565235
8077	269806	565197
8078	269835	565155
8079	269863	565110
8080	269892	565067
8081	269923	565029
8082	269953	564988
8083	269982	564946
8084	270015	564910
8085	270043	564867
8086	270075	564831
8087	270106	564793
8088	270138	564756
8089	270168	564716
8090	270204	564687
8091	270242	564664
8092	270276	564630
8093	270314	564607
8094	270343	564564
8095	270376	564530
8096	270403	564485
8097	270431	564439
8098	270459	564395
8099	270488	564351
8100	270515	564306
8101	270543	564261
8102	270575	564224
8103	270603	564180
8104	270636	564145
8105	270668	564109
8106	270702	564077
8107	270735	564042
8108	270769	564010
8109	270800	563973
8110	270831	563935
8111	270867	563905
8112	270898	563867
8113	270928	563828
8114	270960	563791
8115	270990	563751
8116	271021	563713
8117	271052	563674
8118	271084	563637
8119	271115	563600
8120	271145	563559
8121	271177	563523
8122	271206	563479
8123	271238	563443
8124	271267	563401
8125	271297	563360
8126	271327	563320
8127	271354	563274
8128	271385	563236
8129	271417	563198
8130	271448	563162
8131	271479	563122
8132	271508	563081
8133	271535	563033
8134	271566	562996
8135	271596	562954
8136	271626	562915
8137	271654	562870
8138	271683	562827
8139	271717	562796
8140	271747	562756
8141	271778	562716
8142	271809	562679
8143	271840	562640
8144	271875	562609
8145	271909	562577
8146	271936	562531
8147	271974	562507
8148	272010	562479
8149	272042	562443
8150	272073	562405
8151	272105	562368
8152	272134	562327
8153	272164	562285
8154	272194	562245
8155	272228	562214
8156	272256	562169
8157	272288	562132
8158	272320	562096
8159	272350	562056
8160	272384	562024
8161	272412	561980
8162	272441	561937
8163	272475	561904
8164	272506	561866
8165	272541	561837
8166	272573	561801
8167	272606	561767
8168	272642	561739
8169	272671	561697
8170	272704	561663
8171	272733	561621
8172	272764	561582
8173	272794	561540
8174	272825	561503
8175	272857	561467
8176	272888	561428
8177	272914	561380
8178	272945	561341
8179	272976	561304
8180	273013	561278
8181	273039	561228
8182	273075	561200
8183	273104	561159
8184	273134	561117
8185	273169	561088
8186	273201	561051
8187	273231	561012
8188	273258	560964
8189	273291	560930
8190	273322	560893
8191	273354	560858
8192	273394	560837
8193	273425	560799
8194	273459	560766
8195	273491	560731
8196	273524	560696
8197	273563	560674
8198	273592	560633
8199	273621	560591
8200	273651	560550
8201	273689	560525
8202	273721	560490
8203	273755	560457
8204	273786	560420
8205	273820	560388
8206	273857	560361
8207	273885	560317
8208	273914	560275
8209	273946	560238
8210	273976	560199
8211	274006	560158
8212	274034	560114
8213	274068	560082
8214	274103	560052
8215	274132	560009
8216	274159	559962
8217	274187	559919
8218	274218	559879
8219	274247	559839
8220	274282	559808
8221	274312	559768
8222	274350	559743
8223	274381	559705
8224	274410	559664
8225	274443	559629
8226	274472	559587
8227	274503	559548
8228	274536	559514
8229	274570	559484
8230	274599	559441
8231	274629	559401
8232	274663	559368
8233	274693	559329
8234	274721	559283
8235	274752	559245
8236	274784	559209
8237	274812	559166
8238	274844	559130
8239	274875	559091
8240	274910	559061
8241	274945	559031
8242	274974	558988
8243	275004	558948
8244	275034	558909
8245	275065	558870
8246	275103	558846
8247	275137	558815
8248	275174	558787
8249	275208	558755
8250	275235	558710
8251	275269	558678
8252	275302	558643
8253	275335	558609
8254	275364	558568
8255	275400	558539
8256	275439	558517
8257	275476	558492
8258	275516	558471
8259	275547	558433
8260	275577	558394
8261	275610	558359
8262	275641	558321
8263	275673	558284
8264	275708	558254
8265	275738	558215
8266	275770	558179
8267	275805	558149
8268	275834	558106
8269	275873	558085
8270	275913	558065
8271	275950	558040
8272	275981	558000
8273	276016	557971
8274	276050	557938
8275	276092	557923
8276	276123	557885
8277	276157	557853
8278	276196	557830
8279	276230	557799
8280	276268	557775
8281	276296	557730
8282	276327	557691
8283	276360	557658
8284	276395	557628
8285	276430	557598
8286	276467	557572
8287	276503	557543
8288	276533	557504
8289	276564	557466
8290	276599	557435
8291	276627	557392
8292	276659	557355
8293	276688	557313
8294	276717	557270
8295	276750	557238
8296	276781	557199
8297	276812	557161
8298	276841	557118
8299	276874	557084
8300	276903	557043
8301	276939	557014
8302	276968	556972
8303	276995	556926
8304	277039	556914
8305	277079	556895
8306	277110	556855
8307	277155	556845
8308	277190	556815
8309	277217	556770
8310	277256	556747
8311	277297	556730
8312	277329	556694
8313	277369	556673
8314	277405	556646
8315	277445	556626
8316	277488	556612
8317	277530	556595
8318	277560	556555
8319	277602	556539
8320	277630	556495
8321	277661	556456
8322	277694	556423
8323	277733	556401
8324	277773	556380
8325	277809	556352
8326	277850	556335
8327	277892	556318
8328	277931	556297
8329	277966	556267
8330	278003	556240
8331	278042	556217
8332	278080	556194
8333	278113	556160
8334	278144	556122
8335	278186	556106
8336	278224	556081
8337	278266	556066
8338	278311	556055
8339	278350	556033
8340	278391	556015
8341	278428	555988
8342	278460	555952
8343	278497	555927
8344	278526	555884
8345	278556	555844
8346	278586	555804
8347	278618	555767
8348	278654	555739
8349	278691	555714
8350	278723	555678
8351	278758	555648
8352	278790	555612
8353	278821	555574
8354	278854	555538
8355	278893	555518
8356	278924	555478
8357	278960	555450
8358	278992	555415
8359	279023	555376
8360	279054	555338
8361	279088	555306
8362	279120	555271
8363	279155	555240
8364	279188	555206
8365	279229	555187
8366	279277	555184
8367	279321	555170
8368	279361	555151
8369	279404	555137
8370	279439	555106
8371	279474	555076
8372	279513	555055
8373	279547	555022
8374	279580	554988
8375	279614	554955
8376	279645	554918
8377	279679	554886
8378	279715	554858
8379	279762	554852
8380	279811	554848
8381	279861	554847
8382	279907	554839
8383	279957	554839
8384	279997	554818
8385	280032	554789
8386	280085	554794
8387	280124	554771
8388	280169	554761
8389	280205	554732
8390	280244	554711
8391	280281	554684
8392	280320	554662
8393	280352	554625
8394	280385	554591
8395	280417	554556
8396	280463	554546
8397	280511	554543
8398	280556	554532
8399	280586	554492
8400	280622	554465
8401	280656	554431
8402	280687	554394
8403	280724	554366
8404	280756	554332
8405	280786	554291
8406	280831	554280
8407	280866	554250
8408	280900	554217
8409	280933	554183
8410	280962	554141
8411	280993	554104
8412	281029	554074
8413	281065	554047
8414	281098	554013
8415	281137	553990
8416	281172	553960
8417	281207	553930
8418	281239	553893
8419	281274	553863
8420	281309	553833
8421	281342	553799
8422	281372	553759
8423	281407	553729
8424	281433	553680
8425	281466	553647
8426	281500	553615
8427	281529	553571
8428	281558	553529
8429	281589	553491
8430	281624	553462
8431	281654	553420
8432	281680	553373
8433	281715	553343
8434	281750	553312
8435	281795	553302
8436	281846	553302
8437	281890	553291
8438	281930	553270
8439	281960	553229
8440	281994	553198
8441	282032	553173
8442	282072	553152
8443	282111	553131
8444	282153	553114
8445	282184	553075
8446	282222	553051
8447	282263	553033
8448	282302	553010
8449	282340	552986
8450	282379	552963
8451	282418	552942
8452	282460	552925
8453	282496	552895
8454	282539	552881
8455	282579	552861
8456	282612	552826
8457	282657	552815
8458	282708	552817
8459	282755	552810
8460	282799	552798
8461	282842	552783
8462	282894	552786
8463	282936	552769
8464	282978	552752
8465	283023	552740
8466	283097	552786
8467	283144	552780
8468	283180	552752
8469	283211	552714
8470	283246	552682
8471	283281	552653
8472	283313	552615
8473	283349	552589
8474	283388	552566
8475	283426	552542
8476	283457	552503
8477	283485	552458
8478	283522	552431
8479	283555	552398
8480	283592	552371
8481	283627	552340
8482	283661	552308
8483	283696	552277
8484	283724	552233
8485	283754	552195
8486	283786	552157
8487	283816	552118
8488	283844	552074
8489	283875	552035
8490	283907	551998
8491	283953	551990
8492	283988	551961
8493	284032	551946
8494	284064	551910
8495	284094	551870
8496	284124	551831
8497	284158	551797
8498	284186	551753
8499	284215	551712
8500	284243	551669
8501	284271	551624
8502	284308	551597
8503	284337	551556
8504	284367	551516
8505	284405	551491
8506	284438	551456
8507	284485	551449
8508	284516	551411
8509	284557	551393
8510	284594	551365
8511	284637	551351
8512	284675	551327
8513	284708	551292
8514	284741	551258
8515	284771	551218
8516	284800	551176
8517	284833	551141
8518	284866	551107
8519	284896	551068
8520	284938	551050
8521	284968	551010
8522	285001	550976
8523	285034	550941
8524	285066	550905
8525	285102	550876
8526	285145	550862
8527	285183	550837
8528	285221	550811
8529	285257	550785
8530	285296	550760
8531	285325	550720
8532	285356	550681
8533	285396	550660
8534	285432	550632
8535	285474	550615
8536	285513	550593
8537	285553	550570
8538	285584	550532
8539	285618	550500
8540	285658	550479
8541	285693	550450
8542	285729	550421
8543	285761	550384
8544	285793	550348
8545	285827	550315
8546	285859	550280
8547	285892	550246
8548	285925	550212
8549	285953	550167
8550	285980	550122
8551	286012	550085
8552	286038	550037
8553	286065	549992
8554	286098	549956
8555	286128	549917
8556	286158	549877
8557	286188	549838
8558	286217	549795
8559	286248	549758
8560	286278	549718
8561	286307	549675
8562	286339	549640
8563	286369	549600
8564	286399	549559
8565	286431	549523
8566	286459	549479
8567	286487	549434
8568	286515	549392
8569	286544	549348
8570	286576	549314
8571	286606	549272
8572	286638	549237
8573	286666	549193
8574	286693	549147
8575	286724	549108
8576	286750	549062
8577	286784	549029
8578	286820	549000
8579	286853	548967
8580	286884	548927
8581	286917	548894
8582	286944	548848
8583	286971	548802
8584	287005	548770
8585	287053	548764
8586	287090	548739
8587	287124	548706
